,Module 0,Weights 0,Module 1,Weights 1,Module 2,Weights 2,Module 3,Weights 3,Module 4,Weights 4,Module 5,Weights 5,Module 6,Weights 6,Module 7,Weights 7,Module 8,Weights 8,Module 9,Weights 9,Module 10,Weights 10,Module 11,Weights 11,Module 12,Weights 12,Module 13,Weights 13,Module 14,Weights 14,Module 15,Weights 15
0,GATA2A,1.2331881928892354,LYRM1,2.580623555766102,KRT4,1.3771825537633313,TA,2.408553178561044,HSP90AA1.2,1.8268211544729072,SI:CH211-242H13.4,1.2255017124624465,SI:DKEYP-3B12.7,1.0296836765200195,CHD,1.5355902452050232,SI:DKEY-95P16.2,0.8234987057886131,SI:DKEY-28A3.2,1.1555630696475332,SI:DKEY-261M9.17,1.677972227722303,PHLDA3,1.3964780778403256,BZW1A,1.1534971118244206,TELO2,0.7128063783203427,BX324155.1,0.9368608214744726,NANOS3,1.582045229008549
1,BMP4,1.2202952570636814,MYO3A,2.3132994368495186,KRT18,1.3668450082972126,EVE1,2.1071711355705847,HSP70.3,1.1916202095794144,ZNF1125,0.9180458350440784,SI:DKEYP-3B12.6,0.8998398492149425,ADMP,1.3645525356862664,SI:DKEY-16M19.4,0.8019002016726415,SYNGAP1A,1.1160049646482126,HIST2H3C,1.380736226545028,MDM2,1.201533821612286,PPIB,1.092774777768194,FTH1B,0.6969369948824129,DDIT4,0.8861017715872743,TDRD7A,1.4190813448896862
2,APOC1,1.1469044616156603,RAPGEF6,2.2842642543189253,KRT5,1.3667813549302428,WNT11,1.9530509546967214,HSP70.1,0.8644337476577247,SI:CH1073-190K2.1,0.8566559419141432,KIAA0101,0.8447567633717735,FOXD3,1.3363033338302626,ENSDART00000172356,0.7775694650704977,BX546500.1,1.1140867781790866,SI:CH211-113A14.10,1.2724115246344334,SI:CH211-260E23.9,1.0951712394607975,P4HB,1.081408719340356,SI:CH211-117I10.10,0.6813692031998523,RHEBL1,0.8447093564408993,DND1,1.3814433462710767
3,SZL,1.0972112088524768,CABZ01084942.1,2.208183643773823,CLDNE,1.3565310446726564,CDX4,1.8220544050014835,CABZ01080568.1,0.7940592721995184,SI:DKEY-234I14.20,0.851967218659079,HSP90AB1,0.788302537459732,ZIC3,1.1870445418212654,SI:CH211-195B11.4,0.7755012707928105,PLECA,1.0644475260134543,SI:DKEY-23A13.15,1.117067373071165,APLNRB,1.0391618337611181,GDF3,1.0719012631376845,SRRD,0.6670473666213895,CR391944.1,0.8139808009248718,ACTL7A,1.345065236156521
4,FOXI1,1.0470179617697406,AGRP2,2.190010789837678,MID1IP1A,1.3435894628705831,ZNF703,1.7958628622844701,HSP70.2,0.76260361879828,SI:DKEY-48G21.5,0.8462084794348738,OTUD4,0.7832539533088372,PRICKLE1A,0.9592869213879535,SI:DKEYP-3B12.12,0.7657707644478231,CAMSAP2A,1.0377439717384553,ZGC:153405,1.1140206762532807,FOXO3B,1.0081391690066461,RHEBL1,1.0233193432870733,RAB3IL1,0.6512291365796311,EGLN3,0.8129736755869906,DDX4,1.1350631849438406
5,BMP7A,1.0460443184413055,SI:CH73-195I19.3,2.1818944339655517,LYE,1.3413013701861978,AXIN2,1.525060548615936,SERPINH1B,0.6669717615267586,SI:DKEY-122C11.4,0.8024146602827159,PRKRIP1,0.7802939238712531,SESN3,0.9433541850734186,CNIH4,0.7570135825311468,JAG1B,1.0328498240002413,SI:CH211-113A14.24,1.081029141571463,CTSH,0.9940527486502153,FAM78BB,1.0000651241271121,SI:CH211-235I11.3,0.6432738084172759,SI:CH211-190K17.31,0.8045483044503264,CA15B,1.0752663208419817
6,CBFA2T2,0.998993106910393,ZGC:171775,2.0397901003760373,KRT92,1.3042737863319676,SP5A,1.4780912197040015,ZNF1031,0.6479454736432905,CPN1,0.776239951329482,CLIP4,0.7694532065206195,FZD8A,0.8830354886954642,SI:CH1073-80I24.3,0.745523043696852,HS3ST3B1B,1.0055458568243414,ENSDART00000129497,1.0627422441218788,RBL2,0.9906392358293766,CDKN1BB,0.9535110725606827,FGF17,0.6359964633421504,SI:DKEY-15H14.4,0.8039484698666393,GRA,0.9488846480693595
7,TFAP2C,0.9984471306068875,TOP1,1.9486430503902465,EPS8L1,1.2983395418056447,TPBGA,1.4572048371225388,HSPA4A,0.6443227699715935,CR388042.3,0.7725518786039102,SI:CH211-113A14.10,0.7660453299169968,CDH2,0.8649171836394012,SI:DKEYP-3B12.10,0.7443613381097212,CNNM1,0.9722752172823864,ZGC:165555,1.0110946696418979,SESN3,0.9123379242738575,TSR2,0.9532087041239892,AFP4,0.6324307725181001,SI:DKEY-1D7.3,0.7996220261181552,RGS14A,0.9425719014248232
8,PCM1,0.9196883660201246,ANO9A,1.9362801074703386,CLDN23,1.2830007369961058,MSX1B,1.4552955904148266,TMEM205,0.6257333585175425,SI:DKEY-97L11.1,0.7643987307874547,SLC35A4,0.725660808112956,CST3,0.8604571035570326,SI:CH211-113A14.16,0.7234593571508575,NRXN1B,0.9691724596861033,SI:DKEY-108K21.14,0.9994539978379988,BCL2L14,0.8983716246869748,MKRN4,0.9435056619775919,TSG101A,0.6318055350214813,BX005448.2,0.7934109325740641,BTG4,0.7975777975971661
9,ARID1AB,0.9159073359039229,DIABLOA,1.9107410780509322,KRT8,1.278224937916088,MIXL1,1.383250439482543,SI:DKEY-146C18.5,0.6255560638826465,SI:DKEY-108K21.21,0.7555767754692383,SI:DKEY-23A13.4,0.722371040126191,ZEB1A,0.8300985963895985,SI:DKEY-122C11.4,0.7152372320477808,SI:DKEY-186O21.1,0.9498730503431065,SI:CH211-113A14.15,0.9721163887423381,CASP8,0.865491426579375,BIRC5B,0.9172844461886658,SLC3A2B,0.6287114133600473,SI:DKEY-199M13.4,0.7870159039785158,ICE1,0.7816288473719064
