,Module 0,Weights 0,Module 1,Weights 1,Module 2,Weights 2,Module 3,Weights 3,Module 4,Weights 4,Module 5,Weights 5,Module 6,Weights 6,Module 7,Weights 7,Module 8,Weights 8,Module 9,Weights 9,Module 10,Weights 10,Module 11,Weights 11,Module 12,Weights 12,Module 13,Weights 13,Module 14,Weights 14,Module 15,Weights 15
10,UBR5,0.9042736808223965,FNIP1,1.8412868051215585,CEBPB,1.2777928134313976,GBX1,1.3097068788120017,KAZALD2,0.6165633664134834,ZNF995,0.7445095147190653,RPL27,0.7149137067669773,PRDM14,0.8293562825511982,SI:CH211-130H14.6,0.7083948049576557,HSD17B2,0.9366274289474134,SI:DKEY-261M9.15,0.9435273588169019,TP53INP1,0.8572241710371652,NCALDA,0.8994620969304398,WDTC1,0.6238924576295144,SI:DKEY-30F3.2,0.7867699869092719,SI:DKEY-11O15.10,0.7681011858742036
11,VED,0.8940440913518894,NME2A,1.7674557730479814,ZGC:101000,1.2777876956732108,ZNF503,1.217215271293006,ADGRE10,0.5936873877305765,TM4SF19,0.6994537971377889,RPL35,0.706795665469334,NOTO,0.8230775773182565,ZGC:158463,0.7057189813603995,CPE,0.9331879428263832,SI:CH1073-159D7.7,0.9393969364185955,SESN1,0.8169961530880115,RBM4.3,0.8847318295070249,KIF18A,0.6108372308534794,CR450785.2,0.7771140754120763,SKA2,0.7567905907393414
12,CLUHA,0.8503852403174035,HNRNPA0B,1.7021679335297975,KRT97,1.2770000197538038,APOC1,1.1569254043231316,ZGC:56231,0.5862999238009123,RNASEP_NUC,0.6990085824837412,SI:CH211-113A14.16,0.7030245792528037,NET1,0.8223412904655272,FP236812.1,0.677561317873383,TNFAIP8L2A,0.8875149509616629,SI:DKEY-261M9.11,0.8274228157047498,CDKN1A,0.7912038609434519,FTL,0.8729278682033632,SLC9A8,0.6107350900848962,NCALDA,0.7567371328259498,BOKB,0.7486447889653385
13,IPO9,0.8271453008228332,GPRC5BB,1.6997611840632447,SI:CH211-125O16.4,1.255689464463488,DLD,1.132565745788411,TAOK3A,0.5796194972617741,MAP7,0.6935737042913803,STM,0.6970357602645074,SOX2,0.8149055580524444,SI:DKEY-23A13.4,0.6763753848996154,SLC7A8A,0.8873754411887452,HIST1H4D,0.8131289239337229,ZGC:64022,0.7717927429074154,SI:CH73-1A9.3,0.8593416062479852,FBXO30A,0.6006629978444513,CT573263.1,0.747175587082709,KLF2B,0.7485119681598658
14,BAMBIA,0.8247004660381408,ZGC:173587,1.5851915459970196,FA2H,1.2341058992118434,VED,1.1231484287426485,SI:DKEY-261J4.3,0.578506833222674,SI:DKEY-211G8.5,0.6844444831403551,SI:DKEY-261M9.15,0.6970000407831343,FOXD5,0.8037980395713106,CABZ01111915.1,0.6762916902840409,KCNK4,0.8866824604367427,GBGT1L4,0.8105190272869831,EXO5,0.7480102961798911,SKP2,0.8385713897273884,ZGC:113425,0.5792285295649774,BX901907.2,0.7364705949642649,OTX1B,0.7349471304589513
15,KAZALD2,0.8140079668684437,PON1,1.5202719480696927,ZNF185,1.2266278275910178,ZIC2A,1.119941072845651,SI:DKEY-221L21.2,0.5731997452739941,SI:DKEYP-3B12.10,0.6722644597482448,LYRM2,0.6969421188787076,FOXB1A,0.7926051782360938,MAP2K6,0.676065012566011,GBP3,0.8804008153506607,TRIM105,0.80496321695643,SLC4A2A,0.7269387080529042,WEE2,0.8225955512385009,SLC7A8A,0.5722315856369559,BIRC5B,0.733666670701123,TRIM35-29,0.6947465570938641
16,CRABP2B,0.8057555944845866,NRXN1B,1.3590926980488502,CLDNB,1.2228057693593049,IM:7138239,1.0950769633269324,ERCC8,0.562184284676524,SI:CH211-212K5.1,0.6669533496717623,SI:CH211-194E1.8,0.6950451797048709,LFNG,0.7566213133535743,FAUA,0.6720307325143083,SI:CH211-171H4.5,0.8762414699844128,SI:DKEY-108K21.21,0.7116763816586803,SI:DKEY-204L11.1,0.6916388413168775,MALAT1,0.816566794489651,METTL22,0.5719506423241274,SI:DKEY-47K16.4,0.7321883511146656,BMI1B,0.6876960707597722
17,VENT,0.7907598962595521,KLHL22,1.356007245725392,MGLL,1.2050460247954415,ATP1B3A,1.0452247197535343,NPLOC4,0.547875698915716,TMED9,0.6544982906317577,SI:DKEY-153M14.1,0.6931059833066133,SP5L,0.749468699598415,ZGC:113984,0.6693354817062208,NFKBIL1,0.8663206986759548,SI:DKEY-146C18.5,0.6782380259890733,PLEKHN1,0.6905800093818625,SEL1L3,0.8089327686502099,FTR82,0.5697366956419033,SI:CH211-271G18.4,0.731167353524889,NEK2,0.6745276761417521
18,FGFR4,0.7864205652232349,CABZ01001464.1,1.3279442115542883,ZGC:193505,1.1955178224990033,NHSL1B,1.023887091429654,SI:DKEY-11O15.10,0.547823393248941,CR812792.1,0.6515104632646119,PSMA4,0.6908803898438948,GSC,0.7405480225671277,PRDX6,0.6687086232046509,GRB7,0.8582754526061359,BX324216.1,0.6757671550438173,SI:CH211-239D6.2,0.6819957097386566,SI:DKEY-15H14.4,0.799340828457945,CECR1A,0.5639782096591688,SUPT4H1,0.7191798998720697,ZGC:158852,0.6736020033707125
19,HER7,0.7723683398473213,SI:CH211-241E1.5,1.3244264412402216,FTR83,1.1948476580916103,SP5L,1.0124413753128203,HSP70L,0.5402573179511093,VGLL4L,0.6513966043620409,RPL39,0.6849675753788531,TCF7L1A,0.7370118635315748,SI:DKEY-47K16.4,0.6657691106660849,JAKMIP2,0.8487709991217651,BX511215.1,0.672601111254675,E2F7,0.6739101151327529,SI:DKEY-6D5.4,0.7845518178740459,CABZ01002768.2,0.5635492611732671,SI:DKEY-156K2.3,0.7127477210955592,WDR62,0.6662043957125504
20,SFRP1A,0.7662629457338433,CPE,1.3191039489320717,EVPLA,1.1929427359678082,ARL4AB,0.9884003346487636,CLDND,0.5388823952203011,SI:DKEY-193H7.5,0.6495423236854292,RPS17,0.6824394683606817,LRIG3,0.7141886515898209,POLR3GLA,0.6618238774139985,BAALC,0.8470019704091029,SI:CH211-113A14.18,0.6698047727561002,SNX11,0.6662832248992548,UBE2V2,0.7388718640312618,SI:DKEY-1D7.3,0.5542520810403606,SI:RP71-45K5.2,0.7082525208180117,COIL,0.6492856243024436
21,DPP3,0.7599325666642202,DDC,1.2812706634565822,GRHL3,1.1744001175904335,HER1,0.9837993365944511,CTH1,0.5378288070578633,CR361561.2,0.6464821859938981,UQCRH,0.6783240935153385,TDGF1,0.7033490131679743,SI:CH211-222L21.1,0.6567443815710792,SCOCB,0.8433149123745192,SI:CH211-113A14.26,0.6695076401857026,IGF2A,0.6658908272008079,RAB34B,0.7226220825467607,SI:DKEY-93M18.3,0.5539514448646587,SI:DKEY-56M15.3,0.6934970781478702,CHD6,0.6473368320908756
22,KIF20A,0.7581969909791896,SI:CH211-168H21.2,1.2756916782632903,FUT9B,1.1558331921065175,MSX3,0.9808840765597683,ZNF1060,0.5357655741842061,SFRP1A,0.6420295061691278,RPL11,0.6777391515524287,TCF3B,0.7015213248416587,SI:CH73-110P20.1,0.655098917947915,FTR36,0.8236517280583274,RAB35,0.6617555370761083,BCL3,0.6621478346164219,SRSF1A,0.7207563561898273,HNF4A,0.5523638307548986,ASB11,0.6916961078207409,SEPSECS,0.6433392769398217
23,CITED4B,0.7580881515996801,ZNF1068,1.2600545855409402,SI:DKEYP-67A8.4,1.152605511664697,PRICKLE1B,0.9806514072775775,BTG4,0.5346874293093355,EIF5,0.6373283406263315,SI:DKEY-151G10.6,0.6775839114089827,TIAM1B,0.697902841510385,SDC3,0.6548777471156019,SI:DKEY-58J15.10,0.8205598860467682,CA9,0.6420056393364676,ISG15,0.6580907653311568,PRMT1,0.7178747403896251,SI:DKEYP-117H8.4,0.5512582828402374,WDR21,0.6913985143750787,VAT1,0.6406308332928825
24,SESN3,0.7571468045584628,HUWE1,1.258945763980024,PLEKHF1,1.1436014908045504,HES6,0.9700259014004405,CLDNG,0.5342397241377023,PBXIP1A,0.6326765778520637,TMEM258,0.6737267119487419,SI:DKEY-188C14.4,0.6835403333332237,NNR,0.6512242919551977,CABZ01009880.1,0.8074184685400188,SI:DKEYP-14F10.3,0.6320100821456671,LNX1,0.6527273379836236,RAC1A,0.7176891818998464,MAL,0.5468459558034928,BX640584.2,0.6911740214134465,DAZL,0.6379555663539207
25,POLR2A,0.7435009755091974,SI:DKEYP-79B7.4,1.2193875414913131,ELOVL1A,1.1301366723258857,SZL,0.9681828011083378,SI:RP71-45K5.2,0.5320809391006182,BLF,0.6320901900103247,NNR,0.6665592036901277,OTX1A,0.6754631834726162,RPL6,0.6492325918085556,UPK1A,0.7938446485167715,SI:DKEY-108K21.12,0.6249275862261847,RASL11B,0.6107691099134376,ELAVL1,0.7108448731481986,DUSP4,0.5386133238877117,ZGC:173702,0.6818466234774786,CLDNG,0.6336720478138828
26,SI:CH211-170D8.2,0.7372846369018523,CR318603.2,1.2101986210471003,PERP,1.1298678021968176,LEF1,0.9552899319762806,UGCG,0.5289081153202023,SI:DKEYP-14F10.3,0.622460503674729,EGFRA,0.6640246739522496,SI:CH211-139K8.4,0.6740815546201594,KRT97,0.6490820183783248,KCTD5,0.7881645485578623,SI:CH73-36P18.5,0.6153559676195419,RGS20,0.6046123191058512,PGAM1A,0.7098986771135611,ZNRF2,0.5385564386606232,SI:DKEYP-114G9.1,0.6750310168981726,FHDC3,0.6239892116643597
27,TNS3.2,0.7299499171138396,CYR61L2,1.1980887670593532,FTR82,1.1284343554399725,VENT,0.9451174795352187,CU655961.2,0.5284972465465724,DUT,0.6213256476271664,SI:CH211-272F15.5,0.6552315108583358,AMOTL2A,0.661294259660553,ZGC:163040,0.6453316192249186,NCOA7,0.7789021487301597,SI:CH73-275M14.1,0.5993234902972695,RPS27.2,0.5941210145802129,ZGC:91910,0.7085376439282719,TARS2,0.5353748189973475,THY1,0.6739043773905579,ANKRD12,0.6216242502756831
28,BMP2B,0.7204029663411207,PCNT,1.1832028232101712,ZGC:153911,1.1122032617360793,DRL,0.9259073570192696,PCXA,0.5274526435468757,ZNF1136,0.6208409661176189,RPL23,0.6527735098686512,DACT2,0.64580467876842,SI:DKEY-6D5.4,0.6290606332631689,LAMC1,0.7776737057169745,SI:CH211-113A14.16,0.5896737422263738,GADD45AA,0.5909394220404384,SI:DKEY-16M19.4,0.7081648176792465,TDRD7A,0.5312651193480229,SPAW,0.6733519282906004,SI:RP71-45K5.2,0.6150056670956585
29,KRCP,0.7157475943376492,SETD2,1.1610286194753188,KLF17,1.103704057448506,SI:DKEY-261J4.5,0.9066302572459516,FHDC3,0.518224788231296,SI:DKEY-269O24.6,0.6168336802626568,GTF2H5,0.6519984266869834,GRA,0.640049736826886,SI:ZFOS-44A5.1,0.6270964898929751,RNF220B,0.7666343175945034,SI:DKEY-13M3.1,0.5800949044334607,SI:DKEY-117J14.6,0.5516317198967162,SI:CH211-105D18.7,0.7079209380321435,KLF17,0.5275423156728074,ZNF999,0.6730327309912566,RRBP1B,0.6129957370284346
