,Module 0,Weights 0,Module 1,Weights 1,Module 2,Weights 2,Module 3,Weights 3,Module 4,Weights 4,Module 5,Weights 5,Module 6,Weights 6,Module 7,Weights 7,Module 8,Weights 8,Module 9,Weights 9,Module 10,Weights 10,Module 11,Weights 11,Module 12,Weights 12,Module 13,Weights 13,Module 14,Weights 14,Module 15,Weights 15,Module 16,Weights 16,Module 17,Weights 17,Module 18,Weights 18,Module 19,Weights 19
0,SPAW,0.7833563704439993,LYRM1,2.526826944743582,EVPLA,1.313486381739332,TA,2.3958700813670974,EGLN3,1.2970556142052478,SI:CH211-242H13.4,1.413357014685943,SI:DKEYP-3B12.7,1.0689608140549,CHD,1.6566145363865428,ENSDART00000172356,1.0895166918779584,NCKAP5L,0.5732153219730725,SI:DKEY-261M9.17,1.4515053732473742,PHLDA3,1.4203472337170582,BZW1A,1.1559461804239048,FTH1B,0.6969908153726315,NANOS3,1.5558044078723565,HSP90AA1.2,1.7690055184715534,FGF17,0.8719283758028995,SI:CH211-139K8.4,1.1728582061710424,SI:DKEY-28A3.2,1.1583814423657766,BMP4,1.3497362637415964
1,SI:DKEY-1D7.3,0.6995403603404018,MYO3A,2.272033463797701,FA2H,1.1885905947290523,EVE1,2.087609062134137,DDIT4,1.1366027300702217,RNASEP_NUC,0.9525323906764481,SI:DKEYP-3B12.6,0.993106139470699,FOXD3,1.3978676411644675,SI:DKEYP-3B12.10,1.0263604557424246,FUT9B,0.5629682710660686,HIST2H3C,1.1854227715270131,MDM2,1.1796065384728454,GDF3,1.1467500928210594,SI:CH211-235I11.3,0.670780093801721,DND1,1.4062090675427137,HSP70.3,1.1526264588507567,CEBPB,0.8173051221031854,SI:DKEY-188C14.4,1.111315010068846,SYNGAP1A,1.1371777020862015,SZL,1.2655019244183539
2,SLC7A8A,0.6383231444234435,RAPGEF6,2.2277398993403166,FTR83,1.1740357662174186,WNT11,1.9956716893978472,BX324155.1,0.7762639169968875,SI:DKEY-48G21.5,0.9032440267874268,KIAA0101,0.8545057812048147,ADMP,1.3163116102652495,ZGC:113984,0.980276997560287,SPAW,0.5532152703347386,SI:CH211-113A14.10,1.1553918772208658,SI:CH211-260E23.9,1.1149368475273553,P4HB,1.0596595878119373,TELO2,0.6672500896323362,TDRD7A,1.3821002726228089,HSP70.1,0.8017261996510416,NEURL1AB,0.813530935231982,EFNB2A,1.015651385574377,BX546500.1,1.0817991547676706,GATA2A,1.262026798327463
3,AFP4,0.6381203834426464,CABZ01084942.1,2.1805929189560485,KRT92,1.1698520534818675,CDX4,1.8592246634122647,BX901974.1,0.764722664379664,SI:DKEY-234I14.20,0.8979862760030686,OTUD4,0.7991336803758696,ZIC3,1.1348648333789941,ZGC:158463,0.9769371823283199,CLIC3,0.5281978164258672,ENSDART00000129497,1.0566718160109927,APLNRB,1.059655640107299,RHEBL1,1.0368824803976584,SRRD,0.6348016284710916,ACTL7A,1.3050041636866851,CABZ01080568.1,0.795240540430093,CLDNB,0.7750220420628715,PRDM14,1.0105641933151417,PLECA,0.9924983970972742,APOC1,1.126193058102595
4,SI:DKEY-238D18.15,0.6344001828035652,SI:CH73-195I19.3,2.175918361316049,EPS8L1,1.1669148028725675,ZNF703,1.814799910195632,GBGT1L4,0.744841780210972,PGAM1A,0.8572299211014754,SI:CH211-113A14.10,0.7800932988477522,FOXB1A,0.9366732598018617,SI:CH1073-159D7.7,0.9495744037940348,STYK1,0.5268006166094242,SI:DKEY-23A13.15,1.0337496983339967,FOXO3B,1.043379873905358,FAM78BB,0.9816481261499069,FBXO30A,0.626947475418493,DDX4,1.0940298641155548,HSP70.2,0.7526762923608735,KRT18,0.7687222316121959,LHX5,0.9274281958483073,JAG1B,0.9891107224936897,FOXI1,1.0974665771612762
5,NFYC,0.6249338659068211,AGRP2,2.1362091587700474,SVOPL,1.16571970265567,AXIN2,1.5964421553448855,BX005448.2,0.6841729160076132,CPN1,0.8004689992077946,HSP90AB1,0.7792387092574582,ZEB1A,0.9010717410639626,SI:DKEYP-3B12.12,0.9319618983445003,GNA15.1,0.5208606211191207,ZGC:153405,0.9250937479994402,CTSH,1.027246626756053,MKRN4,0.9281896087218088,KIF18A,0.6147852821230815,CA15B,1.0868208509389847,HSPA4A,0.7136803437673502,SI:DKEY-157L19.2,0.7673092124726437,FZD7A,0.9164022835065482,NRXN1B,0.9784712800179759,BMP7A,0.979566358555499
6,ACO2,0.6152285870476308,ANO9A,1.9418879560404048,GADD45BA,1.1598502787702025,SP5A,1.5811967649132141,SI:CH1073-190K2.1,0.6701703941043767,SI:CH1073-190K2.1,0.7956553895591929,CLIP4,0.7681315807055653,FOXD5,0.8747470959547938,SI:CH211-113A14.16,0.9267540689931816,MTP,0.5113119217531004,SI:CH211-113A14.24,0.9232371553200248,RBL2,0.9903779027147207,SKP2,0.9197469616637578,TSG101A,0.612534901198992,GRA,0.9682884243962695,ZGC:77112,0.619413101404862,ABCA1B,0.7645292943480134,PCDH18B,0.8783283724219726,HSD17B2,0.9743791991919067,PRKAR1AA,0.9641204442159399
7,PNP4A,0.586025697537317,ZGC:171775,1.9161092379412403,ZNF185,1.1478168054399098,TPBGA,1.497398889725927,ZNF1063,0.666789703663841,SI:DKEYP-55H4.2,0.7357304242543693,SI:DKEY-23A13.4,0.757005633729342,PRICKLE1A,0.8741383492921858,SI:DKEY-108K21.21,0.9262089268328332,PLECA,0.5072528317392716,ZGC:165555,0.9029816616956114,SESN3,0.9364064766119959,NCALDA,0.9161094519082377,SLC9A8,0.6110314044670201,RGS14A,0.9624029562427744,SI:DKEY-11O15.10,0.6169475313130294,STARD14,0.7590782524197413,LAMA1,0.8711009945952211,CAMSAP2A,0.9494782497918473,CLUHA,0.8968939864984447
8,NR0B2A,0.5848958654357841,TOP1,1.8809257390589422,CYT1L,1.142852611380551,MSX1B,1.4613899028236472,SI:DKEY-199M13.4,0.6502379845762339,EIF5,0.7174783089456243,SI:CH211-113A14.16,0.7566065717957523,SESN3,0.8392912527325863,ZGC:171759,0.878777212332473,SI:CH211-191I18.4,0.5046865985581717,SI:CH211-113A14.15,0.8186317893847436,BCL2L14,0.9357910715825252,PPIB,0.9137684572415495,WDTC1,0.6017075336084777,ICE1,0.8056075297370221,MYCN,0.6139369662455765,GADD45BB,0.7470269021516813,SOX2,0.8677101023587919,CPE,0.9493101009941299,CBFA2T2,0.8822301024816708
9,ZNF1136,0.5848826460903759,DIABLOA,1.8302833631012487,CYT1,1.1321290847764152,MIXL1,1.4033980708614222,BX324179.3,0.6410334588737395,CR388042.3,0.7126681322467786,PRKRIP1,0.7451952725864299,NOTO,0.8217266504250863,SI:DKEY-47K16.4,0.8778495400837133,GADD45BB,0.5045594957777315,SI:DKEY-261M9.15,0.8144675790130259,TP53INP1,0.8881061041978036,SI:DKEY-6D5.4,0.9082429055461091,RAB3IL1,0.5989652804218273,BTG4,0.7381107524841709,SI:DKEY-146C18.5,0.5936373309941199,CLDNE,0.743802234523014,MIDN,0.8487732835326812,HS3ST3B1B,0.9431641186010054,PCM1,0.8794856025136994
10,BX640584.2,0.5846241802043664,FNIP1,1.8250818075321456,KRT5,1.1268358881690401,GBX1,1.303509249468429,ZGC:173702,0.6386324877367959,ZNF1125,0.693954816937204,RPL35,0.7283592532743397,GSC,0.8161081450789688,CNIH4,0.8768486430392727,ELOVL1A,0.4957836356944414,SI:DKEY-108K21.14,0.8096639173651906,CASP8,0.8865284413537521,BIRC5B,0.9014794683981446,SI:CH211-117I10.10,0.5982323083234818,KLF2B,0.7312985164622956,KAZALD2,0.5913399260350409,ZGC:101000,0.7419747423210401,ADD3B,0.81009403620456,SI:DKEY-186O21.1,0.9350828184448927,TFAP2C,0.8308952172667857
11,ZNF999,0.584025617517908,NME2A,1.752846667383155,ZGC:193505,1.1122710050036637,ZNF503,1.248964370079257,NDRG3B,0.6105615717978021,VGLL4L,0.6924010032420248,SI:DKEY-153M14.1,0.7253557867754274,FZD8A,0.8068434955087371,SI:CH73-36P18.2,0.8517067369004038,SLC3A2B,0.49477608661954225,TRIM105,0.741766703696828,ZGC:64022,0.8329643304289907,RBM4.3,0.8734696965967419,METTL22,0.5774728086478957,BOKB,0.727633555808313,TAOK3A,0.5840981006187647,MID1IP1A,0.715777665834817,OTX1A,0.7939187652989917,CNNM1,0.9294851217785769,VED,0.8140519727885216
12,SI:DKEYP-114G9.1,0.5820559373469365,HNRNPA0B,1.7124174554474707,KRT4,1.1073969403067645,IM:7138239,1.1829585531509665,ZNF1125,0.6073413958152855,EPCAM,0.6907891461613309,RPL27,0.7066042733703473,CDH2,0.758602474826879,OTUD4,0.8495087776342658,ADGRL2A,0.49111483328789307,HIST1H4D,0.7318445797344629,SESN1,0.8329055461069393,SI:CH73-1A9.3,0.8609396163509543,SI:DKEY-93M18.3,0.5773367696632383,OTX1B,0.726436784375285,SERPINH1B,0.581587905118402,LYE,0.7071982128042203,TIAM1B,0.7567679271100176,KCNK4,0.9071793870490439,DUSP6,0.8024851094856466
13,SI:DKEY-47K16.4,0.5811741657711504,GPRC5BB,1.711769275219982,B3GNT5A,1.1072970118947199,APOC1,1.1673341285069239,DNMT3BB.1,0.6057858958695116,CLDND,0.6897718293212357,SI:DKEY-261M9.15,0.7023219131557489,IER2,0.7319749044708495,SI:DKEY-97L11.1,0.8420681132832111,MAL,0.4910083624969463,SI:DKEY-261M9.11,0.7255373091882121,CDKN1A,0.8158532481031529,TSR2,0.8527970441898306,ZGC:113425,0.5767053349470387,SI:DKEY-11O15.10,0.7207248557936637,KIF18A,0.569415751494549,CHD,0.6921208298803501,PKDCCB,0.7509736601093947,GBP3,0.8816866640333965,UBR5,0.7871775708007217
14,KRCP,0.5808282404661176,ZGC:173587,1.7005971838505132,TRIM25L,1.106571216069537,DLD,1.1486111390975173,BX511215.1,0.5969662552406317,PPIB,0.6855555082676945,RPL39,0.6900348829048644,NET1,0.7216548852469625,SI:CH211-195B11.4,0.8381571992563523,SLBP2,0.4895416310492603,SI:CH1073-159D7.7,0.7196640284170862,EXO5,0.750059583231128,SI:DKEY-16M19.4,0.8475899099399766,FGF17,0.5766353563856659,SKA2,0.7095597418206349,HSP70L,0.5645217106256605,TUBA8L2,0.6868248869288242,FGFR4,0.7508835298876668,SI:CH211-171H4.5,0.8787349339481919,HER7,0.7797474517894399
15,SI:DKEY-7J22.4,0.5730773627986546,PON1,1.4648077024944322,KRT97,1.084249178798125,SP5L,1.096962686658213,MCL1B,0.5852764545288245,SI:DKEY-13M3.1,0.670978317438559,LYRM2,0.6890831981983505,DACT2,0.7201779449910386,SI:DKEY-188I13.8,0.8377742522252682,PERP,0.4820911862587352,GBGT1L4,0.7036356669270093,SLC4A2A,0.7443072391745028,SI:DKEY-15H14.4,0.8436086431522785,SI:DKEYP-117H8.4,0.5529510226847971,TRIM35-29,0.6770594879513853,SI:DKEY-163F14.5,0.5540200448871114,SI:CH211-125O16.4,0.6820098186375465,SLC38A5B,0.7479878884068198,GRB7,0.8775210533504826,INSM1B,0.771471936384745
16,SI:CH211-271G18.4,0.5693270393817651,KLHL22,1.414143375685035,CLDN23,1.0696926312314976,NHSL1B,1.090511122891538,PGAM1A,0.5822679378917945,ZGC:173742,0.6698911296047896,SI:DKEY-108K21.27,0.688013851549654,TIAM1B,0.7191201038798001,SI:DKEY-153M14.1,0.8066964757284977,BX569789.3,0.48117509185844737,BX324216.1,0.6232954222698885,IGF2A,0.7077361201731562,RAB34B,0.806197183967189,TARS2,0.5515059805700635,WDR62,0.6709728431264823,PCXA,0.5528265073016077,ALOX5B.3,0.6790492123082019,CERS2B,0.7396633626979241,BAALC,0.8569870971860996,PALLD,0.7703453394166496
17,ASB11,0.5686465461027249,CABZ01001464.1,1.356511724252134,SI:DKEYP-67A8.4,1.061637813342257,ZIC2A,1.0653380946776119,SI:DKEY-156K2.3,0.5805499406073105,IFI30,0.6589447332922144,RPS17,0.6869598522724613,AMOTL2A,0.7150195039972221,DUPD1,0.8062553025999449,EVPLA,0.47778409048523895,SI:DKEY-146C18.5,0.6103979183139353,SI:DKEY-204L11.1,0.6984833368438241,RAC1A,0.7956607621576295,CECR1A,0.5469844080271299,BMI1B,0.6513859465375008,TULP3,0.5444972054242272,KRT8,0.6758186047236848,SFRP1A,0.7325484910629468,TNFAIP8L2A,0.8472369869316216,BAMBIA,0.7488402419675245
18,CR450785.2,0.5655454304456922,NRXN1B,1.3162034398037523,RABGAP1L2,1.0596127255267331,VED,1.054477070251249,CLDN11B,0.5805076719679866,NUDT4A,0.6556930375286603,SI:DKEY-151G10.6,0.6855498124876385,SLC38A5B,0.711307028623314,SI:CH211-271G18.4,0.805617622260712,MGLL,0.4770749543698985,BX511215.1,0.5880357078159162,SI:CH211-239D6.2,0.6917611569953203,WEE2,0.7914094796024433,KLF17,0.5451563957768115,MYCLB,0.6492660172340219,SI:DKEY-188C14.4,0.543783495119702,SULT6B1,0.6692389331969362,RGCC,0.7230717369432543,NFKBIL1,0.8396547192738762,CRABP2B,0.7449464545540034
19,ZGC:92287,0.559222238600574,SI:CH211-241E1.5,1.3016327119526576,CLDNF,1.0572780140040086,PRICKLE1B,1.046176912190002,RHEBL1,0.5798593295138985,SI:CH73-240M14.2,0.6555434461658518,SI:CH211-272F15.5,0.676523682159244,LRIG3,0.7003630673389966,SI:DKEY-23A13.4,0.7971959841891562,HSD17B14,0.4764003002978877,SI:DKEY-13M3.1,0.5873718574422285,ISG15,0.6832068361404703,PRMT1,0.7706490560581066,PALLD,0.5390988650079435,CHD6,0.6353145476374463,SI:CH211-139K8.4,0.5400680008391441,DEPDC7,0.6547217485289732,IRX7,0.7143912804020766,JAKMIP2,0.8331660456192762,ARID1AB,0.728956557642125
20,SI:DKEY-149M13.4,0.558153121254197,HUWE1,1.264145574917334,STYK1,1.056102510124097,ATP1B3A,1.0411583559187572,EAF2,0.5772719259508337,SI:DKEY-13I19.8,0.6469215279077227,NNR,0.6747689105196856,TDGF1,0.6991360028831574,FP236812.2,0.7892559136250834,KRT4,0.46856182167351496,CA9,0.5738979211331494,SNX11,0.6821000748353635,SRSF1A,0.7651251857913789,B3GNT8,0.5350648155146935,COIL,0.6276736909600531,ZGC:56231,0.540021176480066,FTR82,0.6501847020005052,SI:CH1073-80I24.3,0.7012329136652315,FTR36,0.8312585722533397,KIF20A,0.7161785207586385
21,SI:DKEY-261J4.3,0.5543214383722812,SI:CH211-168H21.2,1.2257023594522136,KRT18,1.0529008986954156,HER1,0.9887169688832287,SI:DKEY-1D7.3,0.5741899623431446,ITSN2B,0.6405498985037925,SLC35A4,0.6725011567906385,RASGEF1BA,0.698374910589917,SI:DKEY-108K21.27,0.7830325821424151,PLEKHF1,0.46566238455909253,SI:CH211-113A14.26,0.570132473151921,E2F7,0.6806604883621032,CDKN1BB,0.7648972552059192,ANKRD16,0.5335230871850754,SEPSECS,0.6186692200130917,UGCG,0.538194771710096,CLDN7B,0.6451259601265099,SP5L,0.6958281164130342,KLHL22,0.8117442282871391,VENT,0.7028942244739107
22,ZNF995,0.551940118620164,ZNF1068,1.219439034247346,CLDNE,1.0512243320501824,HES6,0.9866844229908733,RPAIN,0.5735503752797488,PRKRIP1,0.6348596626558076,SI:CH211-194E1.8,0.668871604927928,CST3,0.6944278378745875,SI:DKEY-108K21.17,0.7815497330894803,KALRNB,0.4643507463524884,P4HB,0.5686307118744186,BCL3,0.6799349440381689,SI:CH211-105D18.7,0.7639271824874133,DUSP4,0.5320672307244638,DAZL,0.6031746206771555,ERCC8,0.5363485777798561,KRT4,0.6395712110602255,CDH2,0.6936493371502656,SI:DKEY-58J15.10,0.8114221420848156,IPO9,0.7001519133947448
