,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
SI:DKEY-153M14.1,0.5129583518332248,0.0,0.1401185877521905,0.0,0.0,0.3617435019001101,0.6263014704591859,0.0,0.8111160344586201,0.17976747236052393,0.21609836282697698,0.03143517585159869,0.12051272486233595,0.24331738658587326,0.1390711366206649,0.043749134879247975,0.0,0.0,0.0,0.0
FXYD6,0.5261694576887154,0.10342488779582888,0.21222566272265397,0.2085939409413545,0.06135451188235908,0.5917565508936646,0.33180803010032733,0.28658656579105246,0.14625126250920736,0.17849586143535504,0.1430129452970272,0.2810089580716877,0.17012162386277177,0.07376154151326335,0.2867414480078267,0.22429326300842264,0.14732407534470898,0.0,0.14970272569577778,0.22294147264998354
ZGC:158463,0.5321485900325829,0.0,0.1520628419516887,0.0,0.0,0.30675783655398925,0.5477973207946105,0.0,0.9624302066111946,0.12238385223921856,0.24123152282498975,0.05450522364890623,0.13350922388186812,0.23148155526815398,0.2142545794562463,0.012647976984475461,0.0,0.0,0.0,0.0
SI:DKEYP-3B12.10,0.34216910360225405,0.0,0.18847177578859334,0.0,0.03195593288341116,0.26730687421276283,0.5036601020833189,0.0,1.0901151392411084,0.0,0.054818203097232045,0.0995961282518754,0.10222587655562819,0.30285502768705364,0.11821136109788882,0.0,0.0,0.0,0.0,0.0
C1QB,0.6169528994328549,0.3873724938029315,0.21866264421640863,0.18503410979962162,0.097366156603062,0.46470136674717943,0.509904614385313,0.1961941667984516,0.21219186789514907,0.1985803087942131,0.2085052085917068,0.11346541314513818,0.022768604068826553,0.0,0.01652613801424944,0.1988873017302171,0.12153137215659253,0.0,0.14793800252637687,0.2539330417396943
SI:DKEY-108K21.12,0.7309748283160522,0.0,0.008140806007385345,0.008232316979390144,0.09106952302192067,0.32372705755529235,0.4393693713442953,0.0,0.5906212739334881,0.022563047271194556,0.49528482126072093,0.12063701458336604,0.01869055361040248,0.17055070810089426,0.0,0.0,0.0,0.0,0.0,0.0
SI:DKEY-16M19.4,0.996719803924589,0.0,0.0,0.06422022288421843,0.0,0.036744857642421636,0.5455302560872151,0.027393788645383034,0.6067004862923678,0.20628042091349996,0.05289000202185502,0.0,0.0,0.0,0.24021116241807478,0.033907701121488304,0.0,0.0,0.0,0.13346458229204863
ARL14,0.4094404624398735,0.20189473236349603,0.08435107902612227,0.3092279704488978,0.3193849846986486,0.17812315322671482,0.41355030330967346,0.5436892914816656,0.08213451056732807,0.23557351448338082,0.07153547300120047,0.0899384416191686,0.1948532231429905,0.0033616292836514522,0.19554659786814763,0.25828812564018233,0.1109465155961806,0.16206434210724624,0.14218344246179512,0.47010676511887417
OTUD4,0.6952546196488314,0.0,0.19536447410267424,0.0,0.0,0.40813281137846164,0.6998678276521358,0.0,0.8464397769067884,0.08665410743598888,0.27141480002000684,0.04775755382457212,0.0,0.32707211735496367,0.22718890370356848,0.1653266765498407,0.0,0.0,0.0,0.0
RAB34B,0.9127524534801951,0.0,0.3789156006464554,0.36155980305228425,0.0,0.32684685849285333,0.0,0.0,0.4154896020466957,0.12676251006799297,0.343489675398011,0.03565346902773218,0.0,0.11041281798025555,0.16192291829511932,0.01075408624921356,0.0,0.0,0.0,0.0
SI:CH211-267E7.11,0.8904812332335167,0.0,0.3452956683877275,0.5029733578540733,0.0,0.26843351558132,0.06687467096857301,0.0,0.542721929629671,0.15998920632154548,0.2606479479032175,0.1377761525335346,0.0,0.02974492523785619,0.2235493267190344,0.048186025606924726,0.0,0.0,0.0,0.0
SI:CH211-130H14.6,0.7952729260136391,0.0,0.08681920225491718,0.028447052029414468,0.0,0.23284113537744774,0.2945418302451575,0.12034116450633238,0.4686548733239899,0.20689281924317754,0.26518988888616035,0.07546863738654398,0.11437449875985906,0.24592342824605481,0.2972812118796818,0.042512767458787924,0.0,0.0,0.0,0.00753000618764416
SI:CH211-195B11.4,0.8259541427323852,0.0,0.15719622499968164,0.0,0.0,0.1730561103610343,0.21925283601057516,0.07917040546884231,0.7099534339986668,0.3810997523729087,0.12598151736496077,0.06075662130123317,0.0,0.18938184488503979,0.3150609135544764,0.12463037888883621,0.0,0.0,0.0,0.046255105939794317
