,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
SI:DKEY-153M14.1,0.0,0.0,0.11795007925350598,0.0,0.24627982438515011,0.5667228251964245,0.7153454884784667,0.0,0.5142943822120013,0.0,0.40941498592300696,0.09332306837479021,0.4000157096148695,0.27413633097142553,0.2507563234932745,0.0
FXYD6,0.0,0.2928989351792045,0.22733543320167596,0.10483751106353985,0.24829829237023765,0.5426998464411383,0.3010180821232796,0.022857346797458676,0.4193561908351662,0.10787468967924378,0.28095751267605446,0.2629896083604422,0.597910605573056,0.08324614434254336,0.4052651467855398,0.053758004287679774
ZGC:158463,0.0,0.0,0.10595450424262988,0.011107718323482037,0.21009248547284437,0.5975329257311227,0.6420614040735176,0.0,0.6427113369137761,0.0,0.4689712761438615,0.1320225882458963,0.3334434390455773,0.2604877854562918,0.3278062804498391,0.0
SI:DKEYP-3B12.10,0.0,0.0,0.14018470221184623,0.0,0.0540870696402341,0.6432078592666551,0.6233996170152626,0.0,0.6618032533373188,0.0,0.27244547282153664,0.1885935841121485,0.1666111902919023,0.34592527353472186,0.20552080461596195,0.07401123101371712
C1QB,0.20649595299862558,0.4244671992141508,0.24688458821928572,0.24037452360533712,0.24350251137542656,0.37914521397545903,0.5161492895490571,0.1517640630253566,0.2985617611802084,0.06870022894681549,0.2502912959362608,0.12593526192672777,0.6224432080934466,0.004139889653796776,0.15405996735881955,0.029915003245515694
SI:DKEY-108K21.12,0.0,0.0,0.0,0.056548985018227214,0.08690960662844129,0.41721737128504904,0.47740431506018166,0.033165890114513034,0.4266239130160624,0.0,0.6894784402488328,0.1840179763204259,0.5880233566705241,0.2095625553482282,0.03249149721008581,0.03211791108348635
SI:DKEY-16M19.4,0.0,0.0,0.0,0.14170002152652425,0.2601343962572198,0.15463338372979296,0.5507868468415374,0.0,0.7766521560504429,0.0,0.21812980768430248,0.05931729585309894,0.6852162310213961,0.0,0.4772666634851178,0.0
ARL14,0.07886123996535598,0.482066174748998,0.09982184800800083,0.17249048314708632,0.33361883904831524,0.12763865040582928,0.38225517619609395,0.22735513891859876,0.5401991271350274,0.11320254272794025,0.1857681084687521,0.0821424913970743,0.4881696014562504,0.0,0.35406878000313013,0.24424872443211487
OTUD4,0.0,0.0,0.24236854534536376,0.05816633783312496,0.10181350545670803,0.606613133509156,0.8575632553519937,0.0,0.46408452773152603,0.0,0.4570853906902596,0.13214081381465892,0.5093277401556011,0.3743202824664051,0.4012614199706036,0.0
RAB34B,0.0,0.0,0.3132157154566478,0.38800504879474357,0.1709385279671417,0.3939424453007947,0.03974292486205917,0.0,0.4054328099866103,0.0,0.5038552049478887,0.09814151398745954,0.6492299282739634,0.15358083290267455,0.3294254463839685,0.0
