,Module 0,Weights 0,Module 1,Weights 1,Module 2,Weights 2,Module 3,Weights 3,Module 4,Weights 4,Module 5,Weights 5,Module 6,Weights 6,Module 7,Weights 7
15,FAM78BB,0.9002402278764794,HUWE1,1.4778239354926892,ZGC:193505,1.2699903959922405,NHSL1B,1.0643270074145967,SI:RP71-45K5.2,0.8880711816669125,HSD17B2,0.9200829260728131,KIAA0101,0.9617948129979517,PFKFB4B,0.7136045606192338
16,BIRC5B,0.8996818684259172,KLHL22,1.3676890544216325,FTR83,1.2516704979995472,ATP1B3A,1.0541331985068725,FHDC3,0.8722047842451967,SI:CH211-178N15.1,0.9136164117580677,RPL12,0.9605635344433603,PKDCCB,0.7134956031892737
17,RAC1A,0.8973774314485276,NRXN1B,1.3557316432897422,KLF17,1.2505977690915226,PRICKLE1B,1.0143847429138104,NEK2,0.8317763524360964,SI:DKEY-58J15.10,0.9115691587242608,STM,0.9589398652928272,PCDH1B,0.7127540814585318
18,BX324155.1,0.8922733596209586,PON1,1.340077789993073,FA2H,1.2404986312119124,HES6,1.008970005344044,SI:DKEY-163F14.5,0.8235348915574936,PARP6A,0.8868953299611947,SI:DKEY-234I14.20,0.9554865421225909,OTX1A,0.7092609921875848
19,DDX17,0.8843666919809624,CABZ01001464.1,1.3236265850660913,EVPLA,1.2313919306173646,APOC1,1.0083450510181922,ANKRD12,0.8192266223134081,NCOA7,0.8866745092653402,SI:CH211-194E1.8,0.9535983669549952,CX43.4,0.7090138707039988
20,WEE2,0.8788889763622453,CPE,1.3108066429497203,SI:DKEYP-67A8.4,1.2237825540745202,HER1,1.000207520971826,ZGC:56231,0.8129494368395987,BX546500.1,0.8806067075567404,SI:CH211-113A14.16,0.9534680239122397,ZGC:163040,0.7041174509449551
21,SI:DKEY-221L21.2,0.8716869977192915,CYR61L2,1.2698006822035035,FUT9B,1.2142184081013054,SP5L,0.9810007636602008,LPCAT4,0.8066562383289985,RNF213,0.8777704282816122,SI:DKEY-261M9.17,0.9476644401220762,SI:CH1073-80I24.3,0.7031076402894939
22,ADGRE10,0.8711806923014715,SETD2,1.221826401813344,MGLL,1.2136541554693787,VED,0.9737303391690886,RPAIN,0.8035792881057469,RYR1A,0.869420739214067,U1,0.9454108969514989,TCF7L1A,0.7029727817981494
23,SI:DKEY-1D7.3,0.8709264557964148,MLXIP,1.2125395204633944,GRHL3,1.2045081209298245,MSX3,0.950051753520581,BOKB,0.7994953766614089,PDLIM5A,0.8621951425377371,SI:DKEYP-3B12.10,0.942185743617342,H2AFX,0.6912530812325617
24,ZGC:91910,0.8705783759887953,SI:CH211-241E1.5,1.2100703989486397,CLDNB,1.1939305992251645,LEF1,0.9437499460073941,MAP7,0.7944759763208263,JAKMIP2,0.855613192213498,CLIP4,0.9316553656050193,KIF26AB,0.6890111175101965
25,SUPT4H1,0.8702465168314385,SI:CH73-46J18.5,1.2051659082656434,FTR82,1.1922245215140717,ARL4AB,0.9331734040338611,CNOT4B,0.7791077193353043,ZNF644B,0.8553002862684805,CDKN1BB,0.9310242698337793,ADD3B,0.6881086522813681
26,ZNF986,0.8686537018906306,ZNF1068,1.194945364354951,PLEKHF1,1.1691421432270697,LAMB1A,0.8994787231015081,ZGC:77112,0.7732359021837004,CSF1RB,0.8538891918228885,SI:CH211-113A14.10,0.9188593505894607,ZNF319,0.6870804927247279
27,THY1,0.8671268802680168,ZNF1057,1.1878295970242108,ZGC:153911,1.1640586647891142,WNT8A,0.895902709155807,PGK1,0.7718128325782553,CAMSAP2A,0.850979654840417,SI:CH1073-190K2.1,0.9139752859419814,CDH2,0.686519776443963
28,PRMT1,0.8636903462384068,CHD7,1.1795217081167402,CYT1L,1.1583325846173582,SI:CH211-279M15.1,0.893397380154721,GRA,0.767975654102342,KLHL22,0.8468345937291797,SI:CH211-7C8.2,0.9075835116156862,FSCN1A,0.6807346721924382
29,SKP2,0.85610029864819,POLR2A,1.1793939921554701,PERP,1.1462015081623567,SZL,0.8919913142717231,MKNK2A,0.7633418333717125,BAALC,0.8447943642298635,SI:CH1073-159D7.7,0.9072143375269035,ALCAMB,0.6778753163034775
