,0,1,2,3,4,5,6,7,8,9
SI:DKEY-153M14.1,0.4467050154195684,0.0,0.15782519769622194,0.06490933829911898,0.0,0.0,0.9765502352404852,0.2315672029570459,0.4370216405556084,0.09485953623099384
FXYD6,0.5960628825436866,0.24607884062847313,0.2195161917375199,0.17824848520352324,0.07597980146562873,0.16885598154152937,0.7188561336705451,0.17190302234807367,0.30315137247772717,0.22959487292996003
ZGC:158463,0.463939778938948,0.0,0.12046879542248752,0.11577962484428284,0.0,0.0,0.9028632450638899,0.2989724131282146,0.5447969421633362,0.12798764719084324
SI:DKEYP-3B12.10,0.2527981989222621,0.0,0.14298288445184013,0.08658919000197243,0.037686618768906145,0.0,0.8513579452841294,0.19787485598790616,0.5999237249896261,0.17069664238401533
C1QB,0.4749838146173939,0.482745562717558,0.24501057002116353,0.2212669528444558,0.05240239415393822,0.10130735803697491,0.8627890971611001,0.10489168297297913,0.30067167177814286,0.1332276566336183
SI:DKEY-108K21.12,0.2725165849626659,0.0,0.0,0.12382025961529727,0.03602954863750294,0.0,0.9522039272038634,0.4203988123759176,0.35256949335173443,0.18054207714415207
SI:DKEY-16M19.4,0.6952524121551052,0.0,0.0,0.26344545569837363,0.0,0.0,0.6171919717138541,0.06474805490797979,0.6796076937930439,0.08422088160994792
ARL14,0.5528614171104872,0.4997195781023668,0.1618270954144207,0.2427808990975371,0.25304416034874144,0.027452490967396794,0.4497177693867215,0.19725975952118346,0.49718793413875145,0.11200258952952466
OTUD4,0.47108288791869624,0.0,0.23821427417289673,0.1437344904897253,0.0,0.0,1.1480986278628906,0.3062536037161525,0.41081052652377525,0.1187601095749548
RAB34B,0.6081399711730332,0.0,0.25085228816859584,0.4834896642674805,0.0,0.0,0.5965069599164555,0.29374351056088255,0.2532808315662338,0.08334245758807277
SI:CH211-267E7.11,0.6442491528500842,0.0,0.2230226428956057,0.6385671041620805,0.0,0.0,0.5543413216666896,0.2502963990659065,0.36707820715079603,0.19021516122313617
SI:CH211-130H14.6,0.6848438547568948,0.0,0.041873296404429855,0.13942155873839251,0.0,0.0,0.5425894183274587,0.2975618377484271,0.5298893088550503,0.11074139746640564
SI:CH211-195B11.4,0.7554475818453038,0.0,0.1602842249929914,0.17433185678362867,0.0,0.0,0.4599665517571861,0.26675934846857224,0.6322449683270802,0.1692324662737144
SI:DKEY-261M9.17,0.21940931065097763,0.0,0.09696984148526744,0.049368027461832664,0.0,0.0,0.8280598799929805,1.1869370205378071,0.07448026154591172,0.1792708208293604
CR450785.2,0.9107725318675918,0.0,0.009245412383201155,0.05999825651464814,0.0,0.0,0.3833343563706372,0.42544411192800285,0.2680663618053058,0.11996254514490451
CFD,0.5790386096064621,0.7082369313602538,0.0,0.22626604307345016,0.24789003074731464,0.028059965043252557,0.38833381351934965,0.14400249677892152,0.44871758821919516,0.06077601432401445
