,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
SI:DKEY-153M14.1,0.021106624710758196,0.0,0.14561531605432723,0.0,0.28068786992128053,0.39108832095726465,0.7087626216058123,0.0,0.7841343453370403,0.0,0.21538136665187396,0.05670154527642541,0.42219788704067085,0.27993310189665255,0.12189962323924114,0.0,0.0,0.0
FXYD6,0.0,0.21314089023371896,0.2712395291890752,0.175991725524235,0.4106511342663963,0.6225274928767714,0.2984101746296892,0.017833706248528175,0.311815292494192,0.10597833342971216,0.1865550022263384,0.26591165363178376,0.4901998937546467,0.06548935247743051,0.15831707699877426,0.056169039667273976,0.2921808791915753,0.10089423417727683
ZGC:158463,0.0076577039836332765,0.0,0.11741925177989015,0.0,0.3159489098753079,0.3278491300186644,0.6405876629800917,0.0,0.9727074231767461,0.0,0.2453020309452901,0.0801819313560345,0.41213024493757705,0.2475318496337342,0.13016835140418642,0.0,0.0,0.0
SI:DKEYP-3B12.10,0.03527495021075909,0.0,0.11141004611448922,0.0,0.11529385917291601,0.2649561652203208,0.6081231003249613,0.0,1.067663574101011,0.0,0.048228693216628614,0.12468549778523987,0.2848148336870747,0.3202528007450895,0.07582487976067269,0.03614240611534864,0.0,0.0
C1QB,0.18192928991791252,0.3969661526255802,0.3030417179188682,0.19584080592167352,0.22646781467558996,0.5007070958449615,0.4863200501787643,0.09572275144770129,0.23406495443932382,0.12210000166713914,0.19205747367314133,0.10747598237937026,0.5874279755365605,0.02372079948598815,0.055076246103429705,0.0911202069737067,0.2286277874374491,0.08181120483983763
SI:DKEY-108K21.12,0.0,0.0,0.0,0.0,0.03782927501911615,0.349991022415283,0.4467616385639843,0.02515897771126673,0.6896638624098265,0.0,0.485790290686438,0.12282745675594224,0.6681454613806594,0.21531267753894023,0.033600071043589676,0.09183932923537014,0.0,0.0
SI:DKEY-16M19.4,0.0034004426892457963,0.0,0.0,0.10833460283123525,0.565898973642283,0.12950947437852892,0.5798370128842495,0.0,0.6157819616079843,0.0,0.06185533026875621,0.0,0.8092660684648375,0.0,0.00747690308764193,0.0,0.19841296334327113,0.0
ARL14,0.09316447271702788,0.3705808207926292,0.17209357731713973,0.2539023467590076,0.40541165720774597,0.22444259216563242,0.38627244643527486,0.2549305527178225,0.20105054525993693,0.12023072578277418,0.08953264981668428,0.08416538778431316,0.4306471504143339,0.01015946608350003,0.21210137059041226,0.28123560204029957,0.4625511814219416,0.08495602696431881
OTUD4,0.02573439783573732,0.0,0.22443773102173542,0.0,0.3208179503066631,0.43037953455234546,0.7923230764595011,0.0,0.8402705519850477,0.0,0.2788405188519894,0.056016906183450864,0.6086667191876076,0.32929870154720675,0.0,0.0,0.0,0.0
RAB34B,0.0,0.0,0.32239415631367896,0.3447783370924926,0.3244740252830021,0.3401112032951737,0.0059509260263617405,0.0,0.601581669108764,0.0,0.3485527459495909,0.017304719148743052,0.786115502033608,0.13162069511093014,0.0,0.0,0.0,0.0
SI:CH211-267E7.11,0.0,0.0,0.3085495785118997,0.48251659206048797,0.41399111347243894,0.28434909482468945,0.08366197180205127,0.0,0.7359031898095094,0.0,0.26123101724136255,0.1296777730714834,0.725232829110239,0.03766073382942092,0.002013913697069207,0.0,0.0,0.0
SI:CH211-130H14.6,0.0,0.0,0.054083523472331016,0.05692909081557755,0.4800587158990152,0.28204254625545533,0.29576579355803145,0.0,0.5756312282390644,0.0,0.3001429664497072,0.07912953168044363,0.5715095724032322,0.22674274597973595,0.15290574328727793,0.0,0.22732999838384083,0.0
SI:CH211-195B11.4,0.030528502965741278,0.0,0.1883565326543259,0.009457598610983472,0.6327670121823381,0.22268592784194302,0.26328065695482633,0.0,0.7811240380742035,0.0,0.12589616889831487,0.08125723127950592,0.6235444235265025,0.2196150876522142,0.0,0.0,0.17008881483453464,0.0
SI:DKEY-261M9.17,0.0,0.0,0.06493357007749198,0.0,0.1476270909230911,0.0,0.5003927522547168,0.0,0.5757461711294584,0.0,1.4993359731410956,0.05389271935624387,0.5798503530894498,0.18712244047643464,0.0,0.010444207413628288,0.0,0.0
CR450785.2,0.10603230716888846,0.0,0.03136995694320181,0.0,0.750543870468222,0.2071201023900157,0.2384624307020077,0.0,0.505987232119049,0.0,0.4145255593753263,0.019955362004418477,0.5313880435019355,0.022938196929301907,0.18928431241227653,0.0,0.0,0.0
CFD,0.1763332264581829,0.6430314744682927,0.04177991556049565,0.24262588965378337,0.4195669129415366,0.2546622087761611,0.2745915277818601,0.016032139914428794,0.15991692394052842,0.07508378103640599,0.2183520658771863,0.03896281280730946,0.3843566958970822,0.04498129990274231,0.1344526536621499,0.2613202195159519,0.4918179449116307,0.0
BX640584.2,0.04469489113152175,0.0,0.0,0.0,0.6643107699978278,0.39759707749308587,0.0,0.0,0.4934889708591374,0.0,0.19036512957819857,0.10088266321058419,0.6788750321302356,0.07679561357834208,0.19464477730143595,0.004235205341227608,0.0,0.0
SI:CH1073-418F12.2,0.0,0.0,0.0,0.0035920104563059354,0.516866670147779,0.31160149363118733,0.08649412414982179,0.0,0.542949626574728,0.0,0.12681524539385114,0.1623350897912711,0.6114306585027369,0.3720700220422324,0.14377447501506907,0.0,0.0,0.0
SI:CH1073-159D7.7,0.30498362230088916,0.0,0.09266323432184886,0.030083240394528993,0.12504657905002414,0.20353692477755983,0.6465303895342185,0.11077745365549843,0.9564009661990172,0.1926978597969148,0.7344441645070386,0.03589165081569495,0.3335033404317104,0.23602627060236123,0.1297578904284938,0.08117644125871683,0.0,0.1287323964124443
DUT,0.0,0.0,0.21927759914162898,0.026109094687139428,0.48432598147573686,0.535249305168194,0.6462735328040423,0.006414177014208916,0.6595505604406984,0.0,0.15250364795768048,0.13043235457032848,0.35317824450349006,0.22922987066214925,0.051222391739256225,0.027863441920261117,0.029366321528955554,0.0
ZNF981,0.0,0.0,0.0,0.2169271637453801,0.5955314925165109,0.3415948690705917,0.2622085095239944,0.0,0.6106931036054114,0.0,0.4472707988189975,0.0,0.11500883670977498,0.0,0.1283429470183234,0.0,0.23736903518122168,0.0
SI:CH211-113A14.16,0.13200380734370806,0.0,0.0,0.028114404382971334,0.27301259149640156,0.16077860829197355,0.743285461564796,0.017633353320458952,0.885504360742291,0.06117308601501164,0.415728998013181,0.025298587862714928,0.5648305504376588,0.0840616989749455,0.15517111415138712,0.024804039952959846,0.08554094032592507,0.02091869373260928
SI:DKEY-6D5.4,0.0,0.0,0.3109881806596766,0.4551765240306769,0.414836703431243,0.2580308918591806,0.03344353123617617,0.0,0.7210932822750243,0.0,0.2612449173559374,0.11319920284861815,0.8873026538282041,0.030326674098486203,0.0,0.0,0.0,0.0
SI:DKEY-23A13.15,0.049550344308695225,0.13503605727371146,0.0,0.14187885485459642,0.19730758220216327,0.5580573030640767,0.41606502291310965,0.11351075794732998,0.5107692256752615,0.0,1.044351520815214,0.2204356868403818,0.45875607791052936,0.0,0.052484497254142996,0.18436977900211687,0.015456643701783256,0.0
ADGRE10,0.0,0.0,0.1538456527836343,0.0,0.5606751627430063,0.2607480896767382,0.0907388915799851,0.07962999838187645,0.4609724181942839,0.0,0.2900030885849968,0.06874219520101836,0.6852860530460795,0.34674497822224837,0.5946244090481531,0.030631042906585904,0.03161276050008532,0.0
CU655961.2,0.01228584413510524,0.0,0.0618467218686556,0.13540189176955839,0.4317930901295005,0.3324047448224066,0.44532103791644284,0.0,0.4748707304478574,0.0,0.10849025750963588,0.0,0.16100532983890986,0.0,0.561027663719668,0.022788019545160965,0.17042193409011216,0.0
SI:CH211-190K17.31,0.01821434991446167,0.0,0.1037086282600706,0.07709252944923607,0.7824681839164713,0.37440327725477024,0.13868440064884557,0.03216230349499579,0.3759231208002529,0.02850467276949916,0.26653087113573726,0.140161894613814,0.6358648732475435,0.12400337450826472,0.23138761327621582,0.0,0.0,0.0
SI:DKEYP-3B12.8,0.0,0.0,0.010665080709762485,0.03399260995824425,0.18717261435928514,0.3205453948040562,0.4224393918070065,0.0,0.6101261577251645,0.0,0.29532800352485283,0.04530823234306035,0.22881534694830932,0.0,0.20202641819833037,0.0,0.0,0.0
