,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
SI:DKEY-153M14.1,0.0,0.0,0.10363815549131543,0.0,0.20030275235066064,0.42182226681323176,0.6845972810777115,0.0,0.8403856660528474,0.0,0.25160112729858025,0.04716838623710416,0.11543053353017778,0.23573891181025514,0.3762310932111735,0.0,0.0
FXYD6,0.30142010741027314,0.12385331156977927,0.2656090676623943,0.21366569269134414,0.1834344389545025,0.6039365099372497,0.3998611241139217,0.17408959664930407,0.2264258365798634,0.10417639023228359,0.13721928275364384,0.2891148176855851,0.18180948266796268,0.08113853736475418,0.4919107952870219,0.11824375671530879,0.09637807742738488
ZGC:158463,0.0,0.0,0.09235090472418216,0.0,0.14037523512621985,0.3818037616062428,0.5888072327414287,0.0,0.9669437326861489,0.0,0.29407768534799983,0.07330113153386361,0.13645619161868403,0.22624552973413295,0.4607553652959787,0.0,0.0
SI:DKEYP-3B12.10,0.0,0.0,0.0948577508013065,0.0,0.030820086687986758,0.3228328975379721,0.5283397065820141,0.0,1.0835521068981588,0.0,0.11933496526911434,0.11416955155013506,0.09319970689162975,0.2938295157458953,0.26702072736441657,0.0,0.028221777999211897
C1QB,0.33246902607531886,0.3622832775090138,0.27479375715124105,0.25248600683163436,0.22672813529966812,0.5096059267826213,0.635520958174272,0.16824067035878446,0.27888131002003763,0.10197757431653177,0.17729252918517474,0.14855565916282767,0.06286471994154438,0.0,0.312785207808236,0.0971094475348356,0.07562760042425315
SI:DKEY-108K21.12,0.0,0.0,0.0,0.02965045068141422,0.0740024934707084,0.40962556729435046,0.6509923568991228,0.0,0.7122780552304517,0.0,0.48991903280135435,0.1760071582328314,0.09278197176917419,0.17866689863775212,0.29520270575643004,0.0,0.005097920261289408
SI:DKEY-16M19.4,0.19029887993044237,0.0,0.0,0.11173745891596355,0.216873845828114,0.16066979108319332,0.6793044884275823,0.0,0.6752908786503499,0.0,0.04823690655000616,0.015396208892054779,0.00735974826349903,0.0,0.7978811998168552,0.0,0.0
ARL14,0.5851541691065091,0.21852183588690813,0.17233863383858078,0.34981969365390864,0.23405188702866794,0.21185256341682754,0.43207762091167307,0.4657757289522788,0.13973251850765947,0.1138564010643449,0.044776666566871515,0.1038618253708896,0.1729961185465144,0.0,0.3561976088143917,0.1079982706620109,0.3702837230923774
OTUD4,0.0,0.0,0.2161411909177361,0.0,0.11323702165584949,0.4943803254890195,0.7948549894228855,0.0,0.8589978984647021,0.0,0.3042912855827303,0.0752574032333807,0.0,0.31729347390545387,0.5600214467068647,0.0,0.0
RAB34B,0.0,0.0,0.32102161087141556,0.36784053659393623,0.14379868977295945,0.4318102154280071,0.20555744884499988,0.0,0.48251898416057254,0.0,0.3177467536288008,0.09031084974820365,0.05571474124470581,0.129072182918684,0.6964759423569135,0.0,0.0
