,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
SI:DKEY-153M14.1,0.0,0.0,0.1378805631442317,0.0,0.16629675682486766,0.3737494011593563,0.6100846640963435,0.0,0.8389541767505344,0.1731289728044872,0.2248346595649786,0.050598385564407655,0.3479709470263493,0.25254457603896446,0.18409437753720384,0.0,0.0,0.0,0.44361586464727526,0.0
FXYD6,0.2894138292341169,0.19567047702194373,0.24691708768159767,0.17690973698010848,0.32942053024455714,0.611106490225227,0.3292733687507233,0.041287336121028584,0.3585191534539632,0.2378174983512557,0.1855608777172726,0.26359680001858227,0.45431365335429147,0.07192776438451862,0.18513975149256054,0.07308847398089004,0.10523195828552584,0.11789476105715486,0.0,0.028979565948928337
ZGC:158463,0.0,0.0,0.1279758303701862,0.0,0.22511313696913265,0.3139664285935636,0.5469711661837746,0.0,1.0169420205751916,0.1316350728919863,0.24356494799825634,0.08232897940053686,0.338742320002122,0.2370827113881484,0.19384187793074786,0.0,0.0,0.0,0.38815464445453,0.0
SI:DKEYP-3B12.10,0.0,0.0,0.1538460989910704,0.0,0.09084536216777844,0.25519670793932164,0.5001510084274914,0.0,1.0768223453005112,0.0,0.040451886546474705,0.1294612277120236,0.21742625895365264,0.3118996151094659,0.13432244742278873,0.023544097512802186,0.0,0.0,0.4575415296290674,0.0
C1QB,0.22522367948895403,0.4245238110005051,0.27633085150898057,0.19165174209093339,0.08348711180504366,0.4908862068932458,0.5016025519671011,0.06053267522622736,0.33890501379290083,0.2250926163474946,0.2356889829763306,0.0996968358382218,0.5775059209944323,0.0,0.08552887149814765,0.08875071000694656,0.11364522349806795,0.07572679620425816,0.019289544603140266,0.11587582556995252
SI:DKEY-108K21.12,0.0,0.0,0.0,0.0,0.0,0.3452328500666863,0.45085547094542006,0.00655152902893666,0.7761682881686925,0.023383264543957148,0.5101493147596576,0.13097943090498637,0.5670824919089877,0.1774980023751876,0.09739827211920413,0.08491032479673366,0.0,0.0,0.0,0.0
SI:DKEY-16M19.4,0.18364800145369345,0.0,0.0,0.12119951674855384,0.31686372578293426,0.11011616829870902,0.5397488615453262,0.0,0.7211701530005318,0.2686240510940829,0.07847054107385626,0.0,0.787300663035917,0.0,0.07213735221127932,0.0,0.0,0.0,0.15174550313574334,0.0
ARL14,0.48025697990740984,0.2585053580271764,0.1490870152082792,0.29727430309265307,0.24553441940465742,0.19266442267119588,0.4343707380583556,0.33549304089250803,0.19035461866759595,0.27507775153615366,0.0824604783851391,0.07188641321994352,0.39695434796678225,0.0,0.20169464052393293,0.2880095873508152,0.130033505765773,0.08265842197706587,0.0,0.31426746536311034
OTUD4,0.0,0.0,0.2557489204667033,0.0,0.2662242278042427,0.41895687416545546,0.6723664019976121,0.0,0.8927233742544712,0.08692053718626125,0.27445558043275664,0.052829214783795084,0.566870279966964,0.33358797106316834,0.0,0.0,0.0,0.0,0.4981124703994436,0.0
RAB34B,0.0,0.0,0.3159750475343937,0.3534035132279707,0.20344346697163768,0.33955126647531414,0.0,0.0,0.657285384134301,0.17158294653734138,0.3605563723474399,0.0196207539237037,0.7511435205791671,0.11219966395583499,0.03558000335791316,0.0,0.0,0.0,0.028363588208497617,0.0
