,0,1,2,3,4,5,6,7,8,9,10
SI:DKEY-153M14.1,0.33207894020425704,0.0,0.20507858931844028,0.014050847161905241,0.0,0.0,0.7465112258089915,0.0,0.34887353771175933,0.10761663541833642,0.7834758022078622
FXYD6,0.4976549916179578,0.19368797549459318,0.24635581180433705,0.21992728878590156,0.09873876635764926,0.15629983089645066,0.6524193520224398,0.12906109074588995,0.35876010662522617,0.2507838683591364,0.3634104365759702
ZGC:158463,0.3512967417495281,0.0,0.1689805606350991,0.039752090326115465,0.0,0.0,0.643295137698593,0.0,0.4036870108070493,0.13461881196601222,0.9025620222122219
SI:DKEYP-3B12.10,0.1262468100759691,0.0,0.20350827145691436,0.0,0.0,0.0,0.5841315777576376,0.0,0.44169549561900157,0.18736252675982076,0.8647382016675165
C1QB,0.33626555753790727,0.4067562096247389,0.2762424817069808,0.2826840624617102,0.09263109385243128,0.12064482085247694,0.7792727165190073,0.1526758286949537,0.43301028551815673,0.15514418932860208,0.27480401003474436
SI:DKEY-108K21.12,0.19852690251414143,0.0,0.0,0.07088227974210637,0.04710406435890038,0.0,0.7231942685835822,0.0,0.2792582862447159,0.18656111898201075,0.8445898083320709
SI:DKEY-16M19.4,0.6077469174142994,0.0,0.0,0.26468519891217174,0.0,0.0,0.5392242814353557,0.0,0.7456116231415906,0.08578426148749484,0.34487205479290134
ARL14,0.44334353143346783,0.36381940740381447,0.16829115621149995,0.3325295155388285,0.31193391227331674,0.1115960888775996,0.4209664710211019,0.40992360153507607,0.5813440624149415,0.12424305468228093,0.08584423575966219
OTUD4,0.346401892311803,0.0,0.28843772153689057,0.09271950358212036,0.0,0.0,0.899744789709122,0.0,0.34506602928268476,0.13207329556399608,0.8706853515681153
RAB34B,0.532971921227323,0.0,0.2818916460041148,0.42918618684520016,0.0,0.0,0.4152860444268916,0.0,0.15529778139278075,0.08716607253917734,0.6969938653694862
SI:CH211-267E7.11,0.565874617342583,0.0,0.2554900461329029,0.5801236751181637,0.0,0.0,0.36619082085511667,0.0,0.25834629122129266,0.1963640750708345,0.6843899349562461
SI:CH211-130H14.6,0.635284328157333,0.0,0.05659325324920738,0.11243437476413103,0.0,0.0,0.42401196258571344,0.0,0.4909560789192391,0.10364728156135418,0.5724286829536414
