,0,1,2,3,4,5,6,7,8,9,10
SI:DKEY-153M14.1,0.3320786271714448,0.0,0.20507850008798686,0.014050790723702142,0.0,0.0,0.746511225438936,0.0,0.3488737803480235,0.10761664987561899,0.7834766263907924
FXYD6,0.4976545983533839,0.19368798881362884,0.24635570890492434,0.21992717093456504,0.0987387199508782,0.15629978350382723,0.6524193745597241,0.12906108725169613,0.35875994317295595,0.2507838732127154,0.3634109289646897
ZGC:158463,0.3512964631866032,0.0,0.168980482028751,0.03975202994634962,0.0,0.0,0.643295136620505,0.0,0.40368733056848577,0.1346188287482617,0.9025629065489099
SI:DKEYP-3B12.10,0.1262467715284779,0.0,0.20350816726724935,0.0,0.0,0.0,0.5841315841186238,0.0,0.4416959420141794,0.1873625569289473,0.8647389948503945
C1QB,0.3362653208942914,0.4067562041996112,0.2762423588533089,0.28268389447327485,0.09263103689397591,0.12064474381896503,0.7792727316253496,0.15267578530592904,0.4330101934304511,0.15514419705811655,0.2748044815010862
SI:DKEY-108K21.12,0.19852669020922595,0.0,0.0,0.0708822065442284,0.0471040467939243,0.0,0.7231942527486869,0.0,0.27925851624706194,0.1865611481688288,0.8445907484208689
SI:DKEY-16M19.4,0.6077467031990034,0.0,0.0,0.26468505380153967,0.0,0.0,0.5392243608453188,0.0,0.7456116433279165,0.08578425689061549,0.34487229924348023
ARL14,0.4433433562222769,0.3638194142169568,0.16829106438169214,0.3325293399462023,0.31193378694700075,0.11159601744755328,0.42096651936429463,0.4099235600737374,0.5813439659671042,0.12424306092604709,0.08584437857995013
OTUD4,0.3464015262528584,0.0,0.2884376080821345,0.09271941243055525,0.0,0.0,0.8997447810483117,0.0,0.34506623249055507,0.13207330799329578,0.8706863441456739
RAB34B,0.53297145125577,0.0,0.28189155592150944,0.4291860642174729,0.0,0.0,0.4152860559953328,0.0,0.15529772543013506,0.08716603787386867,0.6969945704508208
SI:CH211-267E7.11,0.5658741826753166,0.0,0.2554899508295332,0.5801235099239032,0.0,0.0,0.36619085231479453,0.0,0.25834632685936265,0.19636405333347326,0.6843905392794409
SI:CH211-130H14.6,0.6352839478651742,0.0,0.05659321851352691,0.11243430356430516,0.0,0.0,0.4240119910233763,0.0,0.4909561222122815,0.10364726773273322,0.5724291819793607
SI:CH211-195B11.4,0.7041211377599093,0.0,0.18071764380361185,0.1290674036448465,0.0,0.0,0.33229895879661525,0.0009912944487324958,0.5504382913505906,0.15867986514498786,0.6002532349321413
SI:DKEY-261M9.17,0.2113390925712695,0.0,0.07010931760818849,0.0,0.0,0.0,0.4721511982767508,0.060827654151524135,0.0,0.11270023160646171,1.3882364358533705
CR450785.2,0.9024342783567981,0.0,0.02294773273872071,0.028527865273263505,0.0,0.0,0.26009529755869987,0.0,0.18203732485183632,0.08641810046108406,0.6492173050543024
CFD,0.4970553765509412,0.6389903401339299,0.0,0.2744134190160426,0.2835700119041945,0.08586097885939538,0.34871059754003686,0.19166501355437476,0.5186000009285242,0.05396199980127338,0.1684820998271931
BX640584.2,0.9049332413758492,0.0,0.0,0.0,0.006229215250243944,0.0,0.28260414977193904,0.0,0.21852409184176416,0.15584314694746382,0.5366706170358889
SI:CH1073-418F12.2,0.7343512200199208,0.0,0.011115381114806063,0.08816967285651824,0.0,0.0,0.32854970962011854,0.0,0.23180928742598864,0.21225297273355415,0.49278101716019984
SI:CH1073-159D7.7,0.20187103471523077,0.07968783962693905,0.18803662464135537,0.07068873097945023,0.10383034170443821,0.12943422080545905,0.6047880535835126,0.03543560352038842,0.26943044010381634,0.11252454846839113,1.2447541778529647
DUT,0.49529386961746374,0.0,0.22126047873735,0.09133877844987548,0.0,0.0,0.7415732108152796,0.0023284268823824767,0.3216484487236262,0.1406932166895807,0.631449883896447
ZNF981,0.5700466811545724,0.0,0.0,0.19142779793156645,0.02475604203907007,0.0,0.2500978253781262,0.0,0.2921376676836738,0.0,0.7566833212084977
SI:CH211-113A14.16,0.3208639894181341,0.0,0.0429421570534895,0.14966227980728206,0.06192818709641883,0.0,0.671570652991428,0.036466181455633136,0.5624565293818549,0.12420468158826696,0.8491313583061957
SI:DKEY-6D5.4,0.5921977602007759,0.0,0.25886150876314074,0.579449960464474,0.0,0.0,0.37737352514737066,0.0,0.3104794945059556,0.19576915113843163,0.6604959710149796
