,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
SI:DKEY-153M14.1,0.17394884912679398,0.0,0.13450648742898866,0.0,0.0,0.4055119644049521,0.6648865131709296,0.0,0.7453320800622132,0.0,0.25254431758614815,0.06656172839975119,0.2412014318708172,0.27505147607547276,0.15473879712496563,0.16595977972856804,0.0,0.0,0.42606398752211533
FXYD6,0.22259596989218794,0.18733006741779104,0.2563280555239807,0.20033238262464342,0.07212555896743311,0.6458633250689446,0.3540688242680211,0.15141470759245335,0.2849238118768897,0.14901314242291872,0.21418771534117778,0.28988285293424587,0.4236218578851927,0.08244209831026454,0.17397070330788747,0.34485587085045644,0.14053971457526493,0.0,0.0
ZGC:158463,0.1313905770391925,0.0,0.12423069997565926,0.0,0.0,0.3399698451334204,0.603499057571036,0.0,0.9197745400973205,0.0,0.2595404441860567,0.0959513173184411,0.26342837417305354,0.2606645963891436,0.17573350644444513,0.21796050127098351,0.0,0.0,0.38234541124952115
SI:DKEYP-3B12.10,0.0,0.0,0.14786456507970963,0.0,0.027978886407991045,0.2542795797658096,0.5601019703521442,0.0,0.9872014008911572,0.0,0.05193740202375625,0.13178653403423368,0.1852025527402533,0.3312243598124929,0.11651508529915788,0.0769505862840144,0.0,0.0,0.46517261928853965
C1QB,0.23543900406606919,0.38967852330828456,0.27142834910419145,0.27007019452437314,0.09274522340825887,0.6093229198200383,0.5143016041205687,0.20375137116940603,0.1460057054829382,0.19153307052396037,0.2802527202938273,0.15978503526766055,0.4989457129620862,0.015283826090688343,0.07052506571769461,0.11809403084661924,0.13380182122171946,0.0,0.050296837969629686
SI:DKEY-108K21.12,0.05685400130521492,0.0,0.0,0.08325049515365368,0.060028440986269055,0.4745806960702057,0.481007435209597,0.0,0.5934142320540341,0.0,0.6018953902595249,0.19785307199274568,0.376337655222313,0.21920734738575648,0.10347218717037468,0.0,0.0,0.0,0.005632483471103189
SI:DKEY-16M19.4,0.279125815238909,0.0,0.0,0.21763266708403256,0.0,0.28997793396397514,0.5377780613579036,0.0,0.4292875687588476,0.0,0.17775102406297527,0.034325909035414666,0.8430044056163541,0.0,0.07855021213607831,0.32714711810981,0.0,0.0,0.11655271895084834
ARL14,0.29498447444005277,0.3840143657548164,0.14972441958209204,0.26844579933929835,0.2825542349179725,0.28426869501162294,0.41309258834575113,0.3260831875699629,0.17239074335596408,0.16119156137767437,0.1333787481461154,0.09444484505764277,0.5727367059846564,0.0,0.2043021433724771,0.2817692240919896,0.08791440963598512,0.1272055403661081,0.0
OTUD4,0.10594548376018365,0.0,0.2462188481407443,0.03449767443938464,0.0,0.5216681327290332,0.7463863919813435,0.0,0.753629402047963,0.0,0.33282612359102126,0.10120265193513155,0.303685555918509,0.3730376100778233,0.0,0.3063162860802806,0.0,0.0,0.49500160263281495
RAB34B,0.20938664706345783,0.0,0.32941248184364563,0.4504784377214402,0.0,0.49080705374554584,0.0425951821639199,0.0,0.5089716339635852,0.0,0.43986637783363597,0.12139444129742263,0.4170106221531908,0.16205786563282354,0.0867133095833172,0.2488698394282251,0.0,0.0,0.0
