,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
CNIH4,0.0,0.0,0.09334248343840695,0.15886752289277448,0.6129220966981738,0.27061928823029663,0.10141299181691815,0.06092365343891535,0.6654418811782752,0.0,0.18664628283935208,0.2519093838311038,0.16518740876586832,0.020413092054358577,0.06221338214473902,0.0
SI:DKEY-23A13.16,0.6277854863911771,0.34013811815431394,0.0016931608449249915,0.4319199544118131,0.0,0.1795988083283803,0.38350735005064435,0.414925469747246,0.3332207042584162,0.32902183841164584,0.4243209545363258,0.04456054296030174,0.0698701800030911,0.0723193660562166,0.25924466022767984,0.18867650136876304
KRT97,0.0,0.0,1.2635109528445005,0.059868743626424005,0.3078203664344312,0.1722167802936461,0.2012248837227008,0.0,0.6662125326873328,0.0,0.06798646497158525,0.2819180547661776,0.17280992807991372,0.4564545824538947,0.07323950694873262,0.07101709788236324
EIF3JA,0.023349177206214898,0.0,0.06014654983813003,0.24877317539348495,0.5378482655113689,0.4461702873707546,0.6231068337436401,0.17864729959323483,0.3606893726716896,0.0,0.08670369472645047,0.15239263973608663,0.1453433145007787,0.23492668085431145,0.28552231616994633,0.26597795058314366
SI:DKEY-47K16.4,0.0,0.0,0.0,0.0,0.6167937711036736,0.48252717401760226,0.02175131321991817,0.0,0.6125854867716831,0.0,0.4117639155630372,0.0,0.0,0.08126139244741246,0.10099271130898566,0.0
PTGFR,0.4017737504482646,0.4042474591824949,0.07800259725865863,0.14768199153547443,0.13446514781762128,0.132875757707739,0.0,0.35587948950178716,0.2756809912902159,0.0,0.23118389058699304,0.0,0.3455106829899614,0.31765968211702617,0.3580438642746255,0.3252065241786961
TWF1,0.0,0.0,0.16664662293372437,0.003238858813229144,0.47681156562912885,0.5675994247162397,0.034230760144128555,0.0,0.4583376743286633,0.0,0.2219230403415161,0.16964001431091985,0.288908519625756,0.0,0.32744271702961414,0.0
ZNF1034,0.04331415601684784,0.0,0.0,0.0,0.3264089889372163,0.6038366189295404,0.010710283114816142,0.0,0.44120610589540254,0.0,0.37416575506694244,0.22725879839267374,0.3131513927832965,0.0,0.05857389577928194,0.0
SI:CH211-53F16.1,0.016640903750505222,0.0,0.0,0.031542413826172684,0.4853980610672337,0.36933646367245454,0.25232759125365345,0.0,0.5387153168987953,0.0,0.28309981648082383,0.05909609211948005,0.27093163274449644,0.013810078535769682,0.0,0.0
PPP1CBL,0.02736836963824083,0.20896662260161114,0.29852235429553253,0.0027143890794821585,0.4824673232071205,0.6294286224678527,0.2530562909578563,0.05976377080197333,0.505222519731274,0.02654050584515359,0.18875759251717789,0.19148024035364866,0.03394393619302597,0.27202102920540383,0.20129102709255076,0.0
ZNF986,0.0,0.0,0.0,0.09494979832747871,0.7819335140989119,0.5109371283070031,0.029488021466127168,0.0,0.5311974219761911,0.0,0.15908028278658878,0.15076654573277057,0.3268937180584351,0.1309990173035861,0.1761846035432895,0.08904804291287696
SI:CH211-212K5.1,0.0,0.0,0.16592399136067695,0.0,0.5426836163443653,0.6166708029570427,0.0,0.027152302743668724,0.4180866477901532,0.0,0.39860555416452464,0.0,0.2412972623513791,0.04326576212015497,0.0,0.0
POLE2,0.0,0.0,0.08788276231795496,0.13427354249828077,0.4991224286516434,0.5822136694808969,0.24826697926409153,0.15859853317867031,0.29094432178850477,0.0,0.18613014640294614,0.0548086723557605,0.3885230505847767,0.3525879633491897,0.08012511645209255,0.06928951787717579
ALAS1,0.17564203295726583,0.10932972977467487,0.5095119241143332,0.2176601235595162,0.4787179070030721,0.35857476086383355,0.241061191858296,0.19868899383290237,0.5392680199531722,0.08891909074129961,0.28110173460878696,0.16285326310927023,0.10787323998470601,0.2766500213949285,0.12576572077853485,0.08562546656346925
SI:DKEY-54J5.2,0.0,0.0,0.0,0.07586381339311385,0.7015571102603066,0.5379282495369492,0.0,0.01380859447021304,0.42727875766080664,0.030143690379758444,0.18717835720270318,0.09438094421910438,0.21005193589719767,0.0,0.0,0.0
BX470200.3,0.0,0.0,0.0,0.08984290731425192,0.6663564080601828,0.3291048786581197,0.1727005081379152,0.015383383231272968,0.4761102810508712,0.0,0.35373008620654967,0.12054683006327743,0.209316525773415,0.0,0.0,0.0
ENSDART00000168735,0.0,0.0,0.0,0.0,0.44752434260590657,0.37102667431258707,0.23690742285214594,0.0,0.3441364682626471,0.0,0.03976860731099279,0.2490096694039639,0.16652909885996262,0.0,0.017607920701530264,0.0
PIN1,0.19288273470318348,0.0,0.21359860919507542,0.04522233632183454,0.41378930651037704,0.24854396656335725,0.5530260680161514,0.0295528531233075,0.41608834147630686,0.0,0.23591426896953685,0.3031363117301054,0.11709876253311058,0.0,0.0,0.0
P4HB,0.0,0.0914784849873667,0.08117730072627014,0.05395402700113169,0.9351716054709646,0.4692892964280373,0.4804001043823022,0.05008390216581431,0.21886884303090257,0.07416030471030256,0.5058995778664404,0.20606440396598372,0.339596224001994,0.0873295797808937,0.016241897076697043,0.04854198130502832
SDC3,0.22847005859181066,0.005258902479069358,0.021279304755086954,0.20427028714727413,0.35779106322040405,0.3971056715497255,0.4587062590353298,0.0,0.6063319314081701,0.0,0.54535049394413,0.0,0.33289723736176646,0.0,0.14105747367220273,0.0
SI:CH211-271G18.4,0.0,0.0,0.0401342368343977,0.04852984625723692,0.7195210328914917,0.4756282992206812,0.020300274029573472,0.06165836857121226,0.5222963877158388,0.006550537305736946,0.37100972603957955,0.04040211865053573,0.35213349466267163,0.07073115194684265,0.029930336953601092,0.0
SI:DKEY-23A13.4,0.012754553001007645,0.0,0.07506939618487388,0.14538000265976242,0.421676630364752,0.529715064549994,0.7921587953312775,0.0,0.6324310791603841,0.0,0.34138385610629207,0.09070869549017688,0.16358112772109057,0.19580481108961775,0.05222763198289114,0.0
ACTR3,0.24423826602472584,0.0,0.1391309276037904,0.0814870732673707,0.3761965797119159,0.2619466351529718,0.49391524495606787,0.0,0.5444263239179385,0.0,0.45495629536988524,0.21551537096176965,0.08757892535430961,0.009399422008794577,0.0,0.09408366289835184
TBC1D13,0.0,0.0,0.0,0.1680014529531105,0.6986635435504773,0.47603932017691064,0.054276416814832376,0.0,0.5507095091968189,0.0,0.11224810772690397,0.0,0.1280349915966791,0.2471297191479134,0.18760119434200515,0.0
SI:CH211-113A14.26,0.23833641962563942,0.0,0.0,0.07144024021296039,0.10631549659540324,0.28439839561750013,0.4854253957897869,0.16707787473428784,0.37726396968126763,0.18631867848192113,0.6972841314588222,0.21142790824235677,0.02652745310623083,0.0,0.1844514314494395,0.0
PPIL1,0.1277477399690144,0.01603037951810719,0.0,0.2620742227009949,0.5589964291631649,0.35979160064512095,0.6355351101876399,0.13458378379648847,0.5502767092468448,0.0,0.1646192194885162,0.0,0.10404359691233671,0.1997653900294363,0.20144245415700618,0.0656332407662684
PRPSAP1,0.26411825700128033,0.0,0.3401213978786217,0.05574606373006205,0.23290411890482024,0.2953797595205131,0.44592512507737225,0.11955375716115635,0.244176908672389,0.0,0.19953959914134384,0.27040806272103657,0.2397808165538664,0.052511187373760315,0.1004669636034092,0.030696711842015008
RRAGA,0.05192536873471167,0.0,0.0,0.12223751729562533,0.46642549966468966,0.38581470475596397,0.154198293897545,0.0,0.1733257074749417,0.0,0.47149387320719777,0.10619783305453052,0.4202515268969395,0.0,0.02643588436915208,0.0074129661762858306
RAP2C,0.10890680248722706,0.0,0.3482369330946562,0.1070340741669403,0.4753186169851594,0.5587560943279958,0.1968791586262984,0.25393406357737974,0.40224478416003123,0.022658713500296992,0.32566057680514704,0.13456429197214534,0.33311416003017474,0.07266448456666738,0.20864393593079084,0.04355995436635371
MYO3A,0.0,2.3051271662546884,0.25880620309936486,0.05053429059670248,0.0,0.22948388950929913,0.0,0.11005850929700861,0.10334314169751288,0.1998293600813363,0.3073237280682898,0.1006041015702252,0.0,0.0,0.0,0.5123142463809022
FUBP1,0.5242942247770374,0.8691691746748326,0.1418564368677221,0.4036425286681961,0.34386794837750156,0.09970823428300235,0.127324273980569,0.4574414523938199,0.25617279628402667,0.2777508772681532,0.15347135701520723,0.11532470875517836,0.06042619780123329,0.3162896681581982,0.12167577187952812,0.3214877193426196
ZGC:174888,0.0879482140663242,0.4079214107951203,0.0,0.0,0.0,0.034244148654971836,0.006056618555390976,0.08393082490239592,0.050540063355546276,0.507772880720472,0.0,0.018390099083850447,0.07334828991423506,0.0,0.021306346103319173,0.3717008803202181
SI:DKEY-108K21.23,0.0,0.02991720363662827,0.0,0.01689399105592909,0.027506886152312077,0.08334938717169284,0.10482801312645218,0.018236004502746796,0.0,0.03510312423594322,0.11513195841827836,0.01849155178883668,0.0,0.0,0.01737629834039537,0.0
TIA1L,0.38640109563814534,0.5390965017196296,0.18917005086520253,0.2791064559612629,0.49069619102257567,0.31730234032864835,0.11334071891747663,0.2618324894552646,0.2679417484729797,0.1629632554871341,0.18827784303550255,0.14524730316142512,0.13256277542065478,0.22695298551780266,0.12301358798621802,0.18366040989409083
ZGC:112977,0.25470824579048523,0.958890983951861,0.04549379886218242,0.30736562323512917,0.20950767755258815,0.2005243177067154,0.0,0.09524223361026105,0.1342566597354372,0.14347393376279494,0.19811576170229409,0.0,0.13976621421009836,0.0,0.1557498528654066,0.21207770764253964
PON1,0.04544332909772258,1.5000408516526407,0.2397070580158161,0.09811054696868174,0.0,0.365983057856416,0.34203269908429734,0.02957775507430906,0.21530790119619986,0.2548395853929347,0.44872747425327686,0.027125727525943933,0.17441954030295118,0.23274330761605674,0.199623880165202,0.28248136114877537
SYNGAP1A,0.1507652371785835,0.4033970620367819,0.20167191598911346,0.027126620747839267,0.013362131463895989,0.12893465330412232,0.0,0.0,0.0,1.0178265293736102,0.12311933732518056,0.10456836723468227,0.0,0.04945493415893351,0.23797647203147768,0.4901273596723075
SI:CH211-196H16.12,0.0,0.6937037864020394,0.0,0.0,0.26191776362684416,0.07982852491399105,0.0,0.0012342114972204716,0.08962227322943313,0.2732906208767502,0.0734103326650259,0.1391419087188315,0.020869056869826003,0.0,0.0,0.39218538327160773
ZNF1066,0.4647920411037159,0.7782695398275263,0.0,0.16794176146541223,0.4198877505689977,0.20850571274363622,0.1683231285320824,0.3507158443939532,0.2809349892631048,0.0,0.2959789293790851,0.0,0.10957515914584696,0.1859794117728724,0.0,0.22390334586902794
SMARCD3A,0.31242016303840053,0.6680350024675702,0.092986799428182,0.0,0.1014285142006455,0.0,0.0,0.0,0.0,0.37748401561480277,0.3115279954082209,0.28066983949790825,0.006445010766359528,0.15854006617446867,0.0,0.38865738477198736
KLHL22,0.013631438060768457,1.3907649004800406,0.10285711968331165,0.17656839187737514,0.07933047606983919,0.4013993169727414,0.13727553692960437,0.2148864066017963,0.22729640991849065,0.739477332977393,0.23506651504941622,0.2047879966477335,0.25289089814952564,0.047893961942688336,0.0,0.4126088369824175
ZNF1070,0.0,0.8589035543343416,0.016966758970103094,0.08764818367603137,0.4678567582827687,0.26672860880160365,0.1454024250987919,0.0,0.4282262898948502,0.3054656693532451,0.2995073667875211,0.0,0.09693259061490092,0.2636125964809914,0.0,0.15822493224429907
ZGC:173702,0.0,0.9698504471560124,0.0,0.1853563879556342,0.7855300935155055,0.10103317198832776,0.09856851735077649,0.0192584571657989,0.46299718382043764,0.25892276208896536,0.2080474085535509,0.02461067736189895,0.027842236662812908,0.0,0.08752857702670423,0.17071536465853052
DNTT,0.0,0.0,0.009190416984882316,0.0,0.0237913861148227,0.0,0.0,0.042571038102257173,0.03681480610168664,0.0,0.0,0.0,0.07754099717795769,0.0,0.0,0.0033675143479595534
CHS1,0.0,0.5974380328389932,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5081280843494816,0.0,0.0,0.0,0.0,0.0,0.4452083636136379
