,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
SI:DKEY-153M14.1,0.010947951928450276,0.0,0.1407777354718785,0.0,0.0,0.5900460867972336,0.6841183551373458,0.0,0.544871003953492,0.0,0.47913911543219956,0.10017002304452635,0.09914935691329561,0.34747321750486093,0.3131928838313443
FXYD6,0.0,0.27855470354300654,0.2447349570082743,0.12167405429083639,0.05115703346389326,0.6892363406856333,0.3935233273723768,0.07078831340375848,0.4256609715041168,0.1024293590556271,0.24369782996448308,0.28629204756844695,0.16465035840651596,0.07464219100878847,0.5485365156067313
ZGC:158463,0.002936345487948281,0.0,0.119020965662062,0.017762539985124455,0.0,0.5782315900832431,0.5877958740119527,0.0,0.6541004932180078,0.0,0.5765643351866825,0.13186823807801112,0.10352790390955925,0.3164016105136079,0.3403316547685401
SI:DKEYP-3B12.10,0.04489567945205264,0.0,0.13730728754517293,0.0,0.02558948244947524,0.5202397179883844,0.5389971357250336,0.0,0.6873513582585294,0.0,0.47195497646499784,0.18334320315362557,0.02044404652548443,0.3974651061118399,0.11117450048418771
C1QB,0.25360154127631435,0.3820096581536187,0.268150540887497,0.25191075418125475,0.07706797672256967,0.5317050891539383,0.6259450152608848,0.1880897375761467,0.33363781790424296,0.09694392744372818,0.17133936635035613,0.1431396420600306,0.09113232215493951,0.038713240672786156,0.3528395263007378
SI:DKEY-108K21.12,0.0,0.0,0.0,0.05611355126902664,0.02146687638246159,0.5486551671971359,0.6257971564143824,0.0,0.4790740462679617,0.0,0.6426917518572606,0.20684630683542674,0.10147531091963051,0.22449688348097646,0.1766589216096583
SI:DKEY-16M19.4,0.008306674159028648,0.0,0.0,0.13751507310639133,0.0,0.37047515098411593,0.6157867070283415,0.0,0.7990175974658927,0.0,0.18858351928427983,0.05574400942516787,0.011212560253300932,0.0,0.7656452270408652
ARL14,0.11395969325954342,0.4509988116006157,0.1349699802588635,0.18444421165898225,0.27671437002154425,0.2898282610924213,0.4133951869147565,0.24388540489129099,0.524162723124205,0.124734615404024,0.12012711176780323,0.09307008376999959,0.17169158602145976,0.02630193046928834,0.5442227738959293
OTUD4,0.03871204877288712,0.0,0.2223843961546948,0.0630299795221238,0.0,0.6647453173531258,0.8092764166939633,0.0,0.5195716174850147,0.0,0.5774268787716446,0.11754664670543143,0.0,0.3777400066724752,0.40778444583909845
RAB34B,0.0,0.0,0.3023026988212145,0.3842617692542448,0.0,0.5723650786559459,0.1961536389698931,0.0,0.42152854951834345,0.0,0.4609683154651824,0.1122935546046605,0.038593344539446156,0.12777043679575606,0.563660735038425
