,Module 0,Weights 0,Module 1,Weights 1,Module 2,Weights 2,Module 3,Weights 3,Module 4,Weights 4,Module 5,Weights 5,Module 6,Weights 6,Module 7,Weights 7,Module 8,Weights 8
0,GDF3,1.0705312502933078,LYRM1,2.5613258282978086,KRT4,1.449097265318451,TA,2.3316811986309776,TDRD7A,1.273554776123131,SI:DKEY-28A3.2,1.1961109297394519,OTUD4,1.221283115714844,SOX2,1.0758707361600335,PHLDA3,1.3113121815423947
1,SI:DKEY-15H14.4,1.0686587445218787,AGRP2,2.207882666356608,KRT18,1.4236935054577133,EVE1,2.0565889306470693,NANOS3,1.2651645112973469,HS3ST3B1B,1.0963259393062006,SI:CH211-242H13.4,1.1269300286407562,PRDM14,1.0632814533866983,MDM2,1.2207505204713898
2,RHEBL1,1.0456021535360531,RAPGEF6,2.1703304180279335,KRT92,1.4108096013254234,WNT11,1.9333718478818154,ACTL7A,1.1354198271933804,FTR36,1.0859230768343604,PRKRIP1,1.1189763809728206,ZIC3,0.9048165371382707,CTSH,1.0136198996266315
3,SI:CH211-190K17.31,1.0407281306633636,CABZ01084942.1,2.150709250139416,LYE,1.3953153328266863,CDX4,1.810962052694367,CA15B,1.092128537342913,JAG1B,1.0841689643678476,SI:DKEY-153M14.1,1.0475423136214874,PCDH18B,0.8494121673127599,FOXO3B,0.9903989960817802
4,MKRN4,1.0227587882942988,MYO3A,2.1193501134263646,CLDNE,1.3676086788621367,ZNF703,1.741702089636417,BTG4,1.0820925117879658,KCNK4,1.060669252915609,HSP90AB1,1.0331804071550843,ADMP,0.8286154935368988,SI:CH211-260E23.9,0.9761127400569909
5,NCALDA,1.0211928531634429,SI:CH73-195I19.3,2.090184387254975,KRT5,1.3674128613666552,TPBGA,1.5290669322637962,DND1,1.0095348405127988,SI:DKEY-186O21.1,1.0171960982209598,SI:DKEY-108K21.12,1.0327435636087714,SLC38A5B,0.8126548016950152,RBL2,0.967539992467728
6,BZW1A,1.0120580227688873,ANO9A,2.0401074200753273,MID1IP1A,1.362684359701499,SP5A,1.5101705905484297,MID1IP1L,0.919227625503371,TNFAIP8L2A,1.0056117358128618,SI:CH211-117M22.2,1.0285543820777288,FP236812.1,0.7983481904951625,SESN3,0.9544670579153359
7,P4HB,0.9989413219903067,ZGC:171775,1.9047337721528823,ZGC:101000,1.352659368392968,AXIN2,1.5024611172930256,SI:DKEY-11O15.10,0.9188555123344743,NRXN1B,1.0040438451243916,PPIB,1.0280863504519508,MCM6,0.7945308114394187,APLNRB,0.9442684623466229
8,ZNF1060,0.9850322408676574,TOP1,1.8439286385629743,KRT97,1.339883484080165,MSX1B,1.4664608666797463,DDX4,0.9177929300883615,GRB7,0.9940005682987999,SI:DKEY-23A13.4,1.0264621622288772,SP5L,0.7776683291574327,CASP8,0.9202239208154945
9,BX005448.2,0.9844707891595927,DIABLOA,1.8116661088016943,SI:CH211-125O16.4,1.3372346070442256,MIXL1,1.347299726867469,SKA2,0.912697818511633,CNNM1,0.9819469106423327,GTF2H5,0.9856162567454649,LFNG,0.7433878883355208,BCL2L14,0.8660779926191553
