,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
SI:DKEY-153M14.1,0.2094560215027345,0.0,0.11999690952353707,0.0,0.16521397336881619,0.41700393708964206,0.6794336128410922,0.0,0.7362820168256187,0.0,0.24484169416388996,0.06804904544841353,0.13022364965573377,0.2735309650229018,0.1704313341452036,0.0,0.15279703680046486,0.0,0.43356828398947056
FXYD6,0.4109560764160489,0.20465955280002113,0.22397836063420193,0.1897613961580909,0.2242807961013636,0.6475752012778317,0.35918248131294706,0.07636679734071063,0.31081206775712605,0.11022265598815925,0.21342402273526745,0.291006245673748,0.17286731794256,0.08198257878979968,0.3539147057051343,0.06235644205103622,0.22551992509114177,0.10419629924734176,0.0
ZGC:158463,0.23262589785256457,0.0,0.12297989914475085,0.0,0.13581715096416003,0.34995868383305173,0.6224512035888249,0.0,0.9065088049501413,0.0,0.251247097465524,0.09797011597019493,0.15393335185159562,0.25931896269579496,0.21889014080150354,0.0,0.10890449950350521,0.0,0.3899538066625705
SI:DKEYP-3B12.10,0.15942016681894075,0.0,0.182101775584911,0.0,0.01336056656202263,0.26670118286893374,0.5835238541230187,0.0,0.9666694949651403,0.0,0.04986670250430538,0.13558433297268127,0.10986229064619955,0.33112046450351984,0.07216802461436814,0.02232256485097048,0.0,0.0,0.46641411089680146
C1QB,0.4892218234374696,0.41695025960431675,0.2509800675113092,0.25693930545040644,0.24839864664771183,0.620413404177739,0.5230492719730678,0.10195934064013254,0.16415794151549004,0.14393564529338607,0.29250801567222373,0.16594228673373249,0.06730854978868625,0.014299459993188744,0.14806965649346782,0.07826814704847347,0.1947721291655271,0.06980697611296736,0.044651389185999174
SI:DKEY-108K21.12,0.35923092098059445,0.0,0.0,0.09244400196698814,0.05301287042564708,0.48656403442492646,0.4905630212693662,0.0,0.5688971143260946,0.0,0.5975760134298275,0.2084184899181425,0.0916604090699257,0.22106170675962147,0.0,0.05252812311922802,0.09785529957100403,0.0,0.021207262599697106
SI:DKEY-16M19.4,0.7913491129132152,0.0,0.0,0.22723557118749288,0.29483747571963914,0.3195227627238324,0.5510391588649377,0.0,0.3928476301138336,0.0,0.1578976002267973,0.05661944967599317,0.059992727784862435,0.0,0.35980308836190333,0.0,0.12844442503771106,0.0,0.13543716428660235
ARL14,0.5677958410249198,0.4059861181774108,0.1411582866139927,0.2624992103612152,0.31079533615356847,0.2941790587945183,0.4233257619623156,0.27628670281270773,0.17332581423243396,0.14114301429868165,0.13257803883472025,0.10260556033479218,0.20148949398286833,0.0,0.3073573980753934,0.27687717819818924,0.13553329054656033,0.08783747094263379,0.0
OTUD4,0.2531315465547932,0.0,0.18269649542430966,0.035595227947516545,0.06539138560005635,0.5337606775505321,0.7476925104992912,0.0,0.756928062731515,0.0,0.31599457114555624,0.10199002636160776,0.0,0.3710174918475413,0.32304069144451175,0.0,0.31147293825436617,0.0,0.5233429753883904
RAB34B,0.3631468345407121,0.0,0.31039841167578675,0.4542256618977923,0.20771871968883682,0.4960166852463672,0.06188047102840941,0.0,0.5119759922480597,0.0,0.4187275429474628,0.1343732198275304,0.07294631945380338,0.16504293588014088,0.2708993949624416,0.0,0.18967223587047224,0.0,0.0063591712037198225
SI:CH211-267E7.11,0.37746537790465245,0.0,0.2620357254317469,0.5862326466081309,0.21148935666959162,0.4216544970735119,0.1389053270568073,0.0,0.6257443547576114,0.0,0.3127915667440171,0.2328900769044676,0.09490721745480236,0.07454174134753981,0.3230622565095266,0.0,0.2968089023011946,0.0,0.0
SI:CH211-130H14.6,0.5759738757172314,0.0,0.0,0.10893534829200965,0.2205357721050871,0.3522770339612907,0.31588698829104306,0.0,0.4963509363655828,0.0,0.33382842355364395,0.12490279648646539,0.17622412688641434,0.25204610267598704,0.3559248048122261,0.0,0.30882366676126904,0.0,0.0
SI:CH211-195B11.4,0.6118125052048138,0.0,0.1423257680012697,0.11028573187556805,0.4503122222838516,0.33646900907326616,0.2553959942443474,0.0,0.6267697696257564,0.0,0.1911516821206135,0.12405142545033278,0.0,0.2115702676012645,0.3731773480085859,0.0,0.21938732376137046,0.0,0.09394967683148134
SI:DKEY-261M9.17,0.12161803050370715,0.0,0.06977331927454324,0.0,0.0,0.0,0.6263463015207806,0.0,0.699327931010039,0.0,1.471700211240514,0.15143992482531726,0.009963256126893348,0.2332899319390678,0.3723427259321001,0.0,0.031113490442474023,0.0,0.0
CR450785.2,0.33434697836995886,0.0,0.006592099098197323,0.03106906690988117,0.5562106330029783,0.28204005481150823,0.26982568980811317,0.0,0.47717952993211815,0.0,0.42142041985345813,0.06791800239694892,0.23352313047112466,0.004586125315844103,0.536903723417729,0.0,0.04334618253325193,0.0,0.09108862526095862
CFD,0.6162349779458639,0.6399898386195062,0.04308418314363774,0.26938658446127833,0.3974316244540003,0.32022481365525535,0.24950262372016155,0.11421163736107981,0.07733836400841763,0.14840668665535972,0.276343635393336,0.03972164148622957,0.11143656602891572,0.01535772993680409,0.23482563743786364,0.2774339599447533,0.0,0.06902882132143445,0.04005086463470977
BX640584.2,0.448548237397906,0.0,0.0,0.02604577182702087,0.6086318878473497,0.5055210527616627,0.0,0.0,0.445637496773968,0.0,0.27610765413924204,0.1658221762135704,0.25589341932741405,0.02543907815198025,0.3297594869890862,0.0,0.002214249229233976,0.0,0.0
SI:CH1073-418F12.2,0.3705191822902923,0.0,0.0,0.10185285527741865,0.3663712635251277,0.4251712674963915,0.1264245450834387,0.0,0.42660727133104925,0.0,0.17460688249919692,0.22860543626662064,0.21134037099401654,0.38288019632353215,0.3478683020364431,0.0,0.029117223808330386,0.0,0.0
SI:CH1073-159D7.7,0.1820668565643227,0.0,0.11567860654500263,0.07894712079088383,0.1168741252529805,0.22476384543415387,0.6212697476191947,0.04138234990607014,0.9470301517912221,0.17105923226890837,0.7393130392485153,0.06357463148957912,0.14666402691787056,0.22946867624837738,0.11863614735974429,0.11523393648318518,0.10653416948345465,0.15721750844134072,0.4131962429057059
DUT,0.20806802149866166,0.0,0.18558758936308994,0.033036184934484784,0.23835296338712367,0.5365342739768578,0.6133027043727625,0.00027231018912482615,0.6193862745991813,0.0,0.1698130107842496,0.13042326379704983,0.035597815827322986,0.2519305231946645,0.37132544920149213,0.032899683185270014,0.171045291070289,0.0,0.33728514437551593
ZNF981,0.27808156560094477,0.0,0.0,0.18592102217372392,0.23594269355871705,0.2662078093233906,0.1858079501909618,0.0,0.6368204802743138,0.0,0.3956888292405714,0.0,0.11950967011780003,0.0,0.4826113955915717,0.05134450236431792,0.004695615090863944,0.0,0.2575436336566019
SI:CH211-113A14.16,0.4519735038440636,0.0,0.025250604021554636,0.11916581533624608,0.07155134022474335,0.2702009229910516,0.7181187687233466,0.012741826341377794,0.7677556916126986,0.012352843617682846,0.43219068913739195,0.0883751706522036,0.22756944284147745,0.12021941816927913,0.24194622102937555,0.013323543152473215,0.020325850970986513,0.00980794383049451,0.345530421907883
SI:DKEY-6D5.4,0.49126162495668135,0.0,0.27877696683848024,0.5926357721956532,0.16836500509167499,0.4535155730314763,0.08631475879868836,0.0,0.5601672234975256,0.0,0.33324727873189064,0.2433118063168058,0.10645811657021217,0.09572566044392317,0.3591526845051369,0.0,0.2870437697881467,0.0,0.0
SI:DKEY-23A13.15,0.12956608513560341,0.1366027766227419,0.0,0.16305472705115948,0.0,0.5714070490648124,0.4489746133472703,0.05472663149270461,0.5927934379681838,0.0,1.0511501815540196,0.2630749201768757,0.10954845813265354,0.011261008204966384,0.32975063295764884,0.19839656154514806,0.0,0.0,0.08758756692720432
