,Module 0,Weights 0,Module 1,Weights 1,Module 2,Weights 2,Module 3,Weights 3,Module 4,Weights 4,Module 5,Weights 5,Module 6,Weights 6,Module 7,Weights 7
16,BIRC5B,0.8996818765574006,KLHL22,1.367689071893517,FTR83,1.2516704996406571,ATP1B3A,1.0541331938956553,FHDC3,0.8722047842678987,SI:CH211-178N15.1,0.9136164145398975,RPL12,0.9605635593022173,PKDCCB,0.7134956203045452
17,RAC1A,0.8973774618278392,NRXN1B,1.3557316587794748,KLF17,1.2505977714893335,PRICKLE1B,1.014384741176687,NEK2,0.8317763517932435,SI:DKEY-58J15.10,0.9115691629818309,STM,0.9589398819094459,PCDH1B,0.7127540882628814
18,BX324155.1,0.8922733897921394,PON1,1.3400778096757282,FA2H,1.2404986316076159,HES6,1.0089699960374094,SI:DKEY-163F14.5,0.8235348831551994,PARP6A,0.8868953317505243,SI:DKEY-234I14.20,0.95548656279609,OTX1A,0.7092610354905571
19,DDX17,0.884366718374886,CABZ01001464.1,1.323626605248368,EVPLA,1.2313919314799682,APOC1,1.0083450349990202,ANKRD12,0.819226622834467,NCOA7,0.8866745108661402,SI:CH211-194E1.8,0.9535983927541205,CX43.4,0.7090138297278187
20,WEE2,0.8788889984121163,CPE,1.3108066530273668,SI:DKEYP-67A8.4,1.2237825590929114,HER1,1.0002075235359864,ZGC:56231,0.8129494413695334,BX546500.1,0.8806066925078944,SI:CH211-113A14.16,0.9534680569327311,ZGC:163040,0.7041174186647263
21,SI:DKEY-221L21.2,0.8716869965500634,CYR61L2,1.269800701346391,FUT9B,1.2142184102333353,SP5L,0.9810007790324536,LPCAT4,0.8066562407634847,RNF213,0.8777704327586854,SI:DKEY-261M9.17,0.9476644902734302,SI:CH1073-80I24.3,0.7031076178520141
22,ADGRE10,0.8711807219813933,SETD2,1.2218264193411517,MGLL,1.213654162027249,VED,0.9737303290869977,RPAIN,0.8035792814141578,RYR1A,0.8694207405407895,U1,0.9454109118750148,TCF7L1A,0.7029727760219006
23,SI:DKEY-1D7.3,0.8709264756920004,MLXIP,1.2125395355319524,GRHL3,1.2045081228603303,MSX3,0.9500517547379785,BOKB,0.7994953779493835,PDLIM5A,0.8621951439708836,SI:DKEYP-3B12.10,0.9421857827160217,H2AFX,0.6912530372596912
24,ZGC:91910,0.8705784077854986,SI:CH211-241E1.5,1.2100704206249633,CLDNB,1.193930601296783,LEF1,0.9437499464785252,MAP7,0.7944759731060292,JAKMIP2,0.8556131901208126,CLIP4,0.9316553871834647,KIF26AB,0.6890111273437788
25,SUPT4H1,0.8702465380101878,SI:CH73-46J18.5,1.205165921125634,FTR82,1.1922245254504638,ARL4AB,0.9331733995035122,CNOT4B,0.7791077255512678,ZNF644B,0.855300282189545,CDKN1BB,0.9310242948810595,ADD3B,0.6881086162660116
26,ZNF986,0.8686537261048732,ZNF1068,1.1949453773310295,PLEKHF1,1.1691421462058948,LAMB1A,0.8994787292470773,ZGC:77112,0.773235895741329,CSF1RB,0.8538891970713919,SI:CH211-113A14.10,0.918859390258703,ZNF319,0.6870804907093996
27,THY1,0.8671268966495335,ZNF1057,1.1878295959688356,ZGC:153911,1.16405866749584,WNT8A,0.8959027080189096,PGK1,0.7718128306248758,CAMSAP2A,0.850979652682552,SI:CH1073-190K2.1,0.9139753092228952,CDH2,0.6865198037852677
28,PRMT1,0.8636903715082704,CHD7,1.179521717101321,CYT1L,1.1583325857495896,SI:CH211-279M15.1,0.8933973950799738,GRA,0.7679756515262092,KLHL22,0.8468345955016539,SI:CH211-7C8.2,0.9075835357579036,FSCN1A,0.6807346751754745
29,SKP2,0.8561003325866,POLR2A,1.1793940035195793,PERP,1.1462015107219665,SZL,0.8919913185514529,MKNK2A,0.7633418298255082,BAALC,0.8447943630354339,SI:CH1073-159D7.7,0.907214371753609,ALCAMB,0.6778752757569364
