,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
SI:DKEY-153M14.1,0.45704227741775266,0.0,0.1299790264554964,0.0,0.0,0.36459747405625564,0.6234045054313755,0.0,0.826182583338158,0.0,0.23764782269427964,0.03750562778166403,0.12945068092735768,0.2775150544169253,0.27507841323192167,0.0,0.0,0.0
FXYD6,0.50585306714766,0.14693541576531122,0.2788559807740681,0.20396235311699998,0.06185679689529549,0.6065322402036671,0.33094404547565,0.28449446455658006,0.1744258388582893,0.14525801561799886,0.16715902806000513,0.2746548754461801,0.15679043466067238,0.0634038362478817,0.3750493898455634,0.14479530807127713,0.13669632870183426,0.0
ZGC:158463,0.4728451480331335,0.0,0.10106888134811313,0.0,0.0,0.30361941012049964,0.5497136368362886,0.0,0.9860736981699495,0.0,0.2774215246747138,0.054008093383171196,0.13325290001705437,0.23950608641636323,0.31180294720871027,0.0,0.0,0.0
SI:DKEYP-3B12.10,0.3236190904017499,0.0,0.09346963299563998,0.0,0.02150224471418588,0.2532113121467636,0.4982157389268248,0.0,1.1240390794030157,0.0,0.09701594456617993,0.094034819784296,0.08637359753455962,0.31020456941929825,0.12783436726928782,0.0,0.0,0.0
C1QB,0.5506435692244892,0.3805903385209023,0.29885090773616435,0.18275654434628993,0.11502207047688517,0.47662581454554037,0.5195086509515741,0.1921587461379446,0.21607603319247629,0.16365931825956598,0.1904039333393243,0.12191888878843406,0.04470654514329878,0.03380313369503886,0.22349542903971578,0.25987861243759536,0.1074487024263921,0.0
SI:DKEY-108K21.12,0.7190647594029811,0.0,0.0,0.0005517672075046704,0.09079979135802967,0.3265891089840587,0.41681185377004487,0.0,0.6148200426482177,0.0,0.5155834183208757,0.12321495299863561,0.031675448313516215,0.2181863699193722,0.05208223881858653,0.0,0.0,0.0
SI:DKEY-16M19.4,0.8761905968969416,0.0,0.0,0.07588755987876741,0.0,0.06408582880121515,0.5616591700543071,0.05963708965055138,0.5974764423542548,0.0,0.07945083326998116,0.0,0.0,0.0,0.5490739253654053,0.11464043389814134,0.0,0.0
ARL14,0.39344161107124526,0.25220488829018556,0.17885473648351335,0.29365848404197853,0.3178402181385914,0.19470721288171178,0.42423191937319027,0.5301568759293649,0.0915902797457184,0.1354822707699255,0.08441741283775729,0.09346051207925124,0.20954901681045393,0.016555745467760473,0.3514849774493861,0.3736397996950595,0.11167704157051571,0.15991007127237528
OTUD4,0.6407041966817502,0.0,0.21218538974280932,0.0011716257037946343,0.0,0.40983125356580796,0.6973176083526237,0.0,0.8641060519373324,0.0,0.3157368127462899,0.04240457150124287,0.0,0.32913163067269885,0.3144503532862589,0.0,0.0,0.0
RAB34B,0.8482947817805816,0.0,0.32887585602156777,0.36460142856122923,0.0,0.3398952980331174,0.0,0.0,0.44413158782913786,0.0,0.3785053377524867,0.03183013666898785,0.0,0.13395776303875787,0.32843485046592386,0.0,0.0,0.0
SI:CH211-267E7.11,0.8097045775355077,0.0,0.3149419526344595,0.5088770256979359,0.0,0.28360410547804693,0.061848917961751904,0.0,0.5696492975043372,0.0,0.29606977554062924,0.13447817960576353,0.0,0.038037728157684074,0.4211572221014152,0.0,0.0,0.0
SI:CH211-130H14.6,0.6939988901573869,0.0,0.07228323226818986,0.04950090608009005,0.0,0.2512536738365585,0.30203543014179735,0.15350179232106373,0.47254828247407443,0.0,0.295326474781067,0.07505721522543823,0.13201776750157987,0.22595208169112801,0.4811129002292211,0.0,0.0,0.0
SI:CH211-195B11.4,0.7145062137125062,0.0,0.18910732043483747,0.01167642912795661,0.0,0.1953891620941136,0.22753916213437247,0.09790246751959161,0.7124988290944329,0.0,0.14716978401079328,0.07039856226710307,0.0,0.21663255035179732,0.6274315344823707,0.055935163994425545,0.0,0.0
SI:DKEY-261M9.17,0.5701750658546889,0.0,0.0681264242159294,0.0,0.0,0.0,0.4921542556003949,0.0,0.5053357665675385,0.0,1.505769430342888,0.07495634422161994,0.0,0.18804246271828937,0.1665923530975817,0.0,0.0,0.0
CR450785.2,0.5638035319245758,0.0,0.038717028387773904,0.0,0.0,0.20160407572582292,0.20473088510663756,0.0,0.44656343795799547,0.0,0.42979029164648386,0.0366006726795446,0.18924724635867632,0.029925390986690004,0.7423625943477082,0.0790767406522119,0.0,0.0
CFD,0.32904231715357457,0.5099688782036705,0.03215343898026785,0.25304031207614786,0.279027148282413,0.21682093188133306,0.2964547838567127,0.41465456621009433,0.13069618210832037,0.06922675723024772,0.1583745757620967,0.05025164916696374,0.13392431699252524,0.04807110486382912,0.3301502689483031,0.522336946695949,0.025721576715889625,0.16368311765167007
BX640584.2,0.73830272922606,0.0,0.0,0.0,0.0,0.38809439745444635,0.0,0.0,0.35859114613372445,0.0,0.20299924936471728,0.11616139679231384,0.18659030195646498,0.08613687321252018,0.6636373343401188,0.05454031189352631,0.0,0.0
SI:CH1073-418F12.2,0.6742692497319156,0.0,0.0,0.015897060573787185,0.0,0.30228223825181133,0.07864454753325154,0.0,0.4180071885800788,0.0,0.14300363124716017,0.16855708211417791,0.14832828597851158,0.37355462126979444,0.5143483197419888,0.0,0.0,0.0
SI:CH1073-159D7.7,0.3761293416937118,0.03908142848382063,0.09216674926310017,0.04259765116885727,0.07999428839237993,0.22134669868138943,0.5780301497666669,0.0,1.0195219084125513,0.16593808811106212,0.7673238373972516,0.03171651192059742,0.15160027401137,0.24162870571353412,0.18709653736459297,0.04488797987361637,0.12395091531137144,0.14915411214561353
DUT,0.4201121218862712,0.0,0.20580204277087313,0.037534846920809196,0.03791041204528076,0.5031838138666486,0.5867078118483426,0.004617053036457371,0.6663761945711648,0.0,0.16565903266318607,0.10928047790963391,0.0465748870548282,0.22411597100336555,0.4727942266171627,0.0,0.0,0.0
ZNF981,0.2632884815953411,0.0,0.0,0.18726351094021587,0.0,0.3069574107586096,0.223836929173389,0.08082524094151414,0.6356286915104942,0.0,0.4369059029529582,0.0,0.11289685418271518,0.0,0.5793492435355443,0.027417734426212332,0.0,0.0
SI:CH211-113A14.16,0.6159329180769106,0.0,0.0,0.0326097613257424,0.026251920222893507,0.13571289177251833,0.6858464476798074,0.0271131301767474,0.9017438773249581,0.039126173180323146,0.4458559233029576,0.012245135443076633,0.16037308128815497,0.08794900943224096,0.28456074535130516,0.07811283282149023,0.023476423196420012,0.06068893765357091
SI:DKEY-6D5.4,0.978471583993803,0.0,0.32109488592965896,0.4801308367502076,0.0,0.25730457988805727,0.01793256956112509,0.0,0.5241748596365983,0.0,0.29446176912257266,0.12349576120288146,0.0,0.032266144067071345,0.42276437133828154,0.0,0.0,0.0
SI:DKEY-23A13.15,0.4972679015812786,0.15768736666601374,0.0,0.13972713783424195,0.18607032362164133,0.5437840116552493,0.4192532635915299,0.016475967664827406,0.48560220589506986,0.0,1.0499791736313602,0.22424008282036295,0.07126087574615578,0.0,0.22374377225698264,0.0,0.0,0.0
ADGRE10,0.7657220221772656,0.0,0.1661632118321307,0.0,0.03354837580447508,0.23929944028850342,0.09250785562439998,0.02110263218161467,0.33563839485107166,0.0,0.30154586580069814,0.07252691079932248,0.5911951980933039,0.3457341345555835,0.5686715679604961,0.0,0.0,0.05046756514988944
CU655961.2,0.2287365449846531,0.0,0.05877592444201061,0.10638885269793728,0.0392701101271538,0.2806689787282223,0.42991235096786246,0.008207178089025796,0.5619610685283339,0.0,0.08428815689576107,0.0,0.5536283660578947,0.0,0.4436491955083576,0.0329110039577636,0.0,0.0
SI:CH211-190K17.31,0.6885613317471896,0.0,0.11612652092339604,0.09084976001739789,0.0,0.36884230515094335,0.15007423384934054,0.0,0.23721140995143247,0.04818284707838141,0.2788829441151453,0.15667333151440366,0.22796823757794377,0.12846171415624896,0.7831936154437167,0.005517829536492482,0.0,0.0
SI:DKEYP-3B12.8,0.29803089657496507,0.0,0.0038336192348072417,0.05679717514295764,0.0,0.3126755124548093,0.3671800867937703,0.0,0.5650555439397517,0.0,0.3125060991511654,0.030195364104669373,0.20064500626612122,0.0,0.18084192467594243,0.0,0.0,0.0
FAM78BB,1.0263854105213048,0.0,0.10154024228650566,0.09733305016985384,0.0,0.36920706196004105,0.1949091682942869,0.030545624161249556,0.012296028506816548,0.0,0.2823002892452049,0.1359871517651571,0.18660533482859631,0.20380181685471493,0.5502656169078775,0.0,0.0,0.0
