,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
SI:DKEY-153M14.1,0.0,0.0,0.1548488453064873,0.00415561000785296,0.0,0.5342725368480135,0.7682952759618464,0.0,0.4347631563163993,0.09967304949171013,0.39519356048827525,0.3300468507165861,0.3965567273097567,0.2913744500400918,0.13124251580902702,0.015246782876644532,0.0
FXYD6,0.0,0.2884191044092697,0.2039225718505126,0.11859193854661843,0.025737190365796383,0.566740847752537,0.3494743450017759,0.01902107413219539,0.3831743173213213,0.2471226177246124,0.25253500767061277,0.4415187239121919,0.5498804604864206,0.0643341771934127,0.1541077708148861,0.2247447261066685,0.06768345984148572
ZGC:158463,0.0,0.0,0.14540908243527256,0.034646498619084386,0.0,0.5455509381595434,0.6939846496905219,0.0,0.581037104988156,0.1349069681870787,0.46054115330423795,0.3652239549940967,0.33999766348074084,0.27491608860186323,0.13948426062942085,0.0,0.0
SI:DKEYP-3B12.10,0.0,0.0,0.18144637987567233,0.02964542625625438,0.0,0.5651466984920588,0.6871018804938132,0.0,0.6060916578671365,0.19471910034614506,0.29457343888278337,0.19981666453114227,0.1743396187894219,0.3569188064756624,0.08596701978001342,0.0,0.0
C1QB,0.19389091957062812,0.43731973818131703,0.21778373686484265,0.20279237642819473,0.0748584715084325,0.4166559791902979,0.5282051549412117,0.12137762371129282,0.24673912328871678,0.11054177803641112,0.2447629725749489,0.22547428772355693,0.6128622354937222,0.012229488333596807,0.034119476385169024,0.311029705079979,0.017058792793698117
SI:DKEY-108K21.12,0.0,0.0,0.0,0.043749704709527285,0.06921821283835998,0.38824391358442684,0.5239139682040606,0.03575593710755019,0.37086106626879173,0.16162134825570162,0.6556949448008184,0.07980295616731684,0.6490278773782858,0.22951386904622958,0.036086435660679456,0.0,0.0
SI:DKEY-16M19.4,0.007562088826226769,0.0,0.0,0.13513842567351156,0.0,0.15100505650446583,0.5926544416234963,0.0,0.6865893142259547,0.03396693645865723,0.20819643249167166,0.5689223876868057,0.7403289336412616,0.0,0.006199859351651361,0.03483569360247686,0.0
ARL14,0.060580597254180475,0.46676845113247195,0.09275761909714082,0.16290845940706747,0.2687488400021819,0.15264716926612865,0.40917273576102714,0.1853728281787356,0.4887567786033896,0.07486762356058445,0.15052198298436592,0.43696882540086024,0.48463134981910366,0.0014334265357852218,0.1596218002663732,0.2542914547254821,0.10762068216040614
OTUD4,0.03898211042483307,0.0,0.2583112959084746,0.05858826802412862,0.0,0.564073470509253,0.8697466784960309,0.0,0.3787292210036889,0.11056379239619304,0.4850956093611371,0.40213282306126447,0.5559378389637288,0.3646041724991759,0.0,0.0,0.0
RAB34B,0.0,0.0,0.36239394466024377,0.3837422466526162,0.0,0.38815469459048596,0.04886712873187192,0.0,0.3770229440858273,0.07316632211000017,0.4919007482671134,0.3657093775954096,0.753273193288496,0.16569134909944336,0.0,0.0,0.0
