,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
SI:DKEY-153M14.1,0.0,0.0,0.11917588198260007,0.0,0.1244340431408195,0.570341282450633,0.6931059833066133,0.0,0.5696912255623164,0.0,0.34351578667903987,0.09973585975710374,0.3828180767130236,0.3115290170671294,0.3065814209534319,0.0
FXYD6,0.0,0.2882806916496106,0.24187478096720544,0.10557436729814457,0.13805263280202534,0.4905529046761367,0.3264994036383549,0.05420873586548526,0.41529351739036313,0.10440999218530292,0.20929157009306132,0.2544388388423178,0.6238542700887278,0.07690864497505694,0.4668500927475303,0.034350232364991316
ZGC:158463,0.0,0.0,0.09240945348180404,0.00954633494584497,0.12987849633433504,0.5999592808944942,0.6148148978683847,0.0,0.7057189813603995,0.0,0.41519748063838374,0.13588477422221576,0.3242371363605485,0.28201519198779484,0.3418061488103215,0.0
SI:DKEYP-3B12.10,0.0,0.0,0.10695356832870784,0.0,0.07282999809257265,0.6722644597482448,0.5742485106045236,0.0,0.7443613381097212,0.0,0.2595014746518013,0.19244240810772933,0.14877984062689,0.3615131603866725,0.15162458066158718,0.017407240967721112
C1QB,0.3190290609143636,0.34805018395273796,0.27966381639844085,0.2559537359265902,0.07100690143633805,0.32180237611395396,0.5107667588296023,0.21689915133027562,0.25522448524316776,0.08857002556179558,0.1750100001064579,0.1183334624834526,0.6159516091864068,0.03416512805078915,0.2326463536401221,0.10678860025261608
SI:DKEY-108K21.12,0.0,0.0,0.0,0.03237311331583237,0.04685505046185931,0.36918534180924023,0.44053352789427475,0.0,0.49618607817605337,0.0,0.6249275862261847,0.18113004609254668,0.6460542741633473,0.2607423876880327,0.07083475232412625,0.0742048195984135
SI:DKEY-16M19.4,0.051834272111629685,0.0,0.0,0.09622718193386949,0.0,0.0928682669863809,0.5483791858436703,0.0,0.8019002016726415,0.0,0.1733057271310166,0.05377004711704136,0.7081648176792465,0.004655732218704194,0.6073726058657255,0.0
ARL14,0.15316977261495152,0.4431189209827498,0.1425954537793459,0.1571205993849807,0.1593744740169858,0.06617122705901121,0.3934279339541093,0.2538679757538528,0.511502260893161,0.1295876201750103,0.1295962496366741,0.08280785535163339,0.49222233415786715,0.013077152932811887,0.4641552843848636,0.2695885731213426
OTUD4,0.010780509244022863,0.0,0.21650143899982185,0.05435514769075915,0.0,0.610955872881696,0.7832539533088372,0.0,0.547145222463876,0.0,0.4391489568432797,0.11807667026257061,0.531623205423511,0.3708096317311746,0.3655723799276272,0.0
RAB34B,0.0,0.0,0.325544715954619,0.37450372221757583,0.0,0.3415722506804837,0.019561398291121433,0.0,0.4554913587928003,0.0,0.43651467262965654,0.09214045713587633,0.7226220825467607,0.17351437821014434,0.3772987665696924,0.0
SI:CH211-267E7.11,0.0,0.0,0.29336758300468946,0.5055116916011632,0.022444261738872325,0.3482360434726217,0.09146964555233877,0.0,0.590539842471245,0.0,0.3717707121742159,0.20459721431281014,0.6379923961508345,0.0724070124502527,0.46370204678688753,0.0
SI:CH211-130H14.6,0.0,0.0,0.035017431527743566,0.004748324977532673,0.1399445765568241,0.25430533659262167,0.29299080737076183,0.0,0.7083948049576557,0.0,0.38146670508482244,0.11590696635386503,0.5549702564074244,0.24326417451433743,0.5223642882354513,0.0
SI:CH211-195B11.4,0.05454262342192386,0.0,0.1741807648340196,0.016362843341248844,0.0,0.34436589103227777,0.23874223466050315,0.018032129408405737,0.7755012707928105,0.0,0.24588770621516892,0.14893554903710468,0.5161493379374421,0.25341968869201814,0.6673888841276303,0.0
SI:DKEY-261M9.17,0.0,0.0,0.07978937459536112,0.0,0.0,0.05360131953617229,0.5303000236226287,0.0,0.25157260616498944,0.0,1.677972227722303,0.11692089336349681,0.44890792417140674,0.21450554325591434,0.213656852479197,0.0
CR450785.2,0.06291589076552172,0.0,0.0190738951595886,0.0,0.21969604023662015,0.25622107969730024,0.25193669502391985,0.0,0.38313385779015263,0.0,0.47979801090743884,0.06467703027639334,0.4758115437108435,0.04956453159811768,0.7771140754120763,0.0
CFD,0.336507699309408,0.6430460388033703,0.0,0.17728731830370076,0.08962141374365905,0.11789096352565297,0.2872528866004553,0.15536037114833823,0.39030729634441236,0.06774886502883247,0.1754404369451944,0.02580133437786723,0.42640265753505463,0.051975115495521855,0.4442150164563112,0.2606484829890895
BX640584.2,0.005809995896360539,0.0,0.0,0.0,0.2232769464283294,0.3543662763547103,0.0,0.0,0.4611331204311776,0.0,0.24443540115202106,0.15711483573401855,0.6487558030855698,0.0998057666301666,0.6911740214134465,0.0
SI:CH1073-418F12.2,0.0,0.0,0.0,0.02927275076331153,0.16084790142470495,0.3043195285354707,0.08556162532938703,0.0,0.45660811725880374,0.0,0.20783211804008087,0.21405283163126357,0.5671295850909389,0.40493171497191405,0.537041873737951,0.0
SI:CH1073-159D7.7,0.2647075843227945,0.0,0.1036366389136495,0.11824084942238001,0.17174837035234172,0.526660503331198,0.6070075417293629,0.08400666876752197,0.5570358701966459,0.1769857865879227,0.9393969364185955,0.09158193650031188,0.20593023025013135,0.2690059210728065,0.1407816879124144,0.07391816154752741
DUT,0.0,0.0,0.16678061277292297,0.04380240818143843,0.042087428300326725,0.6213256476271664,0.6298912896340776,0.0,0.5125284033074176,0.0,0.2153383541406694,0.14309194867932057,0.40232941807259237,0.24622608538910715,0.5030026180540389,0.03870891572027059
ZNF981,0.0,0.0,0.0,0.1242311514422434,0.11206942300502819,0.45873323724114967,0.23417947577666226,0.0,0.6231177000928532,0.0,0.4808751102235375,0.0,0.19876325645063744,0.0,0.5958649036788987,0.023776277732707258
SI:CH211-113A14.16,0.14268101626864188,0.0,0.0,0.07864453736929665,0.15374897451498828,0.36384365118189016,0.7030245792528037,0.030553235739997676,0.7234593571508575,0.03852424377158391,0.5896737422263738,0.09202888429208603,0.4339397138239731,0.11945018544266069,0.29854510225007475,0.004051556427811341
SI:DKEY-6D5.4,0.0,0.0,0.3105172796130634,0.48403329063421985,0.0,0.2676284944159731,0.03637964500630634,0.0,0.6290606332631689,0.0,0.3733749881886515,0.20346988089638346,0.7845518178740459,0.08103515013213539,0.46662266745674663,0.0
SI:DKEY-23A13.15,0.06361363302737848,0.10698212510326986,0.0,0.14483810550386741,0.050242637860144414,0.4914435904186443,0.42076990280247,0.08014495372383078,0.23626883197662427,0.0,1.117067373071165,0.21272304909031914,0.5764402634757779,0.0047750338808253655,0.21240550345868459,0.2226298706441111
ADGRE10,0.0,0.0,0.14300279070499838,0.0,0.5936873877305765,0.18588606174406141,0.09229013110940074,0.06534796131021874,0.46213020819330797,0.0,0.34910395194426946,0.11827809481393065,0.6502567942097183,0.37915601176023245,0.5688061879881698,0.030369806415208037
CU655961.2,0.02707701865696426,0.0,0.003692715454470156,0.10529403583920859,0.5284972465465724,0.3678835930667225,0.44982072403689577,0.0,0.49896573963246194,0.0,0.13207486055445447,0.0,0.22976865572876823,0.0,0.44072790104848325,0.06753416626900265
SI:CH211-190K17.31,0.01494497944040365,0.0,0.09196409660563336,0.10030111376873647,0.26172879446437386,0.3020120048006265,0.15230026487086273,0.03189473596087152,0.29327808711557135,0.0,0.30870484920718216,0.17490410837541856,0.63341459424626,0.14708598522154975,0.8045483044503264,0.0
SI:DKEYP-3B12.8,0.0,0.0,0.0,0.06282824097099542,0.20703644918429684,0.46510684724477525,0.4267602343984691,0.0,0.36851699232944685,0.0,0.4046070486115297,0.06613898227231552,0.217587087492833,0.0,0.2023048440175331,0.0
FAM78BB,0.0,0.0,0.051603436405685786,0.07451041767858925,0.19614538576958362,0.05429012441611806,0.1532242245277452,0.0,0.43865027047418614,0.0,0.25006568778116495,0.14699369563141199,1.0000651241271121,0.20614034328538122,0.5875240546011016,0.010402820337938174
CABZ01111915.1,0.0,0.0,0.0036840272066164187,0.05812538762447208,0.20641524548135462,0.0,0.171758286853879,0.0,0.6762916902840409,0.0,0.1783277517238087,0.13648250594435873,0.45954124770541604,0.2226838441655751,0.6069897852059312,0.0
WDR21,0.0,0.0,0.0,0.0,0.29217934827947656,0.5287857845786179,0.04522353205170388,0.0,0.4990217204739244,0.0,0.448405890026142,0.1658403653943172,0.18353737540959547,0.05286904959455886,0.6913985143750787,0.15341255392689881
SI:DKEY-95P16.2,0.11920720611645902,0.0,0.0026618063170929535,0.16369442918282087,0.06194475240758567,0.15883829268641328,0.43832762716179385,0.09283536514488198,0.8234987057886131,0.0,0.19152693692122771,0.10789611341477204,0.582887582330223,0.0,0.5822055074253364,0.0
NCALDA,0.03547780151418318,0.0,0.1681003966653497,0.03333715839597932,0.18658149430519624,0.23939145874423956,0.0,0.05967250377216114,0.43519599642275025,0.0,0.40328714129971777,0.10446947979844966,0.8994620969304398,0.013646820402682173,0.7567371328259498,0.17751816676085302
SI:DKEY-15H14.4,0.0,0.0,0.04060361913574094,0.003916676170756408,0.19328772295293645,0.12539676703375705,0.13566102414166456,0.0,0.24151209304718285,0.0,0.33001572911909616,0.18693468665492002,0.799340828457945,0.2380703008093674,0.8039484698666393,0.0
SI:CH211-117M22.2,0.0,0.0,0.19372199569467058,0.0,0.22168379599219093,0.2769653170556187,0.6402101239080583,0.0013309267265883254,0.35242671520859814,0.0,0.5722217539664946,0.0,0.5717323395980393,0.2267934353498571,0.22523307714801508,0.0
SI:DKEY-23A13.18,0.3668739868529592,0.46255982692093756,0.07437886316528966,0.2479070924728648,0.14600843377093653,0.3290161685698827,0.48517881517914574,0.18893657991903584,0.4455878113874531,0.25979315264369635,0.41112058199712675,0.07710747056589952,0.2947468370436697,0.16276971756767222,0.08038575723225642,0.18876859883644712
NDUFB4,0.0,0.0,0.0,0.0,0.2258922869502114,0.0,0.2554838764580329,0.0,0.4537212845593742,0.0,0.09173901387783946,0.24626558427660972,0.3534089866865765,0.0,0.5564369235389373,0.0
MCL1B,0.0,0.10395995905350984,0.4915095626743122,0.10178504795486493,0.1608981277037344,0.2053598521859899,0.15374356864120442,0.02644974403890923,0.2885758365727668,0.0,0.49281764619346174,0.008391228882356048,0.684711870034022,0.24694796332088167,0.6179615478337384,0.09652314268895877
RPL6,0.0,0.0,0.1317575955190903,0.17858808026105344,0.06229338894470317,0.26291977356208374,0.5152472810898353,0.09900702641822824,0.6492325918085556,0.0014484881231879483,0.11833448095640607,0.20961832195112473,0.6699029289065509,0.06007902719499384,0.5486507993343274,0.13260640160842027
