,0,1,2,3,4,5,6,7,8,9,10,11,12,13
SI:DKEY-153M14.1,0.0006514639933076808,0.0,0.15320568663017642,0.0034512532933476847,0.0,0.5668688119964257,0.6904059326915686,0.0,0.4894774673676114,0.0,0.5393320807241738,0.10612498949440602,0.34310632107541345,0.3376986580306
FXYD6,0.0,0.2834562642066929,0.24702056164208594,0.12092633225828214,0.06351616953244194,0.6857440720470713,0.3811593955820759,0.05070966976273281,0.42253818456428616,0.1026989447445062,0.28131453225559483,0.29353070029971184,0.5744214191307387,0.0749079381647245
ZGC:158463,0.0,0.0,0.13010107614987765,0.022631138783579807,0.0,0.549830045395573,0.5945146808769111,0.0,0.5929067645310909,0.0,0.6403137553070172,0.13707938606470535,0.364197949078571,0.30834310193071035
SI:DKEYP-3B12.10,0.02446222232460451,0.0,0.15140737349217245,0.0031202290960399715,0.03968052404635102,0.5009677737667602,0.5427229588422948,0.0,0.6281609840263399,0.0,0.5357481330447198,0.1878200353956538,0.10168252909991651,0.3962587465821691
C1QB,0.2444597671999707,0.38881916327479454,0.265272168024699,0.25897516553464306,0.069207982307781,0.5267858074070602,0.6197664725763082,0.1687220985185097,0.34005776002935223,0.0995369787606779,0.20086641606625338,0.1518884104749583,0.35485269480980014,0.034010122589054524
SI:DKEY-108K21.12,0.0,0.0,0.0,0.04959245813953389,0.06388207537687723,0.5276920720119851,0.6164181898281257,0.0,0.42698579934965525,0.0,0.6883086718603257,0.21087962905344065,0.20421702792959734,0.21387512723511554
SI:DKEY-16M19.4,0.0,0.0,0.0,0.16397791563217298,0.0,0.3529793835093459,0.6037482709646259,0.0,0.7821114606139107,0.0,0.22680424310953257,0.0711355308548717,0.7248660689326832,0.0
ARL14,0.13293188259040853,0.44815318729565706,0.13070889647933642,0.21251977629967353,0.26723700459632777,0.28694113631509294,0.40597023489104733,0.2697865588787172,0.5208652356948118,0.10666842614261664,0.13147015084997404,0.0953543998197416,0.5422295152113688,0.023035517066665748
OTUD4,0.0,0.0,0.22697180066290698,0.0810220514386846,0.0,0.6353298082020996,0.8221413599431763,0.0,0.48080719193806604,0.0,0.6353659158124816,0.13513979083231512,0.37172830954159725,0.3810043152162406
RAB34B,0.0,0.0,0.2898150826853825,0.3854254488540179,0.0,0.5327489055172404,0.19640993142425062,0.0,0.3881980373389866,0.0,0.510960999489873,0.11974957675205562,0.5610320032284885,0.1103117188292202
SI:CH211-267E7.11,0.0,0.0,0.27712859911039384,0.5216518810601658,0.0,0.5199978743196418,0.18877516190705643,0.0,0.5057550603218821,0.0,0.4715457624711732,0.2362135202808498,0.6102832160013467,0.0313372552003683
SI:CH211-130H14.6,0.0,0.0,0.02669113071630119,0.03525502002492104,0.0,0.4321222608641454,0.3425985712730276,0.0,0.6576727766732571,0.0,0.4442962859406945,0.12777550670884444,0.6448741349200935,0.2358045269275235
SI:CH211-195B11.4,0.009861496672483058,0.0,0.17002426694492004,0.06591266646767192,0.0,0.4685612750346554,0.2506160874713087,0.025810422649792986,0.7239815390592503,0.0,0.3546443193566857,0.1679363246049871,0.7176141119432836,0.2745145413001756
SI:DKEY-261M9.17,0.0,0.0,0.0,0.0,0.0,0.0,0.7547332739476313,0.0,0.03763839401147028,0.0,1.7131197338106354,0.08796785823694232,0.30008343478862454,0.1253927959875551
CR450785.2,0.06953706043815469,0.0,0.017872473729169884,0.0,0.0,0.34452897750522776,0.2621444657964337,0.0,0.2964005162440386,0.0,0.5839766021316958,0.0746389760401034,0.9074840604146818,0.0467866846232376
CFD,0.26612798813442523,0.6871653469421761,0.0,0.20610552956579065,0.212713430741453,0.27279049214466106,0.33706740409593605,0.11966219519709444,0.4317824231495645,0.021293470611929145,0.1918261830286388,0.03615822129866341,0.511938042093035,0.05820767067545756
BX640584.2,0.0,0.0,0.0,0.0,0.04570032917034308,0.6136508507533761,0.0,0.0,0.4435096767046904,0.0,0.2915154782228869,0.19051542207126687,0.8807930324115208,0.11079453826919941
SI:CH1073-418F12.2,0.0,0.0,0.0,0.042595279213665654,0.0,0.49785639851551744,0.13240041398755528,0.0,0.4178699231300073,0.0,0.2912970019877378,0.24217235126509068,0.692808986215367,0.3871235446950617
SI:CH1073-159D7.7,0.3207405094614825,0.0,0.1101907003730964,0.12292976074748058,0.09836790565923753,0.3316343221059813,0.6735137026167215,0.08603428904473208,0.40014249566936805,0.1499785284127703,1.1203201277784032,0.06520556728082579,0.12737462341628333,0.2643406694028385
DUT,0.0036458107027348735,0.0,0.19901223734938558,0.06864286197776842,0.0199527706451491,0.6673927898100269,0.5718069987120803,0.025705404263957184,0.4505741159199189,0.0,0.3753224954612888,0.16876620740344794,0.4785934583610179,0.2884736604233897
ZNF981,0.0,0.0,0.0,0.13775373637426175,0.05373661284759984,0.4369385546121321,0.14914599810866253,0.0,0.5099152848038627,0.0,0.6108281829865485,0.0,0.5865170339439144,0.0
SI:CH211-113A14.16,0.14424332132484902,0.0,0.0,0.10509661647758145,0.05359792547372315,0.36670668302996884,0.7536995751139453,0.025060234370332012,0.6307206277780024,0.02155738003022989,0.7381973830351202,0.08935268215619017,0.36489296373908725,0.11474198687435215
SI:DKEY-6D5.4,0.0,0.0,0.2746303678363569,0.5115694914718212,0.0,0.511989337764281,0.1979842765883696,0.0,0.5569775045209108,0.0,0.4533583074163433,0.2348825775022055,0.6586681482668206,0.01083131784274074
SI:DKEY-23A13.15,0.0,0.15229245267405128,0.0,0.11314022778816059,0.16226869034580724,0.578547904035962,0.5840572542009496,0.06615871000461147,0.12352265335608309,0.0,1.192173921591928,0.23939155258869488,0.30425237255178267,0.0
ADGRE10,0.0,0.0,0.1433379309324356,0.0,0.27750542505555287,0.4183595905501654,0.22337285139405802,0.0,0.4340581464643563,0.0,0.36722051240261555,0.12120077155472785,0.8605189600539908,0.3470757470443988
CU655961.2,0.055742388307084216,0.0,0.05609608486085384,0.08209947589061894,0.303210607674361,0.40809523346619686,0.37464172651690036,0.0,0.4557703878119806,0.0,0.2303797725978827,0.0,0.5211300118703239,0.0
SI:CH211-190K17.31,0.024593692456671534,0.009348610838682768,0.09319311797336317,0.0938493105778717,0.0,0.5219142514960602,0.1871681292672265,0.0,0.2600023291872801,0.0,0.3841945112617728,0.19929773293046668,0.9890295380135068,0.13649264158486835
SI:DKEYP-3B12.8,0.0,0.0,0.02330517759617685,0.054217070930371494,0.0,0.45363976748524343,0.3856817776249288,0.0,0.28924489091411354,0.0,0.5438682460043782,0.06625956254939697,0.27851060300504377,0.0
FAM78BB,0.0,0.0,0.002677264693704619,0.1133672984578051,0.05514177344472814,0.5119056109428463,0.35500161317076123,0.0,0.46661216030729497,0.0,0.18635967075673687,0.18622907970337818,0.8706609229884468,0.14962276943249722
CABZ01111915.1,0.0,0.0,0.0,0.10234725477839036,0.0016090742357384369,0.15941243324437487,0.2122708166994807,0.0,0.6354751033413986,0.0,0.18553890313239166,0.1320835919886414,0.7679653229725162,0.23099253618990695
WDR21,0.04191518428658152,0.0,0.016339465001534024,0.0,0.19806319741327863,0.4474954789537197,0.0,0.02726447625024981,0.3724977855058829,0.0,0.6077165934275521,0.16340516057037827,0.6956184292231532,0.10055119211087912
SI:DKEY-95P16.2,0.06969695609580766,0.0,0.0,0.2179175849953048,0.0,0.3606976855849104,0.458435527569979,0.07820696973712193,0.8096572224639708,0.0,0.25187129609107844,0.11981167634637346,0.6969775047140905,0.0
