,Module 0,Weights 0,Module 1,Weights 1,Module 2,Weights 2,Module 3,Weights 3,Module 4,Weights 4,Module 5,Weights 5,Module 6,Weights 6,Module 7,Weights 7,Module 8,Weights 8
16,FAM78BB,0.9214849906518143,KLHL22,1.3592988224328382,FTR83,1.2522454728644925,ATP1B3A,1.0444727888215541,SI:RP71-45K5.2,0.8403795003559312,SI:DKEY-58J15.10,0.912336807201688,DUT,0.9539154477070187,H2AFX,0.7079553880985388,PLEKHN1,0.729109912533662
17,ADGRE10,0.920616835465963,NRXN1B,1.3517974314619405,FA2H,1.236830433406277,PRICKLE1B,1.0274676147166752,ANKRD12,0.8341253937108616,HSD17B2,0.9061463017760971,KIAA0101,0.950872451154505,PCDH1B,0.7073123566209618,RASL11B,0.7261149231515276
18,RAC1A,0.9204389647168193,PON1,1.3341420794469803,EVPLA,1.235887496755754,HES6,1.0080457316339737,BOKB,0.8124363078745276,NCOA7,0.8971767295225407,RPL12,0.9493421295259573,CABZ01070258.1,0.7049325566270971,SLC4A2A,0.7120525121413797
19,WEE2,0.9167921800080145,CABZ01001464.1,1.332850676962819,KLF17,1.2323935298984094,HER1,1.003916379486267,ZGC:56231,0.8052174285999629,RYR1A,0.8845827538809178,SI:CH211-113A14.16,0.942521757776841,ZGC:163040,0.7032571867455764,CDKN1A,0.6974742857672146
20,SKP2,0.905613762786653,CPE,1.3034462117943781,MGLL,1.227249039196597,APOC1,1.0019532529645765,NEK2,0.8029832162184314,PARP6A,0.8843727016825988,SI:DKEY-261M9.17,0.9425036153891947,TIAM1B,0.6999740497870858,E2F7,0.6678854243784135
21,BIRC5B,0.904474925780031,CYR61L2,1.2695057619897496,SI:DKEYP-67A8.4,1.2124202895987757,SP5L,0.994050054084441,LPCAT4,0.7998400496289909,BX546500.1,0.8803258207476011,SI:DKEY-234I14.20,0.9403184362951986,SI:CH211-139K8.4,0.6976386402237829,GATA2A,0.665745601236135
22,ZNF986,0.8992277181077107,SETD2,1.219485649858985,FUT9B,1.2010340745545625,VED,0.9606665826641845,GRA,0.7948991771987652,RNF213,0.8776504856837655,CDKN1BB,0.9318570537303484,PFKFB4B,0.6928858720943268,SI:DKEY-204L11.1,0.6649605096698219
23,ZGC:91910,0.8975806581502349,MLXIP,1.2167709151429795,FTR82,1.191052739378347,MSX3,0.9565961439475563,MAP7,0.782568557455118,ZNF644B,0.8648984189902696,U1,0.9298341904144879,ZIC2B,0.6925776727463965,SZL,0.6530342270483918
24,SUPT4H1,0.8965962830948615,SI:CH211-241E1.5,1.2150220982120699,GRHL3,1.1892538408438633,ARL4AB,0.9417091986035913,SI:DKEY-163F14.5,0.7790898827914078,PDLIM5A,0.8636309031460875,SI:DKEYP-3B12.10,0.9289363398540255,TCF7L1A,0.6901269589420516,SI:CH211-239D6.2,0.6070425392477495
25,DDX17,0.8934168130441486,SI:CH73-46J18.5,1.2009550722525093,CLDNB,1.1831811737271694,LEF1,0.9319539407853321,CNOT4B,0.7770678498547814,CSF1RB,0.8591960240316614,CLIP4,0.9285390632351374,CDH2,0.68844354645808,HSD17B2,0.6041992907787205
26,PRMT1,0.8903515770591071,ZNF1068,1.195925495731402,PLEKHF1,1.1721080092243,LAMB1A,0.9058928993927924,RGS14A,0.7764366062141135,JAKMIP2,0.8529974904505806,SI:CH211-113A14.10,0.9131717049432388,RGS3B,0.6835316911739412,RGS20,0.6006636443298881
27,FKBP7,0.8861442658284987,ZNF1057,1.1738226575410164,CYT1L,1.1612064725094913,WNT8A,0.8982011575561231,RPAIN,0.7632753609552513,KLHL22,0.8465057350945799,SI:CH211-272F15.5,0.8996739613139784,KIF26AB,0.6832895459077761,RPS27.2,0.6005738162553019
28,ASB11,0.8767134815262154,POLR2A,1.1707144483401315,ZGC:153911,1.15425903019629,SI:CH211-279M15.1,0.8927033105025941,CHD6,0.762334495368099,BAALC,0.8459719463589441,SI:CH211-7C8.2,0.8994085237680306,CX43.4,0.6737150967630279,BCL3,0.5953716981081777
29,THY1,0.8729376306229517,CHD7,1.1672670520586765,PERP,1.143807041334784,SI:DKEY-149I7.2,0.8812289778216603,RRBP1B,0.7596949120213966,CR361561.2,0.836323957813789,SI:CH1073-159D7.7,0.8993846895458611,ZNF319,0.6690132561306404,SNX11,0.5865646428377213
