,0,1,2,3,4,5,6,7,8,9,10,11,12
SI:DKEY-153M14.1,0.04671001203888937,0.0,0.15387219838383964,0.014186663352754954,0.0,0.523233843049421,0.751392452000082,0.0,0.38751885273006426,0.0,0.6387974870889254,0.09528237684638859,0.3394813355444528
FXYD6,0.0,0.27062803997882323,0.25177502041689614,0.1521422266237666,0.059725061197475865,0.7142290481421605,0.32706721579738113,0.058347178736331586,0.43313189490459614,0.0903591038074045,0.36213785303483564,0.3013435957202453,0.47236644960358065
ZGC:158463,0.044317899032040815,0.0,0.134087117678927,0.03379413803318374,0.0,0.48312027011462516,0.6617082935442389,0.0,0.47029716978523467,0.0,0.7660563400884053,0.12563000560842894,0.3393239976686837
SI:DKEYP-3B12.10,0.11230927625199061,0.0,0.16594409205661267,0.010810516337008198,0.01222717508902274,0.39110967901945703,0.648021052262095,0.0,0.47170925978866673,0.0,0.668176150914624,0.16698505038377337,0.11350641166491561
C1QB,0.22442936611629186,0.38894782962890395,0.25025309172417726,0.2771420363352854,0.07678344283555469,0.5835160182637255,0.5620634659495549,0.16914475464728956,0.3930615519969381,0.09160676364716609,0.20756481348925804,0.15746119535247532,0.28505053796178
SI:DKEY-108K21.12,0.0,0.0,0.0,0.05700243618152907,0.0687660556341245,0.5113830793193657,0.6329258223447211,0.0,0.3405968330094715,0.0,0.7473295906416308,0.21416148860029366,0.18478329902651183
SI:DKEY-16M19.4,0.0,0.0,0.0,0.1979029163955534,0.0,0.3996068062516215,0.5433304004919594,0.0,0.8172730715867674,0.0,0.31909159177703655,0.07618365201032934,0.5734003379010633
ARL14,0.10460086932731068,0.4437939392884251,0.13050170821491147,0.24189003006150847,0.272599209554289,0.3409395693999692,0.3460188307270227,0.2715988984247144,0.5682265800970335,0.08812706557967015,0.17700294907148328,0.10321759453123648,0.4590397746064337
OTUD4,0.03775883717385229,0.0,0.2258289072751028,0.09165204105787207,0.0,0.6002031547733069,0.8922992904213765,0.0,0.39038529341485056,0.0,0.7212783230834805,0.12693342350230669,0.3650120678871407
RAB34B,0.0,0.0,0.2974824630230559,0.3984315863591247,0.0,0.5379854442260975,0.16120312425197802,0.0,0.35637040379865714,0.0,0.6178758808873175,0.13233899591905326,0.4593137059479075
SI:CH211-267E7.11,0.0,0.0,0.2778166634266014,0.5393003337844288,0.0,0.5061256442901413,0.1521470158642054,0.0,0.46182189531516527,0.0,0.6122687878697746,0.24818346653214565,0.4824295949733796
SI:CH211-130H14.6,0.0,0.0,0.03858800259939536,0.059358188196545425,0.0,0.43638580841548985,0.33251131081519175,0.0,0.6204120333156187,0.0,0.5575654822048376,0.12955598950500072,0.5826128492159713
SI:CH211-195B11.4,0.03421802488757825,0.0,0.17688507892949143,0.09184678899935644,0.0,0.4359195612980095,0.27136708464613357,0.010196921340214715,0.6834168992748049,0.0,0.5040174022683683,0.15964329700937457,0.6547750937245286
SI:DKEY-261M9.17,0.0,0.0,0.0,0.0,0.0,0.0,0.783931735790926,0.0,0.0,0.0,1.5910976601158393,0.09470181722528441,0.30012751466604237
CR450785.2,0.06038602394063475,0.0,0.0,0.0,0.0,0.3612365340181818,0.24726467260086032,0.0,0.3140214186416763,0.0,0.6654804506997487,0.08103949057542918,0.8220069772043088
CFD,0.24675058482301607,0.6765313819213435,0.0,0.22881001728842643,0.22881262346295647,0.304443964243459,0.3050452600095988,0.11961942287731138,0.48941153144654237,0.029629879933003783,0.2024703703721852,0.0357109790533157,0.4471178496768764
BX640584.2,0.0032519194032256536,0.0,0.0,0.0,0.0293710405659688,0.6099710686268665,0.0,0.0,0.446343650507645,0.0,0.44288547423534097,0.18578032984198528,0.7780248353052504
SI:CH1073-418F12.2,0.0,0.0,0.0,0.058489769104197495,0.0,0.4880605589391175,0.1518832887490515,0.0,0.40501755681320756,0.0,0.41757625463920384,0.24216105284052664,0.6828434893903889
SI:CH1073-159D7.7,0.3306777155068017,0.0,0.10383307462563378,0.10030205137531364,0.11140720447133784,0.2589294049916068,0.7516953071354399,0.07143637337231204,0.2615224306717595,0.18678301843647663,1.1604222529363952,0.05908813244107062,0.15816765050463658
