,0,1,2,3,4,5,6,7,8,9,10,11,12,13
SI:DKEY-153M14.1,0.0,0.0,0.12118229907838138,0.0,0.0,0.0,0.5867475606958474,0.0,0.9217549948580456,0.08150465418565989,0.46119673297376,0.4452468705560986,0.06359063824419231,0.2649791623470825
FXYD6,0.0,0.29319073409623464,0.22978280332060697,0.12228998785331073,0.021297423731474988,0.09660931092246718,0.682961504598404,0.12020961703064413,0.40355910573043013,0.2922250726936335,0.26410817351278865,0.6461755888311509,0.17812260458353882,0.137948381467447
ZGC:158463,0.0139924634695024,0.0,0.13798427115439907,0.0,0.0,0.0,0.5316417666595307,0.0,0.9139732730777156,0.10682618986645899,0.5489877979516342,0.5394687060135182,0.0636896424612008,0.15385173048413384
SI:DKEYP-3B12.10,0.06533746827073966,0.0,0.16368561023502257,0.0,0.006446806178218857,0.0,0.45934706766192174,0.0,0.9629201298094925,0.15351735195835906,0.43353156817464245,0.33713339289454,0.0,0.12677227183120063
C1QB,0.10130927392290953,0.5204914171124764,0.2279666413053763,0.13921683527729709,0.028435266512434828,0.06751041847265471,0.6269875376102123,0.03520222976455129,0.6408382621939875,0.1445240083482304,0.24939445194410384,0.5060877371118071,0.06695073814142702,0.1800541577273344
SI:DKEY-108K21.12,0.0,0.0,0.0,0.04660834987657062,0.0,0.0,0.5412752857761411,0.0,0.8182849312749539,0.19739486050924426,0.6439220936314386,0.32674616913821686,0.07872038403886994,0.11444562229788639
SI:DKEY-16M19.4,0.02217522831277597,0.0,0.0,0.10567579420291015,0.0,0.02553614719124746,0.3405374334327324,0.05412576749989472,0.8164533954070564,0.03105085021327943,0.1620395774722341,0.9872528101938148,0.0,0.0
ARL14,0.12582064777262883,0.4394723257367294,0.13071331511117434,0.18399016026705922,0.2912444704680234,0.12059781937462494,0.30767524623060805,0.3132027116898373,0.4596732924313179,0.08699957497294385,0.10875885342858146,0.6195623933460113,0.17045516825471765,0.14210853784668656
OTUD4,0.020597738272509117,0.0,0.21187175358420965,0.020468421551251878,0.0,0.0,0.6713332951318552,0.0,0.9978365230561141,0.10454620310918879,0.5588380188577622,0.5417724271259864,0.0,0.24059640195734555
RAB34B,0.0,0.0,0.34337879992606446,0.384078402266522,0.0,0.0,0.4954465531674802,0.0,0.3167888979388843,0.09796617994023578,0.47027244383318306,0.7529022278821688,0.0,0.016482029392287524
SI:CH211-267E7.11,0.0,0.0,0.3274631370480238,0.5239110650430168,0.0,0.0,0.45222873982192136,0.0,0.3882271823035399,0.2061864729220303,0.41726999552596483,0.8335721590061217,0.013784876941127927,0.0
SI:CH211-130H14.6,0.0,0.0,0.03759344215987858,0.04230662503316794,0.0,0.0,0.38555791627301805,0.12394335011237498,0.5450068674160012,0.10360357298890711,0.40430765687023995,0.7871689882082105,0.14716610917136566,0.15768696887143832
SI:CH211-195B11.4,0.07558733511171409,0.0,0.1669260848168725,0.04938000730192868,0.0,0.0,0.3946142302115683,0.16298212633602427,0.5118535729693932,0.11770604266263357,0.3033158306664636,0.9189971350719605,0.0,0.22435528103581906
SI:DKEY-261M9.17,0.0,0.0,0.06052434942663295,0.0,0.0,0.0,0.06914408753514062,0.0,0.7321150505611775,0.08320297848123356,1.604104224784897,0.319374358175866,0.006890284478775713,0.0
CR450785.2,0.04178423281123258,0.0,0.007529698330028378,0.0,0.0,0.0,0.3430998119608903,0.0,0.2666798796399288,0.05932840997281635,0.5433730388176211,0.9336982708182657,0.16969215687591255,0.15885324152124644
CFD,0.31509896351061817,0.6562600370321323,0.0,0.1697548051443255,0.23165650121013984,0.029412437114248027,0.2771137643459224,0.20752686506340337,0.3817609447470878,0.0242436343908047,0.17420102619934283,0.5745441349202748,0.11023130714574154,0.13346173535438288
BX640584.2,0.059578442240687736,0.0,0.0,0.0,0.0,0.0,0.511790032188028,0.022898942243739152,0.11628528191771585,0.1527139875120766,0.3032710824056246,0.9606711246798306,0.20713008843862732,0.12561676607373834
SI:CH1073-418F12.2,0.0,0.0,0.0,0.027783673041136284,0.0,0.0,0.43711907192410293,0.0,0.2888289911326883,0.20685801650732386,0.2849256547938696,0.7900721937734133,0.13671026055248334,0.29069397218902926
SI:CH1073-159D7.7,0.2584728779597559,0.0,0.11471642087723329,0.07565225135069702,0.08349352462273446,0.26951600518290453,0.36807162515715747,0.08406747098019803,0.9159769427898405,0.053786559631156666,0.9910962510704494,0.22040838445537894,0.11634648199182354,0.17989936157843145
DUT,0.01151808415564727,0.0,0.18161277745618024,0.02273789694201428,0.08130152612628493,0.0,0.6805588309639055,0.0047355188633768,0.7177111930596101,0.1412148951073,0.3438279157813655,0.6081965080828439,0.0,0.22876310429800187
ZNF981,0.0,0.0,0.02628282967526495,0.14868554727889974,0.028371404240896403,0.0,0.3760549334376908,0.06100160304039529,0.377439903460905,0.0,0.5682863698248314,0.7181364446244896,0.0987329343228581,0.0
SI:CH211-113A14.16,0.11633684470928973,0.0,0.002671849626246864,0.04732726961053387,0.025181081979440145,0.1351057092872185,0.36661821712060616,0.0663426974964167,1.0146979609661273,0.067312578771467,0.6228146897967771,0.5554892516184523,0.12774128895188344,0.0
SI:DKEY-6D5.4,0.0,0.0,0.33893181483513657,0.5065818739633607,0.0,0.0,0.4479597676374314,0.0,0.39418855749733756,0.20212828316325948,0.39541002361311695,0.9079761459948912,0.0024191076265215423,0.0
SI:DKEY-23A13.15,0.0,0.17882000599151315,0.0,0.09259105788696265,0.16303012451637983,0.0,0.6374295309007523,0.0,0.5760995040027213,0.24126759515695528,1.1360244819620215,0.3556484984377497,0.11127681413401094,0.0
ADGRE10,0.0,0.0,0.11923770137689,0.009110841632773195,0.013064782946642801,0.0,0.38034605309834923,0.0756860788925681,0.2870192714740069,0.1142022052946762,0.3959833368748205,0.828040771055486,0.5977497840950585,0.29977538902272227
CU655961.2,0.07827867379409101,0.0,0.04084801195078982,0.08737417634544024,0.10654860611273971,0.0,0.3825583538310812,0.0,0.5181046289070901,0.0,0.19301259442089924,0.5665102703717041,0.46993954605399674,0.0
SI:CH211-190K17.31,0.021609865051657073,0.01474739989710181,0.05725879790419667,0.07106700668248585,0.0,0.0,0.49093636319918144,0.0,0.14220809058230938,0.17974538901998582,0.38905633634313747,0.9890462172113446,0.22315648819806935,0.23799554604574533
