,Module 0,Weights 0,Module 1,Weights 1,Module 2,Weights 2,Module 3,Weights 3,Module 4,Weights 4,Module 5,Weights 5,Module 6,Weights 6,Module 7,Weights 7,Module 8,Weights 8,Module 9,Weights 9,Module 10,Weights 10,Module 11,Weights 11,Module 12,Weights 12,Module 13,Weights 13,Module 14,Weights 14,Module 15,Weights 15,Module 16,Weights 16
10,VED,0.9259545926491052,FNIP1,1.8040976086671126,EPS8L1,1.2652043619628857,GBX1,1.3181835492524467,CR450785.2,0.7768907857820708,RNASEP_NUC,0.7511275349112367,SI:CH211-113A14.16,0.7203901463442286,ZEB1A,0.7951907456441527,FAUA,0.6838238328698792,HSD17B2,0.8657134288519515,SI:CH211-113A14.15,0.9451361814483397,TP53INP1,0.8614593133637493,RBM4.3,0.9040416461483538,KIF18A,0.6068745113804183,ZNF1031,0.5929482688799858,SI:DKEY-234L24.10,0.6523069545320029,SI:DKEY-11O15.10,0.7870309778104265
11,BAMBIA,0.8852215676785682,NME2A,1.7524911142398656,CLDN23,1.2584868738752442,ZNF503,1.2199219556312741,SI:DKEY-156K2.3,0.7580405965301492,SI:DKEY-211G8.5,0.7169582715064055,RPL35,0.7172602167052012,TCF7L1A,0.7913741637243022,SI:CH211-130H14.6,0.6817288007870503,CPE,0.8641308678552357,SI:CH1073-159D7.7,0.9323774721342194,SESN1,0.8110810934341914,SI:CH73-1A9.3,0.8768948379141631,FBXO30A,0.6005251994017451,ERCC8,0.572740452589223,ZNF185,0.6420584248485706,SKA2,0.7579038492013344
12,IPO9,0.8794828400056774,GPRC5BB,1.7291346821912252,CEBPB,1.2469291828542342,DLD,1.1636658019839767,SUPT4H1,0.7380232119906429,ZNF995,0.7099142945294528,RPL27,0.7118191204496404,PRDM14,0.7847875090682913,SI:DKEYP-3B12.10,0.6807135475181761,CNNM1,0.857333492321883,GBGT1L4,0.8330169945182223,CDKN1A,0.7875155729631826,FTL,0.8729650817409168,ZGC:113425,0.5884911481281169,KAZALD2,0.5710234120514532,PLECA,0.6358806864786002,OTX1B,0.753841956294694
13,ARID1AB,0.8659812703589825,HNRNPA0B,1.7098338779697762,CLDNB,1.2279867802388043,APOC1,1.1506600269484246,NCALDA,0.7376999719291457,TM4SF19,0.7047845247518962,STM,0.7065576137592082,NOTO,0.7722601181914901,SI:CH211-113A14.16,0.6767733820129246,NRXN1B,0.8518855872331351,SI:DKEY-261M9.11,0.8178107869211182,ZGC:64022,0.7738171455819765,NCALDA,0.8729202456936874,AFP4,0.578866588490003,SI:DKEY-261J4.3,0.5701563575092652,CABZ01064859.1,0.6336952124108647,BOKB,0.740795957513745
14,UBR5,0.8631024402191974,ZGC:173587,1.5036046604312645,SI:CH211-125O16.4,1.2085952958709303,ZIC2A,1.130789293871481,BX901907.2,0.7359550999241532,SI:CH211-212K5.1,0.6937351447074008,SLC35A4,0.7024208615027344,LFNG,0.7635575515957248,SI:CH211-222L21.1,0.676410732497624,KCNK4,0.8323224131695729,HIST1H4D,0.8099583106235412,EXO5,0.7400436100953564,SKP2,0.8201457677068918,SLC3A2B,0.5785968292786049,ZGC:56231,0.5672213617186367,CNNM1,0.63124396350334,BMI1B,0.7251385979132174
15,KRCP,0.8103821223511634,PON1,1.487572770986256,SI:DKEYP-67A8.4,1.1868736226296792,VED,1.1159253354329586,SI:DKEY-47K16.4,0.7321605315187815,SI:DKEY-193H7.5,0.689131709715889,LYRM2,0.6994764434044307,GSC,0.7611833280213887,POLR3GLA,0.6725096818629211,SI:CH211-171H4.5,0.8292543026340503,TRIM105,0.7820421303591156,SLC4A2A,0.7331796837414325,WEE2,0.8150990870713638,METTL22,0.5696576080409681,CU655961.2,0.5539932230516168,SI:CH211-276A17.5,0.6018038892966048,KLF2B,0.716448182362082
16,VENT,0.8067760014003172,CABZ01001464.1,1.4277287236316387,MGLL,1.1609532553952162,IM:7138239,1.0978214447487376,CT573263.1,0.7311884547016863,CR812792.1,0.685492576887049,SI:DKEY-261M9.15,0.6937411595967697,NET1,0.750839839580045,FP236812.1,0.6618341101498494,GBP3,0.8238920793869259,SI:DKEY-108K21.21,0.736790188150258,SI:DKEY-204L11.1,0.693349828449644,MALAT1,0.7984462662296841,SI:DKEY-93M18.3,0.5635207161018988,CLDND,0.5512920463039606,TRIM25L,0.6010921194212611,TRIM35-29,0.7016188063875113
17,KIF20A,0.8049624516452758,KLHL22,1.3493312379556726,ZGC:193505,1.1603391971779777,NHSL1B,1.032230705928337,BX005448.2,0.725716905815614,PGAM1A,0.6651462763364062,SI:CH211-194E1.8,0.6903453482419439,CDH2,0.7502699961889826,SI:DKEY-47K16.4,0.649897268302866,NFKBIL1,0.8197118458504375,SI:CH211-113A14.26,0.6897828276359675,PLEKHN1,0.6870166459867,SEL1L3,0.784682982051523,CECR1A,0.5608147458221565,NPLOC4,0.5512672629818627,RNF220B,0.5996455957504307,NEK2,0.6869495001070021
18,POLR2A,0.8023027363675489,SI:CH211-241E1.5,1.3240961557843376,FUT9B,1.1575317450886926,ATP1B3A,1.0079486310526107,SI:CH211-271G18.4,0.7199099212506773,TMED9,0.6648494916178419,PSMA4,0.6807771336245262,CST3,0.7430928352655606,PRDM14,0.6494400280255991,JAKMIP2,0.8194858027522057,SI:DKEY-146C18.5,0.6811451457644636,SI:CH211-239D6.2,0.6827543633403995,SI:DKEY-15H14.4,0.7785553586154813,FTR82,0.5603284616928662,BTG4,0.5471329211116359,RHD,0.5989083993883089,WDR62,0.666791874810267
19,MAP3K1,0.7996165668986254,NRXN1B,1.2825187889843004,FA2H,1.1493415956457411,HER1,0.9839217947788693,ASB11,0.6965403475115206,EIF5,0.6644836101426805,SI:DKEY-151G10.6,0.6804874978159768,LRIG3,0.7093157166334181,ZGC:158463,0.6492352369300766,GRB7,0.816737869154278,BX324216.1,0.6556568000813386,E2F7,0.6655624899976802,UBE2V2,0.7599038767725633,SI:DKEYP-117H8.4,0.5559141064856081,TAOK3A,0.5409096668398974,PPL,0.5976947818031184,CHD6,0.658645656795345
20,FGFR4,0.7987731883640122,DDC,1.275886287491717,GRHL3,1.1443361460548829,HES6,0.9825579751078309,BIRC5B,0.6965214632853861,SI:DKEYP-14F10.3,0.6611181580868749,RPL39,0.6768648311549375,SOX2,0.6786698759244069,SI:CH73-110P20.1,0.6476361731777037,SCOCB,0.8086713512303668,SI:DKEYP-14F10.3,0.6546617287004239,IGF2A,0.6650526930469228,SI:DKEY-6D5.4,0.7537031592804335,SI:DKEY-1D7.3,0.5525064881903061,SI:RP71-45K5.2,0.5394682005040162,UPK1A,0.5877994536676402,ANKRD12,0.6564083552561183
21,LRRC8C,0.7984308568253867,ZNF1068,1.2656069034918849,ZGC:153911,1.127500587400399,PRICKLE1B,0.9807286132409431,ZGC:173702,0.693386846308001,SI:CH211-268B13.3,0.6605148844901872,RPL11,0.6756076033744483,DACT2,0.6761668847240364,NNR,0.6458512822340925,BAALC,0.7870735401711416,SI:CH211-113A14.18,0.6500436736319716,BCL3,0.6646092543197998,ZGC:91910,0.7319761299548669,TARS2,0.5430660847289617,CLDNG,0.5377320814907279,TMEM8C,0.5849614363089379,ZGC:158852,0.6545867311606777
22,DPP3,0.7915051777086629,SI:CH211-168H21.2,1.2618116743463874,FTR83,1.1200962200509874,ARL4AB,0.9789316047303899,BX640584.2,0.6884283745801071,SFRP1A,0.6566476914001682,RPS17,0.6750162023847882,ALCAMB,0.6719793025743609,KRT97,0.6402781141242486,FTR36,0.7735974126717292,SI:DKEY-108K21.12,0.6395215862976326,SNX11,0.6586028462885661,RPS18,0.7297452238420963,SLC7A8A,0.5426233693826279,SI:DKEY-221L21.2,0.5346614213786519,ESRP1,0.584776017423804,CLDNG,0.6452173024006144
23,CRABP2B,0.789295344754402,SI:DKEYP-79B7.4,1.2195637346835928,ZNF185,1.1170681408766205,MSX3,0.9777991770859712,ZNF1063,0.684589885594388,ZNF644B,0.6551512412289834,TMEM258,0.6725760935997476,SLC38A5B,0.6692695907295751,CABZ01111915.1,0.6397362037989395,SI:DKEY-58J15.10,0.7730656863873471,BX511215.1,0.6352909263783231,ISG15,0.6549853256157776,SI:DKEY-16M19.4,0.7253464808213241,ZNRF2,0.53921625562674,CTH1,0.5309934163139045,FA2H,0.5758048248720528,COIL,0.6444311401344898
24,KAZALD2,0.7813741824227907,CPE,1.1947603786999998,FTR82,1.111458379063328,SP5L,0.9636967994709694,SI:RP71-45K5.2,0.6823815100201459,CR361561.2,0.6550336740381142,NNR,0.6619762573179134,AMOTL2A,0.6645006349371984,SDC3,0.6365557195317124,HCK,0.7695905246438979,SI:DKEY-13M3.1,0.6083766495801921,LNX1,0.6512785714648496,SRSF1A,0.7225889634335543,MAL,0.5376345979553546,FHDC3,0.5202397550055486,RAPGEF6,0.5595904348758702,VAT1,0.6420232415026853
25,BMP2B,0.7708412062078035,CR318603.2,1.181499738297677,PLEKHF1,1.1056464105306494,SZL,0.9552707952158938,WDR21,0.68086128124495,HS3ST3B1B,0.6478394596949232,SI:CH211-272F15.5,0.6591599300281901,IER2,0.6569424749536179,RPS15A,0.6329896691774128,CABZ01009880.1,0.7608806081607937,SI:CH73-275M14.1,0.6075101023421892,RASL11B,0.6084484957317099,RAC1A,0.7192720221471635,DUSP4,0.5333313069258101,MYCN,0.5179001167346056,GBP3,0.5565100847626238,DAZL,0.6390223249320963
26,CAPRIN2,0.7670923117826739,ZNF1057,1.1541333245624945,ELOVL1A,1.0977441020821703,LEF1,0.9414846817308873,ALDOAA,0.6707787219315313,MAP7,0.6470638244245627,GTF2H5,0.6582150147052965,RASGEF1BA,0.6479179682012963,ZGC:113984,0.6307793727340718,KCTD5,0.7600027470588557,SI:CH211-113A14.16,0.6012837498789472,RGS20,0.6025673112644773,ELAVL1,0.7178423000508208,CABZ01002768.2,0.5316517058826926,UGCG,0.5175133570968937,MYO3A,0.5529753617582208,MID1IP1L,0.6323625912585541
27,SI:CH73-368J24.14,0.7646735002300405,HUWE1,1.1448789322079032,PERP,1.088757031917958,VENT,0.9257871827185178,SPAW,0.6707120047763983,ZNF1136,0.6436849226628517,RPL23,0.6533406103129621,FSCN1A,0.6410403068361646,PRDX6,0.6306132179711553,PHYHIP,0.7538829093966132,SI:CH211-117M22.2,0.5987292357265483,GADD45AA,0.5905260431856504,PRMT1,0.7150025316304727,KLF17,0.5309058884235139,HSP70L,0.5146645348015894,SI:CH211-166A6.5,0.5495470106927471,FHDC3,0.6262907105096066
28,HIST1H2BA,0.7581484952989683,ZNF1080,1.1193596246159057,CLDNF,1.0728968047701612,SI:DKEY-261J4.5,0.9121518880841984,ZGC:91910,0.669860736715522,SI:DKEYP-55H4.2,0.6422726223879696,UQCRH,0.6464524672365678,PCDH1B,0.6378743669958729,UBA52,0.6283329040339947,LAMC1,0.7471795104532118,CA9,0.5868791340731517,RPS27.2,0.5881367358733197,SOD2,0.7122142333756245,ELP4,0.5303177496205701,ZNF1060,0.5146326387276975,LYRM1,0.5485181659612005,SEPSECS,0.6246038145861746
29,SI:CH211-113A14.8,0.7575399352765434,MLXIP,1.1177312696097463,GATA3,1.0719054177798086,DRL,0.9048970348085602,SI:CH211-195B11.4,0.6694425427450795,SI:DKEYP-3B12.10,0.6384432094644777,DUT,0.6456603807131096,TCF3B,0.6353542411334934,RPL6,0.6269445408212017,TRIM45,0.7370520022132769,P4HB,0.5863800133361602,SI:DKEY-117J14.6,0.5512902583731464,CFL1,0.7060231711093607,TDRD7A,0.5247605810207701,SI:DKEY-11O15.10,0.5064282157457928,PTPRFB,0.5483387164753378,RRBP1B,0.6147662390371218
