,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
SI:DKEY-153M14.1,0.0,0.0,0.1560079522776989,0.0014427113526460855,0.3129733727027998,0.5585991050304701,0.7235161183750701,0.0,0.5147381118806111,0.0,0.3603916847677794,0.10403200954022017,0.3913570318285309,0.2966279452884692,0.1554034634990201,0.0,0.0
FXYD6,0.0,0.2917028108121754,0.24112076125637352,0.1010793804461502,0.4704821774814961,0.5281835745564645,0.3126413770765183,0.0,0.4179918916267112,0.1022344126247846,0.2420130987734626,0.25039856561754387,0.5974095502436112,0.07380053320314653,0.1471377071484298,0.10547277957942858,0.04350684656581827
ZGC:158463,0.0,0.0,0.12809707679423546,0.025143200946650904,0.34637793384346266,0.5920075073381864,0.6439567960534478,0.0,0.6492352369300766,0.0,0.4328981096257749,0.14044212751244337,0.3252449206806401,0.2723776148811099,0.16162452723982493,0.0,0.0
SI:DKEYP-3B12.10,0.0,0.0,0.14344685470715157,0.014189944318100901,0.16532111003062488,0.6384432094644777,0.6222648765020181,0.0,0.6807135475181761,0.0,0.2679930364904376,0.19751421814361733,0.16675725278018524,0.3523306463496838,0.10218748429501423,0.0,0.016025836367772793
C1QB,0.22224794546318852,0.4017759926657356,0.28864485140797735,0.21544895273613873,0.2638227316531339,0.3421664031276221,0.5036967904115862,0.128804746956041,0.2836453872721925,0.12010051135120217,0.19985378435887363,0.11677575595801264,0.6499080911430438,0.02580626593590879,0.07441545271804938,0.08474922143404723,0.09030302786866647
SI:DKEY-108K21.12,0.0,0.0,0.007662349528486348,0.046940321297755314,0.07263547428953356,0.376185060865396,0.449668969010963,0.0010155579701973429,0.4485848942475294,0.0,0.6395215862976326,0.1764767111253615,0.6664094273753147,0.2484826135065954,0.06007340927358545,0.0,0.07758285332492607
SI:DKEY-16M19.4,0.013030003966767387,0.0,0.0,0.12357547208190053,0.6054847000471921,0.11383253107102714,0.5450723978846689,0.0,0.7691088385128609,0.0,0.19741190298062197,0.049907498399846775,0.7253464808213241,0.0,0.032505576930354205,0.0,0.0
ARL14,0.07958549567484087,0.4791495844490753,0.15371048419924174,0.14878331160474106,0.47535379174410847,0.10712454486051577,0.3804367338180322,0.19883565578276208,0.5179969987001274,0.1361954168102372,0.15752176319933428,0.0822534100492149,0.49461732796946506,0.010833499243749307,0.19262798355088143,0.08108598830594345,0.2537225797506381
OTUD4,0.0,0.0,0.2540602394735074,0.06649739809660432,0.3746922875743853,0.5919319016237068,0.8221526202312524,0.0,0.4870658621043916,0.0,0.4541400675269446,0.11983200963817414,0.5586282356969204,0.3633553989443263,0.0,0.0,0.0
RAB34B,0.0,0.0,0.3496328794896929,0.39696734921926136,0.3719097575153068,0.3873621153436639,0.026872120684997315,0.0,0.41523169393808446,0.0,0.4627903085362163,0.0870666372969945,0.6936398178726372,0.1634391766331216,0.0,0.0,0.0
SI:CH211-267E7.11,0.0,0.0,0.32293885016862345,0.5316515874698007,0.4514064627371202,0.39593937817495845,0.09046781218539815,0.0,0.550903894086112,0.0,0.399253174100299,0.20211508559768832,0.6037028741957653,0.06645208678947495,0.04004887325139219,0.0,0.0
SI:CH211-130H14.6,0.0,0.0,0.05435842645941257,0.024128570191254372,0.5119540005682054,0.29770674767472105,0.2717143117534292,0.0,0.6817288007870503,0.0,0.4047514307835471,0.1126471459854694,0.5358592747041311,0.24547923110251776,0.1623784417701784,0.0,0.0
SI:CH211-195B11.4,0.01729553119836696,0.0,0.20854592298941124,0.03636533916286241,0.6694425427450795,0.3640735270213038,0.24741066839660034,0.024265047122925792,0.7529693960050055,0.0,0.26296734716451686,0.14883153317057526,0.5162962239226081,0.24453704201476,0.0,0.0,0.0
SI:DKEY-261M9.17,0.0,0.0,0.11796949703089925,0.0,0.2024040634094001,0.03565664959832855,0.5270037614348057,0.0,0.1871720964894248,0.0,1.6955752346487027,0.10525686931130777,0.5087208830046359,0.2173049806593479,0.0,0.0,0.0
