,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
SI:DKEY-153M14.1,0.21388796537621657,0.0,0.10104937218395768,0.0,0.1609738554685381,0.3859783296610426,0.7253557867754274,0.0,0.8066964757284977,0.10981973820255195,0.21750295788538748,0.048329773355252986,0.44042244810288605,0.24552103827541136,0.0,0.0655614555983769,0.08261052185457429,0.0,0.0,0.0
FXYD6,0.22785115624843627,0.20974734342787552,0.1557545752345434,0.1796423421945999,0.31317253332101286,0.6031803857838509,0.291945685959515,0.024364547996599855,0.34548697284621216,0.19135329388068437,0.18573509830270254,0.2689909363741502,0.502925049443449,0.06809534070457991,0.05079453801221482,0.18194269147146336,0.2192673635446487,0.30767150765986717,0.0968775305901627,0.0
ZGC:158463,0.18396432706038593,0.0,0.11995104434347606,0.0,0.22541853907287807,0.3270848218634172,0.6552942523776911,0.0,0.9769371823283199,0.07128707415545862,0.2394165629218546,0.07586357413532575,0.4302803984909235,0.23089918318537,0.0,0.07887321803376593,0.051914129774860346,0.0,0.0,0.0
SI:DKEYP-3B12.10,0.06523937691008291,0.0,0.19943052404356182,0.0,0.10521332735769438,0.2822655664908909,0.6383700533103048,0.0,1.0263604557424246,0.0,0.0371360699986474,0.126602253253853,0.2848457879132598,0.3020789837276064,0.04698636196578322,0.03914751834120625,0.0,0.0,0.0,0.0153624643861369
C1QB,0.2356837692942862,0.4566842707437984,0.15769643671607494,0.1855044810184697,0.06305001078591334,0.4866569274303259,0.4829750987093918,0.03256626506003463,0.3319183403003884,0.16958673277160277,0.23558268697784948,0.09853205488939258,0.6198129240189978,0.0,0.08120016835837851,0.01667191611676171,0.21807402863355835,0.2510088617041403,0.07853163184002396,0.09875493319851228
SI:DKEY-108K21.12,0.04856435400878047,0.0,0.0,0.0,0.0,0.3309473889077943,0.4708030306985668,0.001992872188009341,0.7215815041632104,0.051198897858222764,0.49549026804859403,0.11716286056470845,0.6504669791486251,0.17032966351993914,0.10195431364442022,0.0,0.0,0.0,0.0,0.0
SI:DKEY-16M19.4,0.2692996087068665,0.0,0.0,0.09908935387297953,0.3046654587513223,0.09734187290415341,0.5536933100683874,0.0,0.7027004403248451,0.06397979086293414,0.06915882443305787,0.0,0.8475899099399766,0.0,0.0,0.0,0.05691786723708595,0.17822672943481688,0.0,0.0
ARL14,0.31446146820861687,0.40569939006191885,0.0362072969374947,0.23748184607131237,0.2420685723605643,0.19024966636532017,0.38167116860412653,0.21639057309626414,0.30197955596481485,0.10902665625808032,0.10273528612959541,0.06933803604754925,0.48460364640338377,0.0,0.2715854016879931,0.1866456660672474,0.2331106138486948,0.4350130490846507,0.11039785864576296,0.03475564656734377
OTUD4,0.08667841537522349,0.0,0.11979749410127294,0.0,0.263511550431223,0.4287188852447385,0.7991336803758696,0.0,0.8495087776342658,0.2484666696116967,0.26899768798013624,0.06016902604666108,0.6108639179668176,0.3345568220137056,0.0,0.0,0.19322042380131163,0.0,0.0,0.03609492261764693
RAB34B,0.17952996794918613,0.0,0.3276263220716809,0.3348844673251773,0.19290963686642254,0.3124539311157252,0.02335521779322068,0.0,0.6177685169952561,0.1077083669549626,0.3468199507838776,0.01914670930914307,0.806197183967189,0.11024021386719805,0.0,0.0,0.055234342851053816,0.0,0.0,0.0
SI:CH211-267E7.11,0.19212639216108243,0.0,0.24502647686228976,0.47185542908851824,0.259337914887944,0.25405269264000185,0.09267042257736142,0.0,0.7722987807508428,0.22293401665373574,0.2587761497671192,0.13141235313245667,0.7443902036164871,0.029667786467260693,0.0,0.0,0.10650708055259711,0.0,0.0,0.0
SI:CH211-130H14.6,0.2256412270940321,0.0,0.0,0.027145220215300584,0.3338754577015836,0.2518771427374178,0.27826347862812223,0.0,0.6543617412959868,0.2664745448920038,0.2930222521666835,0.07064885760658339,0.6270564048450618,0.24018779181272332,0.0,0.1018868713218794,0.06866257630069904,0.1736129844538712,0.0,0.0
SI:CH211-195B11.4,0.43611540266988186,0.0,0.09476828271532595,0.0035049704764692695,0.34939274275592663,0.20176345969911819,0.25306528310395565,0.0,0.8381571992563523,0.16296243903100388,0.13691776277950893,0.07292495262035406,0.6562495929680369,0.1848064786598294,0.0,0.0,0.1537921724259451,0.15847437638766915,0.0,0.0
SI:DKEY-261M9.17,0.0,0.0,0.11394243472119514,0.0,0.2559111185319293,0.0,0.523058135886528,0.0,0.5839592181622728,0.0,1.4515053732473742,0.06610688724434689,0.5532129548599591,0.19503836978597552,0.004513041675414928,0.0,0.0,0.0,0.0,0.0
CR450785.2,0.5655454304456922,0.0,0.053896390956118534,0.0,0.5017637601471814,0.19076126782568179,0.2580038159533328,0.0,0.5533804511785946,0.0,0.40018106512733537,0.012902928974986428,0.5762844033986728,0.0,0.0,0.12084573657101155,0.0,0.0,0.0,0.0
