,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
SI:DKEY-153M14.1,0.0,0.0,0.1306366487299706,0.0,0.264759521712487,0.38853710770568206,0.5937340338708413,0.0,0.7300369118559448,0.0,0.25752689626185726,0.04246513486541124,0.4127392546100312,0.27298216540319664,0.15207349994041616,0.0,0.0,0.0,0.44994774229502754
FXYD6,0.2283090615484974,0.14352957865123953,0.2585754653478003,0.18446331840195507,0.3716485031950148,0.5538788829114919,0.35784899935775216,0.23798540318768457,0.29643731109879623,0.1400295329994452,0.15549549844757976,0.25902957999790416,0.4823307958909688,0.056818667388696495,0.14789180778798067,0.06101323589460559,0.13427575050242155,0.0,0.0
ZGC:158463,0.0,0.0,0.10189589401445896,0.0,0.2970776219603273,0.3399747013630737,0.5373711103149283,0.0,0.913067780328717,0.0,0.29459744894169976,0.06865251484038817,0.3935907493351713,0.24134563040856527,0.16380403627920856,0.0,0.0,0.0,0.38551526078560977
SI:DKEYP-3B12.10,0.0,0.0,0.10155140672249884,0.0,0.1116578189049953,0.3280507656758891,0.47851322654041384,0.0,0.9918444653264237,0.0,0.11965507938999032,0.11881258885297125,0.2341470861652902,0.3149876482993694,0.12202439377919534,0.004071299219412071,0.0,0.0,0.4461226498854581
C1QB,0.29792092493578765,0.36926824972604727,0.29213797520825235,0.18992826581994715,0.2213577362928905,0.4421065228323978,0.53115043559481,0.1867522726413414,0.26402810247560077,0.16658717780842208,0.1862331345577738,0.11665900213536028,0.5409493471321568,0.028834563195148943,0.04255011438494471,0.11170576224331723,0.11083187191828765,0.0,0.038517567231106505
SI:DKEY-108K21.12,0.0,0.0,0.0,0.0,0.05203591449642863,0.30222385386085937,0.445969875813862,0.0,0.6866012219240635,0.0,0.5062437253575749,0.13377653390128402,0.6669653826878439,0.21868562989529092,0.05783092760594006,0.08630772265336686,0.0,0.0,0.00575142045635672
SI:DKEY-16M19.4,0.1567602614164783,0.0,0.0,0.05314084601514197,0.5468532243453536,0.008574968271641446,0.594208179830963,0.0,0.7414837294874194,0.0,0.0770640961039392,0.0,0.7646864104330459,0.0,0.0065613911468253875,0.0,0.0,0.0,0.15055807440299254
ARL14,0.46073473539782056,0.2581325149964606,0.16918192843987268,0.2666538548046031,0.3477235164603367,0.1438938478194508,0.4570785759053908,0.4541806494285629,0.23257838264603486,0.12687948166166826,0.07401215243055727,0.07543420287490402,0.35316115122430775,0.012776555055273803,0.18220562448977295,0.32506635119942423,0.09365990005118795,0.15923010803364873,0.0
OTUD4,0.0,0.0,0.21540307238789527,0.0,0.30316660356992986,0.4152138136652525,0.6564263608010218,0.0,0.7707049846130977,0.0,0.333483308737586,0.04241743781954889,0.6249766586506754,0.33010416708340984,0.0,0.0,0.0,0.0,0.5015822568946433
RAB34B,0.0,0.0,0.3205456567742535,0.35753324689671195,0.326555183910629,0.2757731023051921,0.0,0.0,0.5605435553471171,0.0,0.364481552125679,0.03333753515835111,0.8366455889967771,0.1378860266937523,0.0,0.0,0.0,0.0,0.04548887277403229
SI:CH211-267E7.11,0.0,0.0,0.30107375405992914,0.49051928296217423,0.41069641090188125,0.22933747063491544,0.08530800097398152,0.0,0.706882208579904,0.0,0.27893344920175467,0.14064950123504705,0.7591710599901207,0.043326390066870814,0.03587979396695449,0.0,0.0,0.0,0.0
SI:CH211-130H14.6,0.04551631622533116,0.0,0.057130763906700605,0.008986600426450985,0.48558357527025015,0.19073872894974875,0.36150469797562707,0.062959581123126,0.6765640287115501,0.0,0.28038374118098064,0.06748054125078383,0.5925229117987474,0.22434943392624304,0.1581002674143893,0.0,0.0,0.0,0.0
SI:CH211-195B11.4,0.08591257305633943,0.0,0.18651208588794854,0.0,0.6251198476190721,0.16788263945429652,0.2533931217523006,0.04741526251717228,0.8231836014916316,0.0,0.14137865374351002,0.07784356020174628,0.6271113913680447,0.22147690420929353,0.0,0.0,0.0,0.0,0.10788186226025229
SI:DKEY-261M9.17,0.0,0.0,0.06887402665784845,0.0,0.1705802694535767,0.0,0.5308841118582535,0.0,0.5652304006278296,0.0,1.503573373222344,0.08278963485443855,0.5034778212797917,0.19024841241860532,0.0,0.0,0.0,0.0,0.0
CR450785.2,0.05612584176204029,0.0,0.035270043292403824,0.0,0.7411212334219999,0.18026763653334246,0.21228885117200602,0.0,0.4984525741864666,0.0,0.4310221124897883,0.039927170223200525,0.5327256902816552,0.030401616176957403,0.2131875589522672,0.0,0.0,0.0,0.1013534987161575
CFD,0.5959147673728327,0.49728146210787944,0.02838979888312489,0.258778517535284,0.33043006506881606,0.19027269507077102,0.30327230634411984,0.35776373443713766,0.18658455751736067,0.07288622316059283,0.15988423210582509,0.04032579099683557,0.3011429605785299,0.04680541715656492,0.10660635992159413,0.2872863611459263,0.013130570193383012,0.18504301605680518,0.046245755148483836
BX640584.2,0.07808958435085074,0.0,0.0,0.0,0.6573910122339572,0.33709407231842564,0.0,0.0,0.49316635462611846,0.0,0.19014357868218967,0.11864670363202473,0.6767947328088939,0.08124870345939472,0.22140171158278077,0.0,0.0,0.0,0.0
SI:CH1073-418F12.2,0.0,0.0,0.0,0.010851398814431035,0.5085953141673605,0.25685946598415543,0.09400163047023578,0.0,0.5059414319061968,0.0,0.13026234772337864,0.1711112884474584,0.6489181634239974,0.37505440775867765,0.17431919532045928,0.0,0.0,0.0,0.03644523803882965
SI:CH1073-159D7.7,0.0,0.040954269943700466,0.10981665287268678,0.025616396333815912,0.1817451748100608,0.2718244922125515,0.574471264266868,0.0,0.9344327095998838,0.18476977118562307,0.7930051335219047,0.052335915964464075,0.31418002182661336,0.24312544266375385,0.17324411940298218,0.06851452318823278,0.11060809245956187,0.15000506236492278,0.35379122774091454
DUT,0.0,0.0,0.2057504632307436,0.02348415850399259,0.46857414027916167,0.5175510830737865,0.5600191769479276,0.004797283139946944,0.6286857830455848,0.0,0.17628554396141188,0.11028036004938285,0.3836164587591752,0.21974071118083885,0.05678548411493544,0.023430262336664818,0.0,0.0,0.3448649753919784
ZNF981,0.019152310799053447,0.0,0.0,0.15710927549443926,0.5860698231816909,0.310661256338519,0.23214939920856295,0.0,0.69355337412027,0.0,0.44401197365493783,0.0,0.1687287273643778,0.0,0.1361476133842849,0.0,0.0,0.0,0.2771956950561005
SI:CH211-113A14.16,0.05968735804468737,0.0,0.0,0.011450547383663419,0.2842019015324292,0.1432900705517188,0.7057836180831681,0.00019279341307704435,0.9059524559948466,0.05685367799980225,0.4584588242115259,0.021249343802792697,0.5222893651704578,0.09215851919743649,0.17871968440555966,0.025443210277371113,0.019243158940939302,0.06028275385407108,0.30679257500855983
SI:DKEY-6D5.4,0.0,0.0,0.3092452793712892,0.4635200734588545,0.41623804450878293,0.1778038418823568,0.044892664389589894,0.0,0.6958605769530157,0.0,0.2713230560800344,0.12428449487969107,0.937057442624853,0.04031961940021985,0.005988152379292624,0.0,0.0,0.0,0.0
SI:DKEY-23A13.15,0.0,0.16819984285030115,0.0,0.11162880306131165,0.22975573026052692,0.5176680348506617,0.4404740304756507,0.004984806237807204,0.5186823471178647,0.0,1.0545019048996997,0.2151036520813733,0.5098189855583988,0.0,0.05570384755547491,0.1839198457271746,0.0,0.0,0.047405573991000066
ADGRE10,0.0,0.0,0.14796440846923503,0.0,0.57057375273443,0.1809731462877309,0.11976880659689826,0.014045269304888051,0.47614096358321883,0.0,0.28082940708341936,0.07008024960798986,0.7183078485167458,0.342421203299246,0.621557928940621,0.03856247899081519,0.0,0.053112142480769335,0.010285944370513276
CU655961.2,0.029791029803654803,0.0,0.0571756225534048,0.09428235432775096,0.4308560837329302,0.3032040679385961,0.4182401971190737,0.0,0.5372722457048446,0.0,0.10273504277653536,0.0,0.17922128563035697,0.0,0.5597467006088893,0.04298677134407088,0.0,0.0,0.2585343697497926
SI:CH211-190K17.31,0.03626712299401575,0.0,0.09638880520351703,0.07945024341238624,0.7751789426740963,0.3030940748377233,0.1640728238705464,0.0,0.360671182243125,0.04304135362207362,0.2643960567851281,0.1463743306816372,0.6793450806337499,0.1249413742928926,0.2432502855119678,0.0,0.0,0.0,0.0
SI:DKEYP-3B12.8,0.0,0.0,0.006375159979004431,0.038305936069506774,0.17409234362192408,0.3335937589947166,0.3875522033942261,0.0,0.5582052918337956,0.0,0.326727985147839,0.041384525096434324,0.2604436303744619,0.0,0.21720148969959077,0.0,0.0,0.0,0.04666112230507319
FAM78BB,0.06063089099978162,0.0,0.06429394126556262,0.08337916384776896,0.5573089485790673,0.22835042966218205,0.23073224190751238,0.0,0.25735673609558996,0.0,0.25120856842549744,0.10506067956816226,0.9799922232638569,0.1916047887384651,0.20618704909758753,0.0,0.0,0.0,0.0
CABZ01111915.1,0.02640434873686508,0.0,0.028771712864741228,0.05296490930232908,0.5774867330940576,0.0,0.22331385660256295,0.021780333922565735,0.5873235278621661,0.0,0.06953940798611552,0.07237683569216852,0.5473047467740586,0.1952333609695225,0.22476300517283573,0.0,0.0,0.0,0.0
WDR21,0.0,0.0,0.0071400138135212735,0.0,0.6848120335169423,0.31708746313394026,0.046151561381701955,0.0,0.6911389741836599,0.007975104367008403,0.3709153614488127,0.14583483939360692,0.2514649527274949,0.04320023679326426,0.29040794025782013,0.1589761830767895,0.0,0.0,0.021954595876021634
SI:DKEY-95P16.2,0.32811495413303504,0.0,0.0,0.142160688211968,0.5082474084145806,0.05571074216334872,0.5173594791519359,0.14720288439947643,0.7475712758175088,0.0,0.10135153055069923,0.043070979197252494,0.5931292390679604,0.0,0.06931695977288242,0.0,0.0,0.004484939527825881,0.0
NCALDA,0.12013836224963224,0.0,0.15980168627761038,0.03646873047036594,0.7235821827155073,0.3247677427489832,0.0,0.06849391734883487,0.3773603246960272,0.0,0.37084839886141024,0.06608285214743653,0.9301958784399715,0.0,0.18116782891049302,0.16110825460587558,0.016536427026100312,0.0,0.0
SI:DKEY-15H14.4,0.01786835113991973,0.0,0.042795587370118855,0.0013694123250914487,0.7805376245917465,0.23888406065402631,0.19485319942378326,0.0,0.1911657667428951,0.0,0.30649151726624557,0.1592822829363965,0.8016997981772197,0.2216830369348555,0.18193004688923395,0.0,0.0,0.033895294773022853,0.0
SI:CH211-117M22.2,0.0,0.0,0.2219652947569916,0.0,0.21750721698805195,0.3055243165231622,0.6748088491913699,0.0,0.3993889346309656,0.0,0.5181312059852918,0.0,0.5421141762318404,0.21473893056327484,0.2406200400010218,0.0,0.0,0.0,0.0
SI:DKEY-23A13.18,0.17730211278176186,0.5523577943545437,0.06221534677213582,0.12990455755831462,0.13923842130835787,0.2310533221038959,0.5318250017243547,0.08410943729591419,0.6370456490339484,0.27500705738216114,0.34901958471051425,0.044281935279510645,0.34282199639313854,0.15296892516911195,0.1384028363182529,0.15158103689873906,0.16721795274103537,0.13920227910353017,0.12355851628536786
NDUFB4,0.0,0.0,0.0,0.0,0.5455440541797476,0.0,0.3181739601760546,0.0023345669324382084,0.3677932152725175,0.007884512307624407,0.02219461848281704,0.19925829122053454,0.404690996705599,0.0,0.25253723155853586,0.007139266710138344,0.0,0.0,0.0
MCL1B,0.0,0.0879536867534803,0.45370396478985575,0.10588550914887644,0.6021639867020002,0.2590926219726583,0.19637044510194196,0.0,0.27365971494772234,0.0,0.4420594996838896,0.0,0.7332769403709117,0.23580909609486486,0.16978727114171768,0.0848784950356102,0.16123664696392764,0.07197081360583925,0.0
RPL6,0.12921035663514835,0.0,0.12336506538606287,0.16540824885570798,0.5116478367646105,0.25438121646015216,0.572999984858477,0.12587715303888233,0.5639725540490451,0.0,0.07621217245196785,0.15445725328872303,0.6632403675174975,0.04037718575432027,0.063942564333182,0.10781971050006665,0.05165336524690133,0.014328104841813828,0.008835461880108432
PDIA3,0.027848922710748868,0.0,0.04310345376685545,0.2201466237757889,0.4172820043967018,0.45882805681380073,0.2418453014601202,0.0,0.5087538877228892,0.0,0.3407479459217504,0.2101882937472677,0.5811982459901452,0.0,0.2756586626732318,0.07968883325584411,0.004290188246527962,0.14346076884504919,0.27845297849446127
SI:CH1073-190K2.1,0.0,0.0,0.0,0.10176590146542741,0.3983762041003618,0.7901025953030607,0.2609274972699835,0.0,0.3298537989600421,0.0,0.4620203501698557,0.09685334122747102,0.20114470011344718,0.0,0.0,0.0,0.0,0.0,0.19948114441139178
