,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
NCALDA,0.0,0.0008293474565072025,0.10570161683325573,0.039754805640742075,0.1462491319096946,0.617217277363597,0.1383914610396915,0.03765999781554214,0.44166857610064886,0.13099017440742544,0.38868125633874917,0.9473423577260616,0.294236076884758,0.0,0.0,0.20341733902473444,0.030701627033594168
SI:DKEY-15H14.4,0.0,0.0,0.0,0.01058798437066991,0.0,0.4506811553930333,0.2554212775661835,0.0,0.22037407564531764,0.1988324271005343,0.33306606649438397,0.9431648594671026,0.2716349957797621,0.21387573244860128,0.0,0.14818617939419146,0.003400787498039619
SI:CH211-117M22.2,0.0,0.0,0.1524898381477197,0.0,0.0,0.42511019568294006,0.7561014505759899,0.0,0.3665087324055094,0.0,0.5971937069502041,0.27104281410494874,0.2933657297046045,0.21935500191914875,0.0,0.178789915129238,0.0
SI:DKEY-23A13.18,0.40338287316038296,0.41098265729688016,0.12371207539779283,0.2650681781255237,0.19741723486670262,0.2779144567878291,0.5745829533212884,0.21993891615634326,0.43976688379079326,0.07045896072123733,0.4122132097163195,0.1099130202173196,0.13075802120968277,0.15523805241854652,0.26832575319589597,0.0,0.1857552605443651
NDUFB4,0.0,0.0,0.0,0.0,0.03475618405138964,0.12283491156404208,0.2406074938294392,0.0,0.41553444652884075,0.2445694122497128,0.12848223542802506,0.6288774221664647,0.2585205022659613,0.0,0.0,0.0,0.0
MCL1B,0.0,0.07007492143969059,0.32468852537016674,0.11198264168325192,0.0745085861349492,0.4310214178910332,0.3024489255233161,0.006322293457136208,0.27763506380802006,0.0,0.4969776094599304,0.7223717328764593,0.2395311143716242,0.22574479465445366,0.0,0.4084430899326159,0.17350974654002985
RPL6,0.0,0.0,0.13105152824189248,0.20215888208115484,0.1364029366835117,0.46271569387918415,0.6022081548618734,0.09373169185180201,0.6361808618427737,0.20878564407359562,0.13377667854577066,0.6793487905165475,0.09519330014567733,0.05431099609335164,0.0,0.05824688520645693,0.06427239892946764
PDIA3,0.11218702453215201,0.0,0.0,0.24777380641503038,0.07095448476342368,0.6329889396033088,0.3885335747390593,0.061613591744580094,0.393413339435764,0.2559648529563736,0.40327294543838665,0.4932614024567351,0.30467976058414514,0.0175498043253338,0.0,0.16253378352311068,0.025878685480638364
SI:CH1073-190K2.1,0.0,0.0,0.01130294236435921,0.08063671555648386,0.0,0.8302273945465075,0.36178231852760867,0.0,0.0,0.10029189572018286,0.5905684199105286,0.4180540736763246,0.0,0.0,0.0,0.1262230137685044,0.0
SI:CH1073-26E8.2,0.0,0.0,0.0,0.0,0.012262040175101269,0.392696245141338,0.25563991818279014,0.0,0.307904663425054,0.019262893224584125,0.4086448839199346,0.4383557823092374,0.17582822013170155,0.30509472118235315,0.0,0.124609975587123,0.0
HIST1H4D,0.0,0.0,0.0,0.0,0.0,0.4007959676819826,0.39316824674355566,0.013801337352408717,0.39826203194377024,0.0,0.7744324591888657,0.0,0.2606970159337114,0.054441923497611455,0.0,0.0,0.0
ZGC:165555,0.013167639781189103,0.0,0.099605278522571,0.0,0.08517646335618634,0.30635103730254704,0.4078991974266684,0.0,0.2709030584958204,0.0,1.029987234844762,0.04732715142070024,0.0,0.023345429608187647,0.0,0.0,0.0
FP016247.1,0.0,0.0,0.18600436329148792,0.06591838393471641,0.0,0.4211825665719651,0.43505103802276773,0.0,0.17364207908516488,0.0,0.48811133023331277,0.0,0.20309376023328266,0.40391616483129084,0.0,0.09975687783277402,0.0
TADA1,0.08333789315931334,0.0,0.0071514890487088915,0.0,0.193479986332596,0.4053854555957838,0.5776230279287021,0.0,0.4140616572319515,0.04968863903989633,0.39970125485233216,0.5105450973099274,0.28630999384062444,0.08612738097843732,0.0,0.07826171829179132,0.0
SI:DKEY-193H7.5,0.0,0.0,0.18630066475025112,0.009716247221421762,0.0,0.7182435371538733,0.07282370087809702,0.0027570469858423153,0.5249121835823781,0.11089229699215367,0.34223813683169846,0.5447818472481315,0.31701570592308875,0.04008256017719888,0.08670513907786144,0.0027463527806685087,0.07700117413614248
SI:CH211-210C8.5,0.0,0.0,0.08167333309124102,0.1384874376221961,0.08935503298691067,0.24525775989166665,0.0,0.0,0.546749960736088,0.08389155009228311,0.14212872658380685,0.4863364915886505,0.4581470388481938,0.0,0.0,0.0,0.0
SI:DKEYP-3B12.15,0.0,0.0,0.15344610518914206,0.0,0.0,0.13302015152796545,0.23143577030703352,0.0,0.0,0.24203068900915561,0.37035745990253255,0.613434027730311,0.19478277268961436,0.0,0.0,0.2372972280844806,0.0
SI:DKEY-77P23.8,0.0,0.0,0.13173837346985548,0.0,0.0,0.08256223441952733,0.3847083586122443,0.0,0.0,0.22076539334344372,0.3613005898761919,0.6080093719254478,0.17875381976460678,0.0,0.012133529507692245,0.22536510824530523,0.0
SI:DKEYP-3B12.13,0.0,0.0,0.1423276769622802,0.01637190543652133,0.0,0.14832838487199465,0.28633132340156653,0.0,0.0,0.23046746390738987,0.34931381661814825,0.600365977219067,0.18235378945435626,0.0,0.0,0.23511166318418822,0.0
SUPT4H1,0.2483298233795686,0.0,0.23326922569135464,0.32283463284247566,0.1750474225435352,0.5030871586374845,0.364614572377411,0.3605213539974734,0.2758207094289034,0.1549525485330093,0.0,0.753836974659415,0.18123167282024533,0.0,0.024379348575624116,0.1476181726331677,0.0
TMED9,0.0,0.0,0.19628377469566058,0.0851805333702574,0.24386136127438032,0.6743241496279582,0.014204892870791968,0.07048480311774984,0.5059233880869297,0.2775057806886696,0.13194602737283925,0.46652614332958886,0.360775414658021,0.3259933472283698,0.0,0.10551390586668852,0.0
ZGC:92287,0.0,0.0,0.3183978821894212,0.014008014203861165,0.18224079545318023,0.42611143755166975,0.2636314725758696,0.040555247702358924,0.5181503801595108,0.11535497010919307,0.25855566148794984,0.6311996815274117,0.11992521629031137,0.2939493475581933,0.0,0.0,0.0
SI:DKEYP-14F10.3,0.0,0.0,0.18616340343599166,0.0,0.02302266121705983,0.6242687252643059,0.0,0.0,0.35033658623781966,0.2872589848488228,0.6861271820136472,0.37597060311840774,0.16838547041875823,0.010331868453844137,0.0,0.0,0.0
SI:DKEY-23A13.10,0.3095203323601494,0.0,0.06895833091360969,0.25028734331034447,0.18283624627871703,0.3916020432271979,0.5050127081921119,0.25949507562241375,0.5152730107774027,0.06551775009241409,0.268908654527577,0.27794252657685786,0.26387727456604004,0.38650227002067367,0.1840330319769226,0.1736810812466179,0.0
CDKN1BB,0.0,0.08334031181224316,0.09034758491146447,0.1871611823889978,0.29084969487148604,0.6217747628847904,0.598465786829741,0.04967677843903116,0.42316793364433425,0.10244184444102089,0.26136473487201156,0.5430006698113928,0.18641626310696433,0.22311377718368164,0.0,0.24031076701155893,0.0
SI:DKEY-53F14.4,0.17139019193189203,0.0,0.10284402486483912,0.062061775124821424,0.0,0.5477589723584075,0.40367673854485797,0.09263301053337225,0.5521549670353516,0.20582245881051126,0.29647345296184735,0.5255224495508057,0.14896364850636962,0.0,0.0,0.0,0.1467842638864465
MCC,0.21936225330901182,0.0,0.1914759527136362,0.12661044737222205,0.1108600205870766,0.49177269608373564,0.1555750676103858,0.13832683216398117,0.5297297522768981,0.1371617244790751,0.27309919657202364,0.6033837057383997,0.018513844605341792,0.34787117254963884,0.021320799546703333,0.18558330434781914,0.13171719969979911
BZW1A,0.0,0.05527893751221744,0.061436304705588855,0.18003815497218584,0.05000010212924888,0.47410677010903896,0.43772124681205665,0.14824047132018092,0.38901472428642636,0.20232719497103965,0.22590050989617205,0.9187057181261454,0.3660551693099631,0.1428627611534273,0.004385008800119223,0.10243906936369661,0.06705341968854543
GDF3,0.0,0.06298591493962823,0.0,0.0015821074859993717,0.14420323186422063,0.4098724125673033,0.4066731157401176,0.1173754310066853,0.497216326554405,0.25686054452943624,0.2834841389691703,0.9656992689122877,0.5200005339799131,0.19098382835646083,0.0,0.23612395106590553,0.0
BIRC5B,0.0,0.0,0.09787671100194147,0.1169502265873454,0.34109838485147537,0.35479097707630247,0.2768162135700963,0.06906326656876816,0.0,0.31045164702140604,0.27052720535257013,0.8847322950561539,0.43819081483805306,0.0,0.0,0.26265686857709447,0.0
CNIH4,0.0,0.0,0.14015089584448254,0.14559736475226343,0.07722442704077868,0.27064535887660546,0.08742447750987009,0.067350211176433,0.6630467600585256,0.2500925526578507,0.17645141273184892,0.6285292164952321,0.14236271710757448,0.015484607655621157,0.0,0.0,0.0
SI:DKEY-23A13.16,0.627792625450957,0.3236446458850558,0.041329551103783904,0.43284049758747745,0.26912615942897616,0.18990953609971625,0.36863394081238937,0.4325163252522082,0.34146318186940966,0.04611628904356482,0.4073811997249846,0.0,0.058362135695230646,0.07428128744997359,0.3418266343125731,0.012458453675194017,0.1849264812859527
KRT97,0.0,0.0,1.2033098930715511,0.047229031047436615,0.06419827547291106,0.17153553070917205,0.18922251039773244,0.0,0.6564341784861996,0.2816677984458345,0.05720888965398578,0.3233960787010974,0.15619889423859015,0.4516887650659747,0.0,0.44660311144954024,0.06972502183905137
EIF3JA,0.011950896209291543,0.0,0.03688934633543634,0.23617704041753856,0.2781089297283773,0.4611315038910139,0.6062204781975588,0.15241303363208542,0.3965364645366968,0.15077967388729188,0.09241669172875165,0.5376954296689221,0.1519244483513852,0.23655246997993823,0.0,0.14169261941789107,0.26675824005694504
SI:DKEY-47K16.4,0.0,0.0,0.0,0.0,0.10363026595937173,0.4785806974148693,0.01669045951108554,0.0,0.6099419750490971,0.0,0.4079468631503414,0.6316580259505055,0.0,0.08177975952438733,0.0,0.0,0.0
PTGFR,0.4092195931481207,0.3893655645653844,0.1347308557692094,0.14722921590683344,0.36924105542282487,0.1280541663129534,0.0,0.37533664185286253,0.254802406835996,0.0,0.21446266282073195,0.14778748167621314,0.3283969905912359,0.3113142002484693,0.005961456951243459,0.0022097082377746536,0.3198241317607894
TWF1,0.0,0.0,0.16179889361970085,0.0,0.3226032928786569,0.567382379308275,0.02610688781681741,0.0,0.45263892013829116,0.1693967954824116,0.21261666430240542,0.4857532413393916,0.2828551382413956,0.0,0.0,0.11103173680351065,0.0
ZNF1034,0.04486979580732491,0.0,0.0,0.0,0.06823378259093708,0.6008314388594145,0.007925777243377024,0.0,0.4431859675712147,0.2220381744995438,0.359526727389661,0.3475467812095927,0.3015317715796675,0.0,0.0,0.0,0.0
SI:CH211-53F16.1,0.012482694345540502,0.0,0.0,0.018603832436820438,0.0,0.3737386963554996,0.23553092446108917,0.0,0.5660673836509431,0.05829120058729087,0.27522168234404343,0.4883569474887988,0.26670199759993546,0.015314336122677727,0.0,0.05023279779804288,0.0
PPP1CBL,0.031029237966135954,0.21309812150430427,0.25149566470386336,0.0,0.1956690133529183,0.631272948172936,0.23809234690055742,0.047836659726128196,0.5132623897292584,0.186241638798816,0.18407814893802885,0.4935405057830545,0.028415850643422003,0.2723472908576315,0.02493457100598662,0.20346368983363125,0.0
ZNF986,0.0,0.0,0.0,0.08213054324722201,0.16245870826200867,0.5057661035341893,0.023857656538844193,0.0,0.521992660593207,0.14644227096787993,0.16429409283882432,0.7836648731707858,0.3215913275881694,0.12910014994943408,0.0,0.1355351727708719,0.07551925476391184
SI:CH211-212K5.1,0.0,0.0,0.13273334236083473,0.0,0.0,0.6134171946986533,0.0,0.03158171623601776,0.4167425497831519,0.0,0.38956095045324923,0.5414489634637437,0.2322737593957271,0.04640207471452396,0.0,0.14764532665298447,0.0
POLE2,0.0,0.0,0.044239462929910954,0.12599102417114008,0.07611651349683772,0.5858186111048019,0.2398874008264553,0.13897717758400935,0.30854796485899433,0.0532519857897876,0.19423918242541438,0.4925682749138451,0.3927376728769667,0.35675434793404814,0.0,0.16097133764280672,0.06030222648212856
ALAS1,0.16333320905009838,0.10584970178792576,0.5053925962274937,0.2118134091143109,0.13249095777761813,0.3621227538520624,0.23309257348951892,0.2161302896451865,0.5309659059782705,0.16361430998285506,0.26915377319830813,0.4831874206349625,0.09716920288460477,0.27547468536917036,0.09992021514179446,0.19788719537697966,0.06992484082040122
SI:DKEY-54J5.2,0.0,0.0,0.01798631472896453,0.06775988369079491,0.0,0.5341657608652015,0.0,0.01344155595059381,0.4247802954782379,0.08972528103950739,0.1779512896228445,0.7165920121252098,0.19428991735781545,0.0,0.03423665529921355,0.0,0.0
BX470200.3,0.0,0.0,0.0,0.08418900341537164,0.0,0.32766014594884674,0.16577834827135154,0.02400004342202078,0.480448778169961,0.11541901355215245,0.3524331004551039,0.6743245775013484,0.20495705553410665,0.0,0.0,0.027395447285280698,0.0
ENSDART00000168735,0.0,0.0,0.0,0.0,0.023369323657255064,0.3692124333389313,0.2311157903043328,0.0,0.3512252868442246,0.24668544230249065,0.032313071278938475,0.4578136896729615,0.16655865787655563,0.0,0.0,0.0,0.003055862399004873
PIN1,0.18207544255714042,0.0,0.22315249930948017,0.03985763986504638,0.0,0.262739398690184,0.5394761066861334,0.042170409991346504,0.4335036849207526,0.3039093962900327,0.22230762408920687,0.41809220932041596,0.11655297166592361,0.0017773690252972326,0.0,0.0645879864481337,0.0
P4HB,0.0,0.07954447585675864,0.07125070361999228,0.06045794647913769,0.022984888156636216,0.47769456139950156,0.4702855290752108,0.05796602165502988,0.23046931433525886,0.20252299993326373,0.5086930794386632,0.9184083499206832,0.34458551290019407,0.08687895778370545,0.07230644397587652,0.1035755069506784,0.046429733658433614
SDC3,0.22368540447282004,0.013578774303669834,0.04627116635248176,0.1899650348009943,0.13559802590856912,0.4111945383781871,0.4422827508619805,0.0,0.6318719960375238,0.0,0.5365896192448933,0.3703563230343223,0.3252876862453659,0.000873684402260293,0.0,0.01057182930759582,0.0
SI:CH211-271G18.4,0.0,0.0,0.0,0.0338647899524024,0.023564301691384383,0.47212472228288865,0.012032611807686746,0.04681205472568901,0.5418774482221097,0.03726813965738101,0.372636923105486,0.7165498739517796,0.3485395478484439,0.07921922944921597,0.0008259078350345492,0.161450512208352,0.0
SI:DKEY-23A13.4,0.008772864664902735,0.0,0.11551297281581678,0.13536863563456406,0.06336358628835918,0.5498936403027246,0.7659265610590443,0.0,0.6697140510283675,0.08891429880354146,0.3253655680724151,0.4278228379913514,0.15604261116411616,0.19559204015146595,0.0,0.0,0.0
ACTR3,0.24553632703169184,0.0,0.15642418611575948,0.07241495582184468,0.0,0.27337298211524674,0.481748354461302,0.0,0.5631941898517974,0.21373990995272335,0.44824510659563416,0.3862041303110275,0.07961547159566663,0.012638034080469677,0.0,0.051614117886864305,0.07406709251336661
TBC1D13,0.0,0.0,0.0,0.1452921069748315,0.16365036461653953,0.47308816633700684,0.039513045284457954,0.0,0.5565603716967212,0.0,0.11753968346954755,0.6877398506432058,0.11917034707052268,0.2459580497155463,0.0,0.18359654428822286,0.0
SI:CH211-113A14.26,0.22789389461433354,0.0,0.0,0.05626564246320144,0.17562110841918044,0.3044839360953683,0.46316462416367343,0.1439599856154948,0.4357033815419671,0.21211577190835065,0.6974711878570538,0.08861799120050784,0.0338777674662578,0.0,0.186186211142154,0.105735086355883,0.0
PPIL1,0.13431856839366435,0.011060886595456645,0.013441982446319781,0.2568986347049535,0.2025051778254099,0.36523335294222686,0.6205013704418746,0.1487764513115004,0.5644183974374379,0.0,0.16141068490705548,0.562333801289929,0.10068457285804232,0.1987448562824044,0.0,0.03134665751884588,0.06002373572230525
PRPSAP1,0.2593327865082072,0.0,0.31108206795065674,0.054140793715019814,0.09323176017678982,0.306668935963157,0.4357190257693993,0.12044846547785026,0.258094233121878,0.27080486833418543,0.19684808097625411,0.23012476124713835,0.23988278704142632,0.059587254748125595,0.0,0.1823617795498607,0.011035682922103371
RRAGA,0.04648244825486428,0.0,0.030040977064305877,0.12000250660836073,0.04397046347358784,0.3923159331155349,0.1445134248069724,0.0,0.18147520480160834,0.10281815079271808,0.45916446603505995,0.47442614565009944,0.40971279916532233,0.0,0.0,0.0,0.0
RAP2C,0.10887235537839521,0.0,0.27723080650410753,0.09663746854217813,0.19500824860204077,0.5613663746966593,0.18810317467693333,0.23113429218075887,0.4146044859466739,0.133494709687045,0.33237306860424015,0.4736301509115494,0.3332269588625546,0.07859243148461731,0.01743432057484218,0.2994288239820653,0.03383681782625764
MYO3A,0.0,2.311550282782228,0.2668021418599826,0.044360709518345025,0.0,0.2281580917577549,0.0,0.1029892308014851,0.10800055791518728,0.10039654286169256,0.3099020935661596,0.0,0.0,0.0,0.18226557308347358,0.07640554759018246,0.5746842067843257
FUBP1,0.5362400097611845,0.8482070726869003,0.1136574317541254,0.40685046440188855,0.11234999742601762,0.09285163651647128,0.12482400633487335,0.46642204026735085,0.23640049245062433,0.11317291532942704,0.1619856568051951,0.3409876365497645,0.059195482972278335,0.3166645032169733,0.2715215469813855,0.20256808603829862,0.3273594232529654
ZGC:174888,0.09561295993373528,0.40258937827478575,0.0,0.0,0.012087956998406896,0.030288550872726798,0.007138444228327557,0.07622141606027522,0.05036182767379402,0.01745976834448961,0.0,0.0,0.07930450253228466,0.0,0.5022554235379365,0.029474945971538925,0.3809720450297308
SI:DKEY-108K21.23,0.0,0.02641236499759788,0.0,0.020239182234708823,0.01505380288330491,0.08659112840442523,0.10399149860693516,0.020191854631603744,0.0,0.01957241006292905,0.11433563380146156,0.024931059841805797,0.0,0.0,0.028091377723762093,0.01635877470515675,0.011248942297982727
TIA1L,0.3831343558883344,0.5305028882880326,0.20615476852951609,0.27893486139892715,0.12763410291160157,0.3159088802008525,0.10778395681028648,0.2779309449690956,0.25203753787208966,0.1442435078885974,0.1832457751454305,0.4975092689653834,0.12221214379519646,0.22367138656129537,0.16652985410581123,0.08782423342005574,0.18249036317897735
ZGC:112977,0.251126171596031,0.9600341882929381,0.056915082156989066,0.30413620012760245,0.15784506090569014,0.19614012307602324,0.0,0.09806981635985235,0.13685093025460013,0.0,0.1952237373397822,0.21085945288109834,0.13939195485420947,0.0,0.15037857284215114,0.031102768861924687,0.2183122675683504
PON1,0.06000122629777298,1.5055875552239173,0.17177725773046076,0.08713358109182945,0.1782804502616988,0.3767919875232591,0.32561915306696376,0.0,0.255500504238365,0.02437329289147544,0.4474266524266333,0.0,0.18896856404599632,0.23380751897507718,0.23770992867325427,0.21725032418381496,0.32966711540918187
SYNGAP1A,0.0922467944600315,0.4159808432613287,0.28496585379907874,0.018315414424910255,0.2515928265052199,0.13878853002735775,0.0,0.0,0.0,0.10804167924603865,0.11606019772827506,0.01787827637018691,0.0,0.041376813503495966,1.026587435149214,0.0,0.48680273098804555
SI:CH211-196H16.12,0.0,0.6825115213101595,0.05970434711530106,0.0,0.0,0.07798682610878867,0.0,0.0439836342848019,0.05783559769468096,0.13930139901014846,0.06339187791270506,0.257963070053504,0.013500850802248282,0.0,0.2787858640980962,0.0,0.3748938755096708
ZNF1066,0.46644473213846444,0.7609966631459564,0.08285600683991243,0.1704275064238817,0.0,0.20525491218261444,0.15922025827602737,0.38377408670229496,0.2571575008491561,0.0,0.2944090656058961,0.41995943807531755,0.09613950321822633,0.178127242166374,0.0,0.0,0.22156055648336428
