,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
SI:DKEY-153M14.1,0.0,0.0,0.13322892102370876,0.0,0.32275006672352474,0.6031495600927567,0.7353118356893583,0.0,0.5556720886093285,0.0,0.31746578008553084,0.09027937798078797,0.3523223191104394,0.2921997648268272,0.22947682727206492,0.0,0.0,0.0
FXYD6,0.0,0.24870099668783718,0.26427713712667195,0.11528429772459828,0.48229076946415445,0.4482902070733944,0.272421280057788,0.033159908080416634,0.4161981211306505,0.1265863359967237,0.23795176590642977,0.25703407568006736,0.650109184116219,0.08845426522646241,0.1281190708426889,0.09808671679031963,0.037062692242402724,0.1191834954923963
ZGC:158463,0.0,0.0,0.10870674383807388,0.0,0.36785385093843576,0.6819562809186239,0.6669138388099195,0.0,0.6871618919622987,0.0,0.3701505742891316,0.1209227258885635,0.24892845786345064,0.2613893327406597,0.23066897221970503,0.0,0.0,0.0
SI:DKEYP-3B12.10,0.0,0.0,0.12482283341869391,0.0,0.17611442284055986,0.7325857784661159,0.6451594544508786,0.0,0.69803825392571,0.0,0.17798194950077237,0.1669546963287681,0.11145075037521376,0.33777706210928954,0.14017722053501994,0.0,0.05745531934131338,0.0
C1QB,0.2599912029338361,0.4393303970606512,0.24985091971021953,0.19608783003176905,0.27728963438913146,0.3439926201677383,0.46750336254015656,0.13653292049099233,0.34272119129740325,0.09179610771013534,0.23380376153527213,0.1249620191743307,0.6393557334995086,0.02472977079709144,0.1584465443394799,0.10149414620148946,0.10566259989846644,0.0
SI:DKEY-108K21.12,0.0,0.0,0.0,0.04303678724046131,0.0890186432705844,0.4676293956478432,0.4051321092828087,0.0,0.562153740389362,0.0,0.6301295245648535,0.18854595081403916,0.5400733962096133,0.24875968439835805,0.11617111278453876,0.0,0.10586750828916093,0.0
SI:DKEY-16M19.4,0.047832871004964965,0.0,0.0,0.10899337467932228,0.6375307560732661,0.16355156438915502,0.5205284747176793,0.0,0.8382484205016921,0.0,0.2059458887290244,0.0652004204631963,0.5749315372764721,0.0030193555575334014,0.11449014158603257,0.0,0.0,0.0
ARL14,0.12206327088885804,0.4242617865490032,0.15265833110452645,0.1606970490475123,0.47108739511418096,0.043185657696345255,0.35612638857967494,0.2480272642541247,0.5281513489402642,0.14881924608840089,0.1598881349342235,0.09320540152916952,0.4736007041603346,0.009439346392299337,0.2057133411783795,0.08654032121794142,0.2337769203449834,0.1944036917031298
OTUD4,0.0,0.0,0.24260257099110774,0.034667621750165814,0.4286778398867441,0.683114414223853,0.8473396489900856,0.0,0.5624846793576304,0.0,0.38793143397917834,0.11665158868769368,0.45319245279628184,0.3623407169692617,0.025107461599210446,0.0,0.0,0.0
RAB34B,0.0,0.0,0.33755266444477144,0.4118058683160032,0.4398478495757299,0.49315037854753646,0.03309482299401368,0.0,0.4793974124868696,0.0,0.4386761936725411,0.09637324062517483,0.5012125426527704,0.16335861799564788,0.07047242845742334,0.0,0.0,0.0
SI:CH211-267E7.11,0.0,0.0,0.309510200569269,0.541265833102312,0.5042180755721186,0.5169199518778415,0.10077629117906818,0.0,0.5939799219361441,0.0,0.3695787449057879,0.2058917859855564,0.40739054318986534,0.05877146550090272,0.15430522367675936,0.0,0.0,0.0
SI:CH211-130H14.6,0.0,0.0,0.05445176050988556,0.01943247456928812,0.5412197782562076,0.32765877661332976,0.25231783132252433,0.0,0.7393637574296248,0.0,0.4059360850429567,0.12045942193248851,0.45062167138554404,0.24945078929747155,0.21335633805798018,0.0,0.0,0.0
SI:CH211-195B11.4,0.06171509427164919,0.0,0.19158204805419168,0.021920067945494857,0.6979068806936557,0.46455493459132763,0.24202730676227033,0.031051320040439884,0.7776646878017799,0.0,0.23204045430799364,0.14129751364542356,0.3594500598567705,0.24880618785826317,0.0839896775598215,0.0,0.0,0.0
SI:DKEY-261M9.17,0.0,0.0,0.09535629612327026,0.0,0.27990204737287555,0.24408583271828152,0.5128134697667847,0.0,0.40073234792318774,0.0,1.6210880456776524,0.13811260436727113,0.2399570626259915,0.21798732468596166,0.0,0.0,0.0,0.0
CR450785.2,0.10811126512896939,0.0,0.006884609452646737,0.0,0.8026844275760128,0.3969841874404417,0.2640923921903657,0.010158712266384788,0.4228513070386553,0.0,0.4590444719992174,0.06035917648278369,0.288021513434042,0.025705455096264967,0.3152611725134209,0.0,0.0,0.0
CFD,0.19914377298244187,0.7416944288813375,0.005085688034156783,0.0964906123205045,0.4944856521879314,0.1590506703971268,0.23430064008852924,0.011131400603609922,0.4965594559988165,0.08860489557961153,0.26564292071920825,0.03191166751848354,0.4138592453646982,0.05349414851387827,0.12710487543466667,0.0,0.22494501643441586,0.17721569351587882
BX640584.2,0.02863536104090221,0.0,0.0,0.0,0.7078579820270706,0.4742111301378495,0.0,0.0,0.4867508038588549,0.0,0.26295079367026014,0.1525150275862793,0.4736508088922003,0.07869351971431526,0.3200526784521149,0.0,0.02919025998120734,0.0
SI:CH1073-418F12.2,0.0,0.0,0.0,0.027972392166933917,0.5795127444247077,0.4390494753462752,0.09536045938736097,0.0,0.47195027040239407,0.0,0.19879731875886147,0.21239389128931283,0.3884930829527077,0.3760661558900998,0.2709678877386012,0.0,0.009899001562175911,0.0
SI:CH1073-159D7.7,0.22404257737880173,0.0,0.08559245294825395,0.0848904694044383,0.16625041079447453,0.6103912723239806,0.6590661228885795,0.09081777544504234,0.6000150321236779,0.1677339541787816,0.867324119742055,0.08502717673838511,0.15706041542222518,0.2534929863888253,0.20252391247117885,0.12060697704412082,0.08722283121837225,0.08216142761748528
DUT,0.0,0.0,0.205208770259143,0.022794642771967483,0.5188159551468742,0.6109212653231659,0.6534964621611639,0.0,0.4805183240718998,0.0,0.20519862081482432,0.13585663588580346,0.4247819275568826,0.24609399106071544,0.11023562412769562,0.0,0.05964872825885753,0.0
ZNF981,0.0,0.0,0.0,0.11750907333918868,0.610948083263661,0.46908638615009945,0.2394228434027325,0.0,0.6167368120831378,0.0,0.49511963451153407,0.0,0.18976084029396728,0.0,0.1101072596873314,0.0,0.06266755413207657,0.002891279876211828
SI:CH211-113A14.16,0.0858383270702665,0.0,0.0,0.058120641058620706,0.34093761847140686,0.4494971755691932,0.7263071543494029,0.02943943873169614,0.7671504078031026,0.05968764594220186,0.5619590488187621,0.09615132988693498,0.34943887860178774,0.10512003768124535,0.21180439275382973,0.022166094182969012,0.014044445656275157,0.0408847094025404
SI:DKEY-6D5.4,0.0,0.0,0.3181137958163087,0.5315969450829405,0.5196422941138751,0.4440466549885889,0.041029617738973505,0.0,0.6497295087765665,0.0,0.38096473329432434,0.20937992583500165,0.520228506344747,0.06787075515588148,0.1310359863983515,0.0,0.0,0.0
SI:DKEY-23A13.15,0.04195544309472295,0.09657545341558035,0.0,0.15172137914989806,0.26196829010405276,0.5114891135274812,0.41598274667133667,0.0808935637343277,0.309146183265572,0.0,1.10634503795498,0.22235337489266027,0.5422202732833982,0.0026043007278275625,0.012831025151407684,0.0,0.1835926544802617,0.15295655821784135
ADGRE10,0.0,0.0,0.13454990343587647,0.013219920661786242,0.5821390488512937,0.2560428322102188,0.05813605721028766,0.07628474349821883,0.5281474569658041,0.0,0.39604221523410876,0.1216429149983904,0.5338553646202554,0.3611464806525088,0.6711439311078028,0.0,0.046103198317971626,0.020995325818049974
CU655961.2,0.0,0.0,0.04269554350685085,0.07882196119377154,0.42547138983219207,0.3112576501997765,0.439468010095565,0.0,0.4879319949263448,0.0,0.14540894811842786,0.0,0.31293890471080177,0.0,0.4934983433670759,0.0,0.019293103081856677,0.16914902671889412
SI:CH211-190K17.31,0.0429877314264467,0.0,0.08500448155540707,0.10619385901790436,0.8286369962436487,0.41173746451351784,0.14447787168797152,0.050577634677617396,0.32031643160015977,0.0,0.3134035832600486,0.18221285972287665,0.47836535905680666,0.1335604713340633,0.35634980326133486,0.0,0.0,0.0
SI:DKEYP-3B12.8,0.0,0.0,0.0,0.04623602725268525,0.21479662410836192,0.5552653872927598,0.45019322027014075,0.0,0.3700912226189466,0.0,0.3795094994364411,0.05603849240806351,0.1422749539282296,0.0,0.2896061518971164,0.0,0.0,0.0
FAM78BB,0.0,0.0,0.059430979010785735,0.11576159731025175,0.6153775112893967,0.07610243654282595,0.05205305940884077,0.0,0.5151641183080653,0.0,0.3604135622263255,0.17178529925199446,0.9005087195436142,0.21401493275251662,0.26317167322346974,0.0,0.0011270681412031884,0.0
CABZ01111915.1,0.0,0.0,0.01995955738947729,0.07663278755383511,0.6207290877732183,0.03162386388614423,0.14966363698865942,0.0036781026588360104,0.708431567755174,0.0,0.2297474882112002,0.14119880296281573,0.33545259648791054,0.2222215242365515,0.2998577768405107,0.0,0.0,0.0
WDR21,0.02144856155158432,0.0,0.0,0.0,0.6794273139415228,0.6681981820925081,0.061565240658813254,0.032911244026278215,0.4763268287918033,0.0,0.3900513069644798,0.13969980302249888,0.05849806396735736,0.03236094983885134,0.3921511178617516,0.0,0.2213356523076236,0.0
SI:DKEY-95P16.2,0.10289201319563285,0.0,0.01470959299144941,0.16657549037221187,0.6071531778519591,0.2348259313425573,0.40032991644324917,0.08915179837623294,0.8529585412566594,0.03416187214279276,0.21470296705528769,0.11207855574580204,0.4708538906801647,0.0,0.1605939533448969,0.0,0.0,0.0
NCALDA,0.017654858253165418,0.0,0.16891899895339402,0.0561306736125062,0.7997785209179085,0.31137100043834587,0.0,0.051344940305208704,0.5058334450128066,0.0,0.4609147383500753,0.11417985141699973,0.730621752544334,0.013878146086708627,0.2453236928068721,0.014434827363382653,0.13474595384405574,0.06973255181055531
SI:DKEY-15H14.4,0.0,0.0,0.024007987694790792,0.014780148060381157,0.8362690564807841,0.20877910538376543,0.0802286750401692,0.0,0.30779129472883443,0.0,0.37503065944177477,0.20502936426003765,0.6542442451135035,0.23167768581821624,0.3018960636805199,0.023010182073099433,0.0,0.0
SI:CH211-117M22.2,0.0,0.0,0.2118048197649856,0.0,0.2515289498804969,0.26479981300014865,0.6208071310019704,0.033234781599175825,0.38979678273987145,0.0,0.5938714811600806,0.0,0.5671416174698695,0.212660333281031,0.28800491306167497,0.0,0.0,0.0
SI:DKEY-23A13.18,0.3193241394648922,0.40315241093700527,0.060647113320313924,0.23168606716455606,0.07797551264560088,0.3181076944360671,0.49014245856367356,0.17509936596380937,0.46227284465804047,0.27992875044862847,0.38113519446857225,0.07868966285380612,0.30299402545282816,0.15210231171421815,0.13712823340747254,0.18299052327477355,0.17216150849949372,0.2883338585637695
NDUFB4,0.0,0.0,0.0,0.0,0.5588675170292586,0.03374681204223958,0.2121399195835204,0.0,0.47845336024206,0.0,0.11119267612539484,0.24859095577522072,0.2861060675242552,0.0,0.3143597892574518,0.0,0.046178723881079,0.0
MCL1B,0.0,0.02713355524235347,0.48986252012424103,0.14981239681190398,0.6487445036490767,0.20577852873036204,0.11284329466451759,0.05850341688862306,0.3142242650399544,0.0,0.4857287136956561,0.0201494124227605,0.6052327421584154,0.2609112274129186,0.15621560067813425,0.15043998718075632,0.11648615800572767,0.14073282415468502
RPL6,0.006880819983538951,0.0,0.11843263087959326,0.1804432395383542,0.5774639216516989,0.27775118146355166,0.4752931055490639,0.09186846435699388,0.6705295243742524,0.0,0.1580834936922291,0.21094011804149837,0.6223015095953549,0.05865529992305344,0.1358482646239149,0.09033301605744118,0.155138633462502,0.0
PDIA3,0.09593019195501566,0.0,0.027971579994711115,0.25561742087302003,0.43866528358237494,0.5445436196659527,0.3008376569236785,0.094483314437999,0.3991779563026305,0.0,0.3775448838746294,0.23758627833628726,0.49871796213555786,0.0,0.31732840219417824,0.027169577762566396,0.07042219391402037,0.05091047921355685
SI:CH1073-190K2.1,0.0,0.0,0.02638489037656868,0.07563405576878668,0.5281754259281689,0.8591658480296599,0.4560411690806081,0.0,0.007209341221669145,0.0,0.37673069434861206,0.06373789412906244,0.2758691403111429,0.0,0.0,0.0,0.0,0.0
SI:CH1073-26E8.2,0.0,0.0,0.0,0.0,0.43925147685991944,0.2710868025922249,0.1747510197296939,0.0,0.35133653008343824,0.0,0.39421510451750463,0.020627821909364713,0.41140644035871327,0.32644036554295075,0.10804558279889218,0.0,0.020920925321836033,0.006644939587609881
HIST1H4D,0.0,0.0,0.0,0.0,0.0,0.35319337394173966,0.23440528297257765,0.043541640005736765,0.4170408491215169,0.0,0.8139845935950927,0.0,0.33103194652984236,0.07246466786769126,0.16998539741647523,0.0,0.030736946839451596,0.0
ZGC:165555,0.0827697925092399,0.0,0.03519920995330421,0.0,0.06651890865935921,0.3954319257957642,0.3224169981998778,0.0,0.3159028999676815,0.0,0.9790903140646767,0.0,0.1364901723526866,0.018041100428296993,0.03065647174169211,0.0,0.1341617400638278,0.0
FP016247.1,0.0,0.0,0.17607276437442734,0.05623184090586418,0.040824567571950736,0.5139918491198893,0.5105687985117271,0.0,0.16267877436145098,0.0,0.37134190674417145,0.0,0.11106586640927159,0.3634354919770929,0.2774860245358157,0.0,0.0,0.0
TADA1,0.03727681427196556,0.0,0.0,0.0,0.4998682015349956,0.38340254992172984,0.5401774137985759,0.0,0.4521415047250902,0.0,0.369381108478044,0.057251220196064594,0.37896969909716366,0.04558250074645729,0.3359620795024339,0.0,0.17670199394011493,0.06457713182404592
SI:DKEY-193H7.5,0.0,0.0,0.09532811448379958,0.017876882412960607,0.5174237487745285,0.7473441032418584,0.0983958901409717,0.0,0.5277942150563261,0.08622327287520183,0.25118003463765937,0.07097994699995584,0.2716797178696649,0.013371369572915421,0.39324189155999933,0.10832530994715082,0.0,0.0
SI:CH211-210C8.5,0.0,0.0,0.0,0.14233389447493783,0.45015147907320324,0.3937913675582937,0.0,0.0,0.584211523930887,0.0,0.07302441855503645,0.07532683509785225,0.0015006412464603784,0.0,0.5949876184506352,0.0,0.10070696245835517,0.0
SI:DKEYP-3B12.15,0.0,0.0,0.20877771802045791,0.0,0.6692270072156454,0.11482672292445158,0.33736251539218215,0.0,0.00434176327281653,0.020206029861745297,0.3236590576938616,0.26773866281847974,0.12650527179960477,0.0,0.2887531301941439,0.0,0.0,0.0
SI:DKEY-77P23.8,0.0,0.0,0.18232909036569614,0.0,0.6697547730709195,0.06208704529126641,0.5191419580802054,0.0,0.0,0.03422607116167885,0.31057569083519543,0.2522674455063374,0.1294063950805935,0.0,0.28358936209434016,0.0,0.0,0.0
