,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
SI:DKEY-153M14.1,0.010948295516489584,0.0,0.14077779855585643,0.0,0.0,0.5900458106020363,0.6841185474756784,0.0,0.5448705346554374,0.0,0.47913879101361795,0.10017009752521894,0.3131928528909119,0.3474735007037095,0.09915023814048363
FXYD6,0.0,0.2785544524954019,0.24473503618175918,0.12167434197234918,0.05115723131424133,0.6892359830733886,0.39352380936094566,0.07078834926082433,0.42566027119158134,0.1024294711625735,0.24369743127063365,0.2862921077571667,0.548536806001933,0.07464237275732856,0.1646511976455825
ZGC:158463,0.0029365706388664384,0.0,0.1190209338051381,0.01776284641516915,0.0,0.5782313943190923,0.5877960820073599,0.0,0.6541000735400042,0.0,0.5765637585502505,0.13186833644890605,0.34033178127024866,0.3164018531025741,0.10352895955618217
SI:DKEYP-3B12.10,0.044895967376260275,0.0,0.13730722462064607,0.0,0.025589342501401817,0.5202396087907902,0.5389972978001558,0.0,0.6873512493203134,0.0,0.4719544214409725,0.18334329961520837,0.11117459524377604,0.39746532801928347,0.02044488467161537
C1QB,0.253600637299522,0.38201020272161773,0.2681507672548131,0.25191029981059904,0.07706792991903957,0.5317049696149361,0.6259456550075657,0.18808925239938026,0.3336376751747412,0.09694401783875264,0.17133949893959485,0.14313959848292082,0.3528403355945449,0.038712912429064515,0.09113175245019242
SI:DKEY-108K21.12,0.0,0.0,0.0,0.05611382913506247,0.02146670831775883,0.5486548630817725,0.6257977943718205,0.0,0.479073552883003,0.0,0.6426915659479332,0.2068463639783218,0.17665878554851447,0.22449722140287762,0.10147602646773608
SI:DKEY-16M19.4,0.008306443093833722,0.0,0.0,0.1375156082481454,0.0,0.37047456326992395,0.6157873972797855,0.0,0.7990163946963794,0.0,0.18858310384237378,0.055744068934179,0.7656461122463658,0.0,0.011213742987140009
ARL14,0.11395803298956539,0.4509994513854585,0.13497016974547635,0.18444391970818536,0.2767143829285559,0.28982810983283414,0.4133959140619659,0.24388470866713793,0.5241625236108626,0.12473498077938835,0.12012702256498542,0.09307011294286266,0.5442241376832101,0.026301541763440187,0.17169132355962527
OTUD4,0.03871233184593377,0.0,0.22238457300565576,0.0630300976068397,0.0,0.664745216323629,0.8092765523150254,0.0,0.5195711628164346,0.0,0.5774263718011907,0.11754671224463771,0.4077847439372762,0.3777405456931462,0.0
RAB34B,0.0,0.0,0.3023027018334738,0.3842620754297437,0.0,0.5723648601282784,0.19615432341404784,0.0,0.4215273898554983,0.0,0.4609679168914032,0.11229363231558442,0.563661425342216,0.12777067846169932,0.038594404471886085
SI:CH211-267E7.11,0.0,0.0,0.281783955481776,0.521198781484202,0.0,0.5527900170711469,0.19252712514938938,0.0,0.5445881625613814,0.0,0.4163823087003287,0.22747966257607158,0.6060713912666214,0.04821056750210362,0.07225101045930586
SI:CH211-130H14.6,0.0,0.0,0.01785365908472119,0.033005345340444456,0.0,0.4472866929812374,0.3472991184902881,0.0,0.6781988062666648,0.0,0.40725319071493193,0.11923884116313233,0.6059411286879828,0.24014536549236373,0.18185493253736248
SI:CH211-195B11.4,0.03456208868736805,0.0,0.17680063523595213,0.0360549101290826,0.0,0.48708269329639925,0.26144845681189943,0.016858049012189093,0.7435724723343112,0.0,0.3213690243029921,0.14520303718953667,0.76150304314903,0.2755046592886503,0.0
SI:DKEY-261M9.17,0.0,0.0,0.01515090198978775,0.0,0.0,0.05700197964662423,0.7628130569129418,0.0,0.136619706018579,0.0,1.665134755986218,0.08196039500158357,0.2950298213512872,0.14004193107951182,0.003613374520284537
CR450785.2,0.04306524268227346,0.0,0.018497797289354762,0.0,0.0,0.37715371448274354,0.26036631349301054,0.0,0.3259414165519489,0.0,0.5410829398292054,0.06594866715604178,0.8653363751012945,0.06374283701705642,0.22230531415922583
CFD,0.2580490220536239,0.6774557492576667,0.0,0.16844635858088328,0.25118185543104127,0.2700651686473511,0.3563324300194445,0.10337710395098017,0.42816866425157946,0.0821118214710767,0.1657595136146638,0.02072421697597906,0.539728980618694,0.055505210644518896,0.10266424243155928
BX640584.2,0.0,0.0,0.0,0.0,0.0,0.6272917780991428,0.0038230866168537806,0.0,0.4506276260160647,0.0,0.26962418053249904,0.18300574420846275,0.8182394972461899,0.11981371804933581,0.265279503929968
SI:CH1073-418F12.2,0.0,0.0,0.0,0.0404765974119164,0.0,0.5164323960812529,0.13370948183794362,0.0,0.4365576062272527,0.0,0.24656665687610263,0.23382981700518565,0.6461024104462049,0.39340664202594167,0.18519316281612228
SI:CH1073-159D7.7,0.3234558356586823,0.0,0.10361064356742042,0.12189507065764354,0.06848939994684441,0.373128766075138,0.6636184911113997,0.09186470909667542,0.4781686508349365,0.1365924668179058,1.0660725642107443,0.0672545183835308,0.09538968161025685,0.2784680282494803,0.15790731545212602
