,Module 0,Weights 0,Module 1,Weights 1,Module 2,Weights 2,Module 3,Weights 3,Module 4,Weights 4,Module 5,Weights 5,Module 6,Weights 6,Module 7,Weights 7,Module 8,Weights 8,Module 9,Weights 9,Module 10,Weights 10,Module 11,Weights 11,Module 12,Weights 12,Module 13,Weights 13,Module 14,Weights 14,Module 15,Weights 15,Module 16,Weights 16
10,BMP4,0.9064408292489168,TOP1,1.721355967466416,CEBPB,1.23405967062979,GBX1,1.3099604900178203,TMEM205,0.5758478317743962,PPIB,0.6998360526324575,SI:CH211-113A14.16,0.7568777627923957,FOXD5,0.848989216229925,ZGC:163040,0.8885775882813245,CNNM1,0.8914481362201968,SI:DKEY-261M9.15,0.8523457593140691,CASP8,0.8567526769086371,ZNF1060,0.5570864683719678,RAB3IL1,0.6060904945044719,BIRC5B,0.8794178933080882,SI:DKEY-234L24.10,0.6552946700528283,SKA2,0.7893361364379557
11,PCDH18B,0.8750120505000321,HNRNPA0B,1.7108470708275436,CLDN23,1.2301530028266567,APOC1,1.2740173173976852,CABZ01002768.2,0.5688295444025812,EPCAM,0.6924741094772262,SI:CH211-117M22.2,0.7416557304874484,ZEB1A,0.84092249096421,FP236812.2,0.870180420744865,SI:DKEY-186O21.1,0.8848685486804461,SI:CH1073-159D7.7,0.8049528791481042,SESN1,0.8254689583193963,ZNF1031,0.5447982306276749,SI:DKEY-93M18.3,0.5993208574830753,BZW1A,0.8788536034954983,CPE,0.6518456119871382,OTX1B,0.7758017242195486
12,SFRP1A,0.8503972299305066,DIABLOA,1.6873204592918247,SI:CH211-125O16.4,1.224246790629771,ZNF503,1.2478514970489654,SLC3A2B,0.5677232210080745,VGLL4L,0.6893898130643311,GTF2H5,0.7402027694125217,PRDM14,0.8183425010256327,SI:DKEYP-3B12.6,0.8640428628945102,SI:CH211-171H4.5,0.8796594639002187,TRIM105,0.7767023239379023,CDKN1A,0.787138244038922,TAOK3A,0.543699217214163,ZGC:113425,0.5885703877625749,BX324155.1,0.8788258477445818,ZNF185,0.6389291382916302,KLF2B,0.7343532825904787
13,SI:CH1073-80I24.3,0.8472353816441605,NME2A,1.674796822534638,KRT97,1.2226409240534215,VED,1.1991490655561028,VGLL4L,0.5572101854446397,SI:CH211-268B13.3,0.6845857104282462,STM,0.7399653129351728,SI:CH211-139K8.4,0.8136337474152766,OTUD4,0.8589978984647021,NRXN1B,0.864186930298996,SI:DKEY-261M9.11,0.7737979543968612,ZGC:64022,0.7805113876258665,HSP70L,0.5388970414812224,FGF17,0.5814707314972067,FAM78BB,0.8767200862007968,TRIM25L,0.634581353964936,ICE1,0.7296176496402099
14,EFNB2A,0.8437509969263531,GPRC5BB,1.6230891633369373,CLDNB,1.2077491720508762,IM:7138239,1.136458022081916,ZNF995,0.5526531766382369,IFI30,0.6754199943325209,SI:DKEY-261M9.15,0.7382930271646237,SI:DKEY-188C14.4,0.8133222524985277,SI:DKEY-108K21.21,0.857520949889333,CPE,0.8515038037999059,GBGT1L4,0.7370687796563288,SLC4A2A,0.7327719018756967,SI:RP71-45K5.2,0.5286660168883642,SI:DKEYP-117H8.4,0.5751090477170865,SI:DKEY-6D5.4,0.8440084974057747,CABZ01064859.1,0.6233588752196461,BOKB,0.7283614104720357
15,KAZALD2,0.8397961339423774,PON1,1.4760202645908187,SI:DKEYP-67A8.4,1.1720106175600498,DLD,1.1288378444696396,ZGC:92287,0.5515936513722642,NUDT4A,0.6743733938315243,SI:CH211-272F15.5,0.7360602647237467,TIAM1B,0.7940739071656906,HIST1H2BA,0.8405005503195696,KCNK4,0.8470161845371591,HIST1H4D,0.7276080458511388,EXO5,0.7259918790812959,MYCN,0.5162154201273004,METTL22,0.5731867213016437,MKRN4,0.8328245577255027,CNNM1,0.6228325889122397,BMI1B,0.7252239315927194
16,APOEB,0.831347184371452,HUWE1,1.4023988216803798,MGLL,1.1702259293961212,SP5L,1.1255244684766814,SI:DKEY-56M15.3,0.5479919802196616,SI:DKEY-13M3.1,0.6741196890648312,U1,0.7326956284304368,SLC38A5B,0.7853474073458196,SI:DKEY-153M14.1,0.8403856660528474,FTR36,0.8291208723045845,BX324216.1,0.6589103084142451,IGF2A,0.7093372008778754,CDC42SE1,0.5159256744519232,TARS2,0.5541368143606332,SI:DKEY-30F3.2,0.8283730628281929,UPK1A,0.5909075969558643,TRIM35-29,0.7167832842765013
17,ADD3B,0.8160899959214859,CABZ01001464.1,1.3414487739683758,FA2H,1.1682301157899342,ZIC2A,1.0911421596046116,SOX32,0.5427446184670953,ZGC:173742,0.6690081797154005,SI:DKEY-151G10.6,0.730482332114177,FZD8A,0.7647491296048677,SI:DKEY-261M9.12,0.8325297338027197,PHYHIP,0.827231221939163,CA9,0.6526882593397514,SNX11,0.6923708594699067,CU655961.2,0.5148012775283493,FTR82,0.5539723927684808,CR450785.2,0.8131511900325458,PPL,0.5903771366231301,WDR62,0.7137293581108032
18,VED,0.7991388027154223,KLHL22,1.2983669826061572,ZNF185,1.1637485664224836,SZL,1.0773056782678891,BMP7A,0.5394630238660449,ZNF1125,0.6633962972875576,FAM133B,0.7292668541390376,KIF26AB,0.749740423784283,SI:CH211-113A14.10,0.8283147953416035,BAALC,0.8247900920167583,SI:DKEY-146C18.5,0.6370916323908681,SI:DKEY-204L11.1,0.6791736689914377,TULP3,0.5145791993848754,B3GNT8,0.5510531811526758,SI:DKEY-199M13.4,0.8115189456243725,ESRP1,0.589289037061952,NEK2,0.6957582982702321
19,TNS3.2,0.7951274440645303,SI:CH211-241E1.5,1.2820819219820079,ZGC:193505,1.1522789833347857,NHSL1B,1.0605166919077937,ZNF1031,0.5388978142739139,CLDND,0.6598105826279116,SI:CH211-194E1.8,0.7263398450885242,GSC,0.7411541700239713,SI:CH73-36P18.2,0.8275766568397083,GRB7,0.8183526180118864,BX511215.1,0.6175710145008223,SI:CH211-239D6.2,0.6701141453677254,NPLOC4,0.5145635411251162,ELP4,0.5478276614631761,ZNF986,0.8084781225934606,RHD,0.5886595080378383,CHD6,0.6808831077730667
20,GATA2A,0.7911299679570767,SETD2,1.2555261300053722,FUT9B,1.141350745979267,HER1,1.0325403096972832,CABZ01117575.1,0.5349465840683518,SI:DKEY-19C16.12,0.6517143017739258,RPL39,0.7259292924720382,CST3,0.7195684603448781,ZGC:110434,0.8267317190907981,GBP3,0.7981264734118473,SI:DKEY-13M3.1,0.6088182420890705,E2F7,0.6689394320620368,SI:DKEY-11O15.10,0.5141005834344429,CECR1A,0.547349684660929,TBC1D13,0.8009560585872059,MYLK4B,0.5809003835266756,MID1IP1L,0.6717684632294465
21,TIAM1B,0.7905738823638777,MLXIP,1.232877572361678,FTR82,1.1289884730545672,ATP1B3A,1.0323170868314022,KRCP,0.5337749823434754,SFRP1A,0.6370439652740796,RPL27,0.7216012059495962,OTX1A,0.716788740842033,ZGC:173552,0.8243069501236643,ATCAYB,0.7924089306781726,SI:CH211-113A14.18,0.5985292204523631,BCL3,0.6631248392612803,ERCC8,0.5086342385124427,KLF17,0.5446532762447676,SI:DKEY-16M19.4,0.7978811998168552,MYO3A,0.5753752992890805,FHDC3,0.668310507950657
22,SLC38A5B,0.7895499160302386,CYR61L2,1.217312507877474,FTR83,1.121476201907876,PRICKLE1B,1.0318890327575674,CTSLL,0.5302665690912981,SI:DKEY-13I19.8,0.6354275394517765,RPL35,0.7190866616878243,RASGEF1BA,0.7108685537215339,SI:DKEY-108K21.26,0.8237844142398614,SCOCB,0.7913414020634977,SI:DKEY-108K21.21,0.5950584488130624,ISG15,0.6497268827326348,SLC25A25A,0.5062289594357037,DUSP4,0.5365952356777509,RBM4.3,0.7975040607475148,SI:CH211-276A17.5,0.5740392455076824,CLDNG,0.6677472841729784
23,BAMBIA,0.7834113802834244,POLR2A,1.2049999459392868,ZGC:153911,1.1164607856321238,HES6,1.0293271917857922,SI:DKEY-7J22.4,0.5294540277801937,BLF,0.6213348635073347,RPL23,0.7160748525713264,DACT2,0.7009745205223936,SI:DKEY-23A13.4,0.8136007678002813,JAKMIP2,0.7900771715636021,SI:CH211-113A14.26,0.5874914459974906,LNX1,0.649227609257656,SI:DKEY-221L21.2,0.490615686317634,ZNRF2,0.531241946800303,MAF1,0.7943863225710195,TMEM8C,0.5715977719175418,ANKRD12,0.6675294608826344
24,SI:CH211-170D8.2,0.7831392896143046,NRXN1B,1.1823762644648568,GATA3,1.0754079534951557,MSX3,1.0231151961518214,ZNF1136,0.5289148209786076,CR812792.1,0.616959719903433,FTL,0.710465693778947,AMOTL2A,0.6977808635858945,SI:DKEY-261M9.19,0.812196872169975,NFKBIL1,0.7860303302162147,SI:DKEYP-14F10.3,0.5874293732604712,PLEKHN1,0.6416414733616147,KIF18A,0.4903287657659976,ANKRD16,0.5271996028813988,RAC1A,0.7914282426295088,RNF220B,0.5699974594636462,ZGC:158852,0.6645189271293699
25,SOX3,0.7758103958940148,SI:DKEYP-79B7.4,1.180047475615069,PERP,1.071408563454298,LAMB1A,1.0083922025587362,BX324155.1,0.527534656961525,RND1L,0.6089284321038292,PSMA4,0.7072474590008437,FAM13A,0.6832534200559456,SI:CH73-368J24.14,0.8070666885123604,SI:DKEY-58J15.10,0.7752082168405707,SI:DKEYP-115E12.6,0.5857810415135979,RGS20,0.6195810955598539,FHDC3,0.48594373135412927,SI:DKEY-1D7.3,0.5211651813958541,EGLN3,0.7896642843656253,RAPGEF6,0.5525414486289472,CNOT4B,0.6628091239315032
26,BMP2B,0.7606424842641574,PCNT,1.160529737179534,CYT1L,1.0702121980653099,SI:DKEY-27I16.2,0.9949576567485743,PNP4A,0.5274977109803509,CDKN1BB,0.608437133824355,H2AFX,0.7049413342301016,TDGF1,0.6585324673964236,SI:DKEYP-3B12.12,0.8049445949470576,NCOA7,0.7650201543661801,RAB35,0.5775654824348868,RASL11B,0.596764663637705,TMEM205,0.48562782674167215,AK4,0.5176058661026978,SI:CH211-195B11.4,0.786606488308917,LYRM1,0.5491645909977226,MYCLB,0.6584404858041524
27,SLC38A3B,0.7545739555949404,SI:CH211-168H21.2,1.1353258831226356,CYT1,1.0694068449606413,ARL4AB,0.9710033080510357,HNRNPA0A,0.5271852701717048,SI:DKEY-261J4.4,0.6058772593940742,RPL12,0.7038293136394155,EPHA2A,0.6580190038255693,SI:CH1073-159D7.4,0.8006670098353691,CABZ01009880.1,0.7605854485848954,ZNF985,0.5631155488932788,GADD45AA,0.5894980686336568,RNF7,0.48546624234925234,ID3,0.5155691461090752,BX901907.2,0.786515786117931,FA2H,0.5442531404268741,BCL2L10,0.6562188954825053
28,CBFA2T2,0.7428614917231685,ZNF1057,1.1336413580691673,KLF17,1.0685460973911447,VENT,0.9417945031871154,IDE,0.5247289332702038,FXYD6,0.6039365099372497,RPS18,0.7032291438518687,LRIG3,0.6537342595779291,SI:CH211-113A14.24,0.7946047907831969,LAMC1,0.7553978571198154,TDRD15,0.5604765366915683,FOXI1,0.5873181725139333,GDF3,0.48532300256418115,SI:CH1073-205C8.3,0.5122025416851474,DDX17,0.7802425479002247,GBP3,0.5395402873725169,PGK1,0.6315637986405944
29,CITED4B,0.740056950372049,CR318603.2,1.1219302704166527,ELOVL1A,1.0571951337579761,ADGRL2A,0.9273349839230272,ASB11,0.5229453765799575,SI:DKEY-5I16.2,0.6035242023462589,ZGC:92066,0.6983094655271406,EFNB2A,0.6422908225990198,CNIH4,0.7894956784057943,RNF213,0.7507953815215574,SI:CH73-36P18.5,0.5382709665611956,RPS27.2,0.5681792740210024,CLDND,0.4822747074347731,PALLD,0.5114687320709075,BX640584.2,0.7761595090473818,SI:CH211-166A6.5,0.5388938004752136,VAT1,0.6292274367103897
