,0,1,2,3,4,5,6,7,8,9,10,11
SI:DKEY-153M14.1,0.26937205415746523,0.0,0.1727717948229997,0.026334423944341292,0.0,0.46500132008059936,0.6882956194924502,0.0,0.3623556744646454,0.0,0.7267723047658718,0.08403813161930265
FXYD6,0.3950405334110709,0.19535774260328453,0.2625484635147509,0.23957805536672563,0.08150267101700091,0.6654963174999804,0.3431008016626164,0.1649301718882314,0.40450358427276584,0.09827177690337191,0.2845198060673134,0.27709467317826514
ZGC:158463,0.2701119176141247,0.0,0.1467070426581217,0.054727269020616295,0.0,0.4146621555164016,0.5997144401723533,0.0,0.43124367733966534,0.0,0.854034849930878,0.11151552542887948
SI:DKEYP-3B12.10,0.04095579754094282,0.0,0.1915090952642771,0.018649673743205978,0.02219222376521202,0.34374287920890156,0.5423666238711421,0.0,0.45439105788732803,0.0,0.8093659664716373,0.17096404215534602
C1QB,0.2719052094029557,0.4134246998431021,0.26372676464618966,0.2884184760503424,0.07232443737620665,0.5898395164688467,0.5556258893948084,0.16034302200409603,0.4195968299492941,0.11305248495100063,0.2323608644863618,0.15226143840906667
SI:DKEY-108K21.12,0.13215513934922307,0.0,0.0,0.07986118333984941,0.06613976802514397,0.43696370633357057,0.654517150851834,0.0,0.28894788238893143,0.0,0.7777222713318429,0.16396274008882072
SI:DKEY-16M19.4,0.48655018663589567,0.0,0.0,0.2668015781817142,0.0,0.3372357974276667,0.5310045295201984,0.0,0.7951923773050387,0.0,0.3246777465875572,0.05536879054608831
ARL14,0.3932101307517291,0.3823972544953708,0.13859105359421764,0.3223980148602007,0.30452850601515574,0.31571655961379547,0.35760478996657175,0.38626960482132944,0.586183500748748,0.12023363929576607,0.09202960678433142,0.10190371695047011
OTUD4,0.27785531854280043,0.0,0.2507469845864736,0.10372590157356097,0.0,0.5464491131081215,0.8197410402637796,0.0,0.3610997678461788,0.0,0.8094371831168188,0.10934901686735302
RAB34B,0.4348364050708373,0.0,0.28852537245987747,0.44420570036355506,0.0,0.46907725298286895,0.20288724566740365,0.0,0.2652438735959043,0.0,0.6181491932991724,0.10148577540246692
SI:CH211-267E7.11,0.44123256766057334,0.0,0.2704677644256067,0.5947736388451133,0.0,0.43296859838377416,0.18197040922728583,0.0,0.36948453959260236,0.0,0.621754825621367,0.21302742293836127
SI:CH211-130H14.6,0.5329169033283723,0.0,0.03529796510179005,0.12414368540801805,0.0,0.37509839419792307,0.36418343706457557,0.0,0.5672893326122368,0.0,0.5226136350135578,0.09056998997622709
SI:CH211-195B11.4,0.5869889762067764,0.0,0.17091575064963435,0.14815338322838578,0.0,0.3634536558287798,0.24211754098127453,0.010057859329757803,0.656486778582193,0.0,0.537626302890333,0.14714946042132646
SI:DKEY-261M9.17,0.29026931757631946,0.0,0.0,0.0,0.0,0.0,0.8863860968400182,0.0,0.0,0.0,1.3980397988755802,0.00692101750890916
CR450785.2,0.804248556019265,0.0,0.0,0.028249602442883392,0.0,0.30857152542383515,0.24345813170113637,0.0,0.2990580912071397,0.0,0.6406656288468086,0.07481943211936394
CFD,0.4193592043565362,0.6558985451586988,0.0,0.2736553862758352,0.2566855641274364,0.3027113546503275,0.29171078433499387,0.1916944955372014,0.5364014641537633,0.07056721843491462,0.16974294056804592,0.04278146389421318
BX640584.2,0.7565118342342505,0.0,0.0,0.012621872296198766,0.014470700619619414,0.5488153891703237,0.0,0.0,0.39884562409559127,0.0,0.44047607430205793,0.1702250271218056
SI:CH1073-418F12.2,0.6362984778492454,0.0,0.0,0.1039637875151452,0.0,0.42755756016291296,0.16993038572827607,0.0,0.3631061252828342,0.0,0.40877125270658476,0.21952659776216374
SI:CH1073-159D7.7,0.18103465334495641,0.06026187228320746,0.12869123017882086,0.06705530969092299,0.13867758569618216,0.24041915659091878,0.7396307134045348,0.0,0.2534945789834544,0.2025996420460832,1.2447143849851305,0.052175563756523546
DUT,0.3968913422687211,0.0,0.21221610688112075,0.10309769920901561,0.0,0.5827629004691113,0.5732612324249211,0.0021795205250310914,0.3558374137106971,0.0,0.5656012778493129,0.14194662139571163
ZNF981,0.44702144768721996,0.0,0.0,0.20559360595050888,0.03383484300536012,0.3369901632328221,0.14180732941234758,0.0,0.3753459675178827,0.0,0.7294580392272234,0.0
SI:CH211-113A14.16,0.25326145697494656,0.0,0.0,0.14736450014296543,0.0845456602076872,0.2987837898030291,0.7494427527790303,0.0,0.5506223326315373,0.016619922311847713,0.8622190061410451,0.07148399144953259
SI:DKEY-6D5.4,0.46960058486210415,0.0,0.26946458838002757,0.5959037256700709,0.0,0.44282986626634613,0.18866182591289835,0.0,0.4280656041099585,0.0,0.5882481200697139,0.2094189835641099
SI:DKEY-23A13.15,0.20131745063527137,0.12563685067029054,0.0,0.1314553335999441,0.19686660750305013,0.512158243620504,0.6303703317532113,0.12891516654769494,0.0,0.0,1.09730572466289,0.18992786775456075
ADGRE10,0.813896731854167,0.0,0.16017888565929217,0.04796061091883219,0.23028598064459171,0.3672121831108059,0.2729009105157142,0.012864988943895653,0.36749380893471384,0.0,0.46016384735479965,0.08380151829238563
CU655961.2,0.38637931230308487,0.0,0.05381334565337101,0.1438022964769301,0.2836586574739405,0.3834803395798606,0.3044308716632674,0.0,0.4438350040470004,0.0,0.3492669360597903,0.0
SI:CH211-190K17.31,0.8963062065134887,0.0,0.07513908323019504,0.16419820176057348,0.0,0.4807688601302133,0.2079746141253306,0.02562796046535558,0.2373064326179355,0.0,0.4386968033566449,0.17494289627907897
SI:DKEYP-3B12.8,0.18048997347868798,0.0,0.018395852073052818,0.07430940578813708,0.0,0.3640212095458018,0.39451918106365996,0.0,0.15416242911286307,0.0,0.6683490414932387,0.04184257896496936
FAM78BB,0.7303242907560882,0.0,0.011067146201235336,0.21893899585797544,0.022831494034971478,0.5404388686891687,0.3642487771168969,0.0,0.46533496476609265,0.0,0.20101724509758304,0.14920188834560558
CABZ01111915.1,0.681710694535427,0.0,0.0,0.1877222514994879,0.0,0.0819101786857926,0.2621342931338338,0.0,0.5686413693312112,0.0,0.2994666787558148,0.10262557242852646
